case_id,citizen_id,agency_id,case_type,status,opened_at
CASE-06098,CIT-03098,AGY-035,license_renewal,under_review,2026-05-09
CASE-06099,CIT-02383,AGY-004,zoning_variance,pending_decision,2026-04-27
CASE-06100,CIT-06797,AGY-035,benefit_application,open,2026-02-01
CASE-06101,CIT-03173,AGY-044,benefit_application,open,2026-05-15
CASE-06102,CIT-07169,AGY-011,license_renewal,open,2026-03-24
CASE-06103,CIT-05852,AGY-042,zoning_variance,under_review,2026-08-19
CASE-06104,CIT-03022,AGY-026,permit_review,under_review,2026-07-27
CASE-06105,CIT-00731,AGY-047,zoning_variance,open,2026-04-03
CASE-06106,CIT-00584,AGY-036,benefit_application,under_review,2026-08-04
CASE-06107,CIT-01258,AGY-042,benefit_application,closed,2026-02-12
CASE-06108,CIT-08703,AGY-036,permit_review,open,2026-08-01
CASE-06109,CIT-07677,AGY-045,permit_review,closed,2026-06-20
CASE-06110,CIT-07668,AGY-030,license_renewal,closed,2026-07-12
CASE-06111,CIT-06177,AGY-020,benefit_application,under_review,2026-01-14
CASE-06112,CIT-05900,AGY-022,zoning_variance,open,2026-06-27
CASE-06113,CIT-08879,AGY-010,benefit_application,pending_decision,2026-04-09
CASE-06114,CIT-01568,AGY-038,license_renewal,under_review,2026-08-16
CASE-06115,CIT-00128,AGY-001,license_renewal,under_review,2026-02-07
CASE-06116,CIT-09361,AGY-049,license_renewal,pending_decision,2026-01-21
CASE-06117,CIT-05943,AGY-018,license_renewal,open,2026-03-28
CASE-06118,CIT-05621,AGY-038,license_renewal,open,2026-03-03
CASE-06119,CIT-04895,AGY-016,permit_review,under_review,2026-04-05
CASE-06120,CIT-08108,AGY-029,benefit_application,closed,2026-04-06
CASE-06121,CIT-07118,AGY-021,zoning_variance,pending_decision,2026-03-06
CASE-06122,CIT-09967,AGY-016,benefit_application,under_review,2026-08-17
CASE-06123,CIT-03662,AGY-001,benefit_application,under_review,2026-06-03
CASE-06124,CIT-01660,AGY-026,permit_review,under_review,2026-06-28
CASE-06125,CIT-01250,AGY-040,zoning_variance,open,2026-06-20
CASE-06126,CIT-01752,AGY-006,zoning_variance,pending_decision,2026-07-13
CASE-06127,CIT-03562,AGY-038,license_renewal,pending_decision,2026-07-07
CASE-06128,CIT-09149,AGY-038,license_renewal,closed,2026-04-23
CASE-06129,CIT-07952,AGY-032,zoning_variance,open,2026-08-02
CASE-06130,CIT-00830,AGY-008,license_renewal,pending_decision,2026-07-19
CASE-06131,CIT-02868,AGY-040,zoning_variance,under_review,2026-07-06
CASE-06132,CIT-04352,AGY-043,license_renewal,under_review,2026-04-20
CASE-06133,CIT-06932,AGY-028,license_renewal,closed,2026-07-09
CASE-06134,CIT-05367,AGY-020,zoning_variance,open,2026-03-27
CASE-06135,CIT-07180,AGY-026,benefit_application,pending_decision,2026-07-10
CASE-06136,CIT-00698,AGY-015,zoning_variance,under_review,2026-07-01
CASE-06137,CIT-01425,AGY-041,zoning_variance,closed,2026-06-05
CASE-06138,CIT-08259,AGY-008,license_renewal,closed,2026-03-25
CASE-06139,CIT-09279,AGY-021,zoning_variance,under_review,2026-02-11
CASE-06140,CIT-05708,AGY-025,license_renewal,pending_decision,2026-06-01
CASE-06141,CIT-09838,AGY-049,license_renewal,pending_decision,2026-01-17
CASE-06142,CIT-07512,AGY-021,license_renewal,closed,2026-01-06
CASE-06143,CIT-09747,AGY-007,benefit_application,open,2026-04-10
CASE-06144,CIT-05047,AGY-018,benefit_application,under_review,2026-04-21
CASE-06145,CIT-08653,AGY-045,license_renewal,pending_decision,2026-02-27
CASE-06146,CIT-09155,AGY-017,benefit_application,pending_decision,2026-02-02
CASE-06147,CIT-08608,AGY-009,license_renewal,under_review,2026-08-12
CASE-06148,CIT-07119,AGY-005,zoning_variance,open,2026-02-03
CASE-06149,CIT-05931,AGY-005,license_renewal,under_review,2026-03-01
CASE-06150,CIT-07803,AGY-010,zoning_variance,open,2026-02-01
CASE-06151,CIT-02763,AGY-035,benefit_application,pending_decision,2026-08-02
CASE-06152,CIT-05631,AGY-042,benefit_application,closed,2026-05-07
CASE-06153,CIT-07298,AGY-011,permit_review,closed,2026-07-17
CASE-06154,CIT-01867,AGY-013,permit_review,open,2026-04-01
CASE-06155,CIT-05354,AGY-036,zoning_variance,under_review,2026-02-10
CASE-06156,CIT-06674,AGY-025,permit_review,closed,2026-02-25
CASE-06157,CIT-09565,AGY-013,benefit_application,under_review,2026-07-10
CASE-06158,CIT-00667,AGY-009,benefit_application,closed,2026-07-06
CASE-06159,CIT-06115,AGY-049,license_renewal,closed,2026-01-22
CASE-06160,CIT-03975,AGY-031,zoning_variance,pending_decision,2026-07-08
CASE-06161,CIT-01332,AGY-015,license_renewal,under_review,2026-07-25
CASE-06162,CIT-05806,AGY-037,permit_review,open,2026-04-26
CASE-06163,CIT-02280,AGY-011,permit_review,pending_decision,2026-04-07
CASE-06164,CIT-06002,AGY-002,benefit_application,under_review,2026-05-20
CASE-06165,CIT-01820,AGY-047,benefit_application,under_review,2026-02-23
CASE-06166,CIT-06637,AGY-049,zoning_variance,pending_decision,2026-01-27
CASE-06167,CIT-08641,AGY-007,zoning_variance,pending_decision,2026-03-16
CASE-06168,CIT-06374,AGY-033,permit_review,closed,2026-04-17
CASE-06169,CIT-01515,AGY-008,permit_review,closed,2026-04-11
CASE-06170,CIT-03750,AGY-025,license_renewal,open,2026-06-27
CASE-06171,CIT-06761,AGY-031,zoning_variance,closed,2026-06-28
CASE-06172,CIT-06828,AGY-037,zoning_variance,closed,2026-06-21
CASE-06173,CIT-06036,AGY-004,license_renewal,under_review,2026-08-21
CASE-06174,CIT-00530,AGY-005,license_renewal,under_review,2026-04-25
CASE-06175,CIT-03742,AGY-026,permit_review,closed,2026-07-24
CASE-06176,CIT-03917,AGY-018,benefit_application,closed,2026-05-09
CASE-06177,CIT-05668,AGY-049,benefit_application,open,2026-04-26
CASE-06178,CIT-07292,AGY-024,permit_review,open,2026-05-14
CASE-06179,CIT-05821,AGY-020,benefit_application,closed,2026-04-17
CASE-06180,CIT-02686,AGY-017,benefit_application,open,2026-08-28
CASE-06181,CIT-01716,AGY-001,benefit_application,closed,2026-05-23
CASE-06182,CIT-00748,AGY-029,license_renewal,open,2026-05-19
CASE-06183,CIT-08125,AGY-043,zoning_variance,closed,2026-01-21
CASE-06184,CIT-03711,AGY-021,benefit_application,open,2026-07-17
CASE-06185,CIT-01487,AGY-039,permit_review,pending_decision,2026-05-16
CASE-06186,CIT-04848,AGY-027,zoning_variance,closed,2026-08-13
CASE-06187,CIT-03115,AGY-008,zoning_variance,closed,2026-01-11
CASE-06188,CIT-03681,AGY-023,permit_review,pending_decision,2026-04-12
CASE-06189,CIT-07875,AGY-028,zoning_variance,open,2026-03-28
CASE-06190,CIT-06870,AGY-048,permit_review,closed,2026-01-17
CASE-06191,CIT-01554,AGY-032,benefit_application,closed,2026-04-28
CASE-06192,CIT-01838,AGY-014,permit_review,pending_decision,2026-06-05
CASE-06193,CIT-09546,AGY-032,zoning_variance,under_review,2026-02-25
CASE-06194,CIT-00513,AGY-029,permit_review,open,2026-06-27
CASE-06195,CIT-04239,AGY-049,permit_review,open,2026-03-22
CASE-06196,CIT-04529,AGY-029,license_renewal,closed,2026-01-25
CASE-06197,CIT-00439,AGY-041,permit_review,open,2026-08-28
CASE-06198,CIT-09335,AGY-049,license_renewal,closed,2026-04-08
CASE-06199,CIT-00876,AGY-022,license_renewal,pending_decision,2026-03-13
CASE-06200,CIT-02109,AGY-045,benefit_application,open,2026-07-13
CASE-06201,CIT-00995,AGY-010,permit_review,open,2026-04-16
CASE-06202,CIT-06344,AGY-017,permit_review,pending_decision,2026-01-10
CASE-06203,CIT-04467,AGY-034,zoning_variance,under_review,2026-02-01
CASE-06204,CIT-01989,AGY-022,benefit_application,closed,2026-03-22
CASE-06205,CIT-09121,AGY-020,zoning_variance,pending_decision,2026-07-01
CASE-06206,CIT-02055,AGY-036,license_renewal,open,2026-04-08
CASE-06207,CIT-03783,AGY-004,benefit_application,closed,2026-07-09
CASE-06208,CIT-03660,AGY-035,license_renewal,closed,2026-02-21
CASE-06209,CIT-01271,AGY-035,permit_review,open,2026-07-18
CASE-06210,CIT-04545,AGY-028,permit_review,pending_decision,2026-04-18
CASE-06211,CIT-01062,AGY-020,benefit_application,open,2026-02-02
CASE-06212,CIT-06232,AGY-034,license_renewal,closed,2026-07-18
CASE-06213,CIT-08662,AGY-016,zoning_variance,closed,2026-04-25
CASE-06214,CIT-09505,AGY-045,license_renewal,closed,2026-08-28
CASE-06215,CIT-02921,AGY-001,license_renewal,pending_decision,2026-01-16
CASE-06216,CIT-04971,AGY-002,zoning_variance,closed,2026-04-25
CASE-06217,CIT-01338,AGY-027,license_renewal,closed,2026-05-27
CASE-06218,CIT-04034,AGY-008,license_renewal,pending_decision,2026-06-03
CASE-06219,CIT-04923,AGY-006,permit_review,pending_decision,2026-08-21
CASE-06220,CIT-05617,AGY-032,benefit_application,pending_decision,2026-06-09
CASE-06221,CIT-03501,AGY-038,zoning_variance,closed,2026-02-06
CASE-06222,CIT-06900,AGY-049,benefit_application,open,2026-04-01
CASE-06223,CIT-02357,AGY-001,license_renewal,open,2026-02-22
CASE-06224,CIT-08770,AGY-031,license_renewal,open,2026-08-16
CASE-06225,CIT-03740,AGY-037,benefit_application,pending_decision,2026-03-01
CASE-06226,CIT-02115,AGY-008,benefit_application,closed,2026-05-14
CASE-06227,CIT-04744,AGY-018,zoning_variance,closed,2026-07-02
CASE-06228,CIT-00702,AGY-013,zoning_variance,under_review,2026-01-07
CASE-06229,CIT-09044,AGY-016,permit_review,open,2026-03-22
CASE-06230,CIT-02993,AGY-039,benefit_application,closed,2026-08-10
CASE-06231,CIT-03272,AGY-003,benefit_application,open,2026-01-23
CASE-06232,CIT-09768,AGY-048,permit_review,closed,2026-05-03
CASE-06233,CIT-05851,AGY-012,zoning_variance,pending_decision,2026-08-09
CASE-06234,CIT-05282,AGY-028,zoning_variance,closed,2026-02-23
CASE-06235,CIT-04694,AGY-005,zoning_variance,pending_decision,2026-01-05
CASE-06236,CIT-02304,AGY-045,permit_review,open,2026-01-16
CASE-06237,CIT-09087,AGY-047,benefit_application,open,2026-08-04
CASE-06238,CIT-06067,AGY-006,license_renewal,open,2026-02-18
CASE-06239,CIT-08286,AGY-027,benefit_application,pending_decision,2026-04-26
CASE-06240,CIT-09206,AGY-043,license_renewal,open,2026-02-19
CASE-06241,CIT-06751,AGY-019,zoning_variance,open,2026-03-28
CASE-06242,CIT-01129,AGY-005,license_renewal,pending_decision,2026-03-17
CASE-06243,CIT-04730,AGY-005,permit_review,under_review,2026-03-11
CASE-06244,CIT-09796,AGY-048,benefit_application,closed,2026-05-14
CASE-06245,CIT-00647,AGY-045,permit_review,pending_decision,2026-08-27
CASE-06246,CIT-07022,AGY-032,benefit_application,under_review,2026-05-22
CASE-06247,CIT-05467,AGY-006,benefit_application,closed,2026-04-09
CASE-06248,CIT-01129,AGY-015,license_renewal,under_review,2026-04-04
CASE-06249,CIT-05619,AGY-026,benefit_application,closed,2026-06-28
CASE-06250,CIT-04695,AGY-050,benefit_application,closed,2026-08-13
CASE-06251,CIT-04841,AGY-015,license_renewal,pending_decision,2026-08-20
CASE-06252,CIT-03770,AGY-007,benefit_application,closed,2026-01-16
CASE-06253,CIT-06075,AGY-008,benefit_application,closed,2026-01-25
CASE-06254,CIT-01344,AGY-046,zoning_variance,closed,2026-01-21
CASE-06255,CIT-09502,AGY-047,license_renewal,open,2026-05-02
CASE-06256,CIT-00690,AGY-020,permit_review,open,2026-07-14
CASE-06257,CIT-08281,AGY-007,permit_review,pending_decision,2026-05-27
CASE-06258,CIT-00004,AGY-043,permit_review,pending_decision,2026-06-21
CASE-06259,CIT-02033,AGY-017,zoning_variance,pending_decision,2026-02-06
CASE-06260,CIT-08267,AGY-020,permit_review,pending_decision,2026-01-02
CASE-06261,CIT-07275,AGY-049,license_renewal,under_review,2026-06-09
CASE-06262,CIT-07431,AGY-007,permit_review,closed,2026-04-11
CASE-06263,CIT-02711,AGY-047,license_renewal,closed,2026-01-15
CASE-06264,CIT-01103,AGY-046,license_renewal,under_review,2026-01-06
CASE-06265,CIT-01218,AGY-016,zoning_variance,open,2026-04-15
CASE-06266,CIT-09049,AGY-008,benefit_application,pending_decision,2026-01-06
CASE-06267,CIT-02198,AGY-034,permit_review,open,2026-04-15
CASE-06268,CIT-00412,AGY-005,benefit_application,closed,2026-02-08
CASE-06269,CIT-06563,AGY-040,zoning_variance,under_review,2026-07-07
CASE-06270,CIT-06947,AGY-029,benefit_application,under_review,2026-02-10
CASE-06271,CIT-07588,AGY-036,license_renewal,open,2026-04-20
CASE-06272,CIT-08298,AGY-047,permit_review,under_review,2026-05-28
CASE-06273,CIT-03800,AGY-018,zoning_variance,open,2026-06-21
CASE-06274,CIT-03317,AGY-015,permit_review,under_review,2026-03-05
CASE-06275,CIT-07071,AGY-048,license_renewal,open,2026-06-10
CASE-06276,CIT-06234,AGY-049,license_renewal,pending_decision,2026-03-24
CASE-06277,CIT-03156,AGY-010,permit_review,pending_decision,2026-06-12
CASE-06278,CIT-02876,AGY-014,benefit_application,open,2026-04-16
CASE-06279,CIT-06616,AGY-034,license_renewal,pending_decision,2026-02-17
CASE-06280,CIT-07025,AGY-043,zoning_variance,under_review,2026-04-28
CASE-06281,CIT-02352,AGY-033,license_renewal,closed,2026-07-15
CASE-06282,CIT-01063,AGY-002,license_renewal,under_review,2026-04-15
CASE-06283,CIT-03003,AGY-046,benefit_application,closed,2026-03-11
CASE-06284,CIT-01748,AGY-024,license_renewal,open,2026-04-09
CASE-06285,CIT-04733,AGY-041,zoning_variance,under_review,2026-05-05
CASE-06286,CIT-03823,AGY-004,benefit_application,open,2026-06-27
CASE-06287,CIT-03927,AGY-026,zoning_variance,under_review,2026-07-15
CASE-06288,CIT-04362,AGY-050,license_renewal,pending_decision,2026-03-09
CASE-06289,CIT-02203,AGY-015,zoning_variance,closed,2026-04-01
CASE-06290,CIT-00399,AGY-011,license_renewal,pending_decision,2026-06-12
CASE-06291,CIT-05737,AGY-047,benefit_application,closed,2026-01-07
CASE-06292,CIT-07747,AGY-028,license_renewal,under_review,2026-06-13
CASE-06293,CIT-01124,AGY-048,benefit_application,under_review,2026-08-10
CASE-06294,CIT-08321,AGY-029,license_renewal,pending_decision,2026-03-16
CASE-06295,CIT-06122,AGY-003,benefit_application,under_review,2026-02-21
CASE-06296,CIT-01320,AGY-005,zoning_variance,under_review,2026-04-07
CASE-06297,CIT-08230,AGY-041,benefit_application,closed,2026-03-15
CASE-06298,CIT-06131,AGY-043,benefit_application,closed,2026-01-05
CASE-06299,CIT-03152,AGY-028,license_renewal,pending_decision,2026-03-13
CASE-06300,CIT-07742,AGY-024,zoning_variance,open,2026-08-19
CASE-06301,CIT-06392,AGY-019,zoning_variance,open,2026-04-08
CASE-06302,CIT-07247,AGY-008,license_renewal,open,2026-02-03
CASE-06303,CIT-04129,AGY-034,zoning_variance,closed,2026-07-19
CASE-06304,CIT-00441,AGY-048,zoning_variance,closed,2026-07-02
CASE-06305,CIT-01657,AGY-003,benefit_application,open,2026-01-24
CASE-06306,CIT-01205,AGY-036,benefit_application,pending_decision,2026-07-07
CASE-06307,CIT-08196,AGY-046,zoning_variance,pending_decision,2026-06-04
CASE-06308,CIT-00982,AGY-003,license_renewal,pending_decision,2026-04-23
CASE-06309,CIT-01122,AGY-017,benefit_application,under_review,2026-06-09
CASE-06310,CIT-08125,AGY-010,permit_review,pending_decision,2026-07-03
CASE-06311,CIT-00404,AGY-004,benefit_application,open,2026-06-08
CASE-06312,CIT-04977,AGY-032,benefit_application,open,2026-08-15
CASE-06313,CIT-02560,AGY-048,benefit_application,open,2026-06-02
CASE-06314,CIT-08202,AGY-032,license_renewal,under_review,2026-03-23
CASE-06315,CIT-00019,AGY-029,permit_review,open,2026-04-11
CASE-06316,CIT-08632,AGY-013,zoning_variance,closed,2026-02-13
CASE-06317,CIT-03883,AGY-021,zoning_variance,under_review,2026-08-08
CASE-06318,CIT-05982,AGY-007,permit_review,closed,2026-01-12
CASE-06319,CIT-07935,AGY-012,benefit_application,closed,2026-07-04
CASE-06320,CIT-07795,AGY-003,permit_review,under_review,2026-01-20
CASE-06321,CIT-05769,AGY-028,permit_review,open,2026-02-06
CASE-06322,CIT-00805,AGY-028,permit_review,closed,2026-03-14
CASE-06323,CIT-05365,AGY-001,zoning_variance,pending_decision,2026-03-08
CASE-06324,CIT-02965,AGY-014,benefit_application,pending_decision,2026-08-25
CASE-06325,CIT-03155,AGY-009,license_renewal,pending_decision,2026-01-17
CASE-06326,CIT-08659,AGY-034,benefit_application,open,2026-08-02
CASE-06327,CIT-08360,AGY-008,benefit_application,pending_decision,2026-05-18
CASE-06328,CIT-09519,AGY-028,benefit_application,open,2026-08-26
CASE-06329,CIT-03037,AGY-017,benefit_application,closed,2026-03-15
CASE-06330,CIT-02936,AGY-013,zoning_variance,closed,2026-07-26
CASE-06331,CIT-01359,AGY-030,license_renewal,under_review,2026-06-06
CASE-06332,CIT-08063,AGY-001,benefit_application,closed,2026-06-25
CASE-06333,CIT-05122,AGY-027,zoning_variance,closed,2026-07-25
CASE-06334,CIT-01927,AGY-044,zoning_variance,pending_decision,2026-05-03
CASE-06335,CIT-04746,AGY-004,license_renewal,closed,2026-04-07
CASE-06336,CIT-08318,AGY-035,permit_review,under_review,2026-06-25
CASE-06337,CIT-00325,AGY-034,benefit_application,closed,2026-04-23
CASE-06338,CIT-07850,AGY-030,license_renewal,open,2026-08-07
CASE-06339,CIT-08640,AGY-012,zoning_variance,open,2026-06-13
CASE-06340,CIT-05034,AGY-006,zoning_variance,closed,2026-01-17
CASE-06341,CIT-05652,AGY-028,license_renewal,open,2026-01-26
CASE-06342,CIT-06621,AGY-048,benefit_application,closed,2026-03-20
CASE-06343,CIT-09854,AGY-036,permit_review,pending_decision,2026-06-19
CASE-06344,CIT-07327,AGY-032,license_renewal,under_review,2026-04-26
CASE-06345,CIT-03841,AGY-011,permit_review,open,2026-02-10
CASE-06346,CIT-02447,AGY-039,license_renewal,under_review,2026-01-08
CASE-06347,CIT-06192,AGY-008,license_renewal,open,2026-04-20
CASE-06348,CIT-04696,AGY-036,benefit_application,closed,2026-01-19
CASE-06349,CIT-05005,AGY-025,permit_review,pending_decision,2026-05-24
CASE-06350,CIT-03212,AGY-014,license_renewal,under_review,2026-01-25
CASE-06351,CIT-05514,AGY-014,permit_review,open,2026-02-11
CASE-06352,CIT-05651,AGY-018,benefit_application,under_review,2026-04-18
CASE-06353,CIT-02616,AGY-007,permit_review,pending_decision,2026-02-21
CASE-06354,CIT-01415,AGY-031,permit_review,closed,2026-03-06
CASE-06355,CIT-08453,AGY-037,permit_review,under_review,2026-01-11
CASE-06356,CIT-03529,AGY-041,zoning_variance,closed,2026-07-01
CASE-06357,CIT-01979,AGY-032,benefit_application,open,2026-05-02
CASE-06358,CIT-00082,AGY-047,zoning_variance,open,2026-04-14
CASE-06359,CIT-07674,AGY-037,benefit_application,closed,2026-02-02
CASE-06360,CIT-01657,AGY-050,license_renewal,closed,2026-04-20
CASE-06361,CIT-00307,AGY-023,benefit_application,pending_decision,2026-07-05
CASE-06362,CIT-06935,AGY-006,license_renewal,closed,2026-05-15
CASE-06363,CIT-07957,AGY-047,zoning_variance,under_review,2026-08-04
CASE-06364,CIT-01190,AGY-003,permit_review,pending_decision,2026-01-09
CASE-06365,CIT-02718,AGY-050,permit_review,closed,2026-01-27
CASE-06366,CIT-08031,AGY-032,benefit_application,open,2026-08-15
CASE-06367,CIT-03869,AGY-045,license_renewal,open,2026-07-18
CASE-06368,CIT-00702,AGY-032,license_renewal,under_review,2026-01-06
CASE-06369,CIT-05435,AGY-037,benefit_application,under_review,2026-02-05
CASE-06370,CIT-05894,AGY-025,license_renewal,open,2026-02-13
CASE-06371,CIT-03162,AGY-037,permit_review,closed,2026-07-07
CASE-06372,CIT-09198,AGY-035,benefit_application,open,2026-01-05
CASE-06373,CIT-04333,AGY-036,license_renewal,pending_decision,2026-06-08
CASE-06374,CIT-06931,AGY-020,license_renewal,closed,2026-05-01
CASE-06375,CIT-04713,AGY-042,permit_review,under_review,2026-03-14
CASE-06376,CIT-04194,AGY-032,benefit_application,pending_decision,2026-03-14
CASE-06377,CIT-01144,AGY-046,permit_review,open,2026-06-07
CASE-06378,CIT-00502,AGY-012,zoning_variance,pending_decision,2026-08-21
CASE-06379,CIT-04314,AGY-034,benefit_application,closed,2026-03-24
CASE-06380,CIT-02008,AGY-035,benefit_application,pending_decision,2026-08-22
CASE-06381,CIT-02197,AGY-023,permit_review,under_review,2026-08-03
CASE-06382,CIT-08607,AGY-008,zoning_variance,open,2026-05-16
CASE-06383,CIT-07689,AGY-026,zoning_variance,open,2026-07-26
CASE-06384,CIT-03499,AGY-022,zoning_variance,open,2026-06-16
CASE-06385,CIT-01716,AGY-040,permit_review,open,2026-06-07
CASE-06386,CIT-05345,AGY-027,benefit_application,open,2026-07-08
CASE-06387,CIT-02949,AGY-002,zoning_variance,under_review,2026-03-28
CASE-06388,CIT-02827,AGY-009,license_renewal,open,2026-08-02
CASE-06389,CIT-08578,AGY-038,zoning_variance,pending_decision,2026-08-21
CASE-06390,CIT-02945,AGY-027,license_renewal,pending_decision,2026-05-11
CASE-06391,CIT-02552,AGY-025,benefit_application,closed,2026-02-22
CASE-06392,CIT-03255,AGY-027,permit_review,under_review,2026-03-21
CASE-06393,CIT-06451,AGY-023,permit_review,open,2026-04-28
CASE-06394,CIT-08932,AGY-042,zoning_variance,closed,2026-01-28
CASE-06395,CIT-08122,AGY-019,license_renewal,open,2026-01-27
CASE-06396,CIT-05336,AGY-014,permit_review,closed,2026-07-13
CASE-06397,CIT-07612,AGY-008,permit_review,under_review,2026-04-28
CASE-06398,CIT-05212,AGY-037,permit_review,under_review,2026-08-23
CASE-06399,CIT-04170,AGY-010,permit_review,closed,2026-08-19
CASE-06400,CIT-02289,AGY-009,benefit_application,open,2026-03-18
CASE-06401,CIT-00303,AGY-024,license_renewal,under_review,2026-06-23
CASE-06402,CIT-07856,AGY-008,permit_review,closed,2026-07-01
CASE-06403,CIT-05835,AGY-047,zoning_variance,pending_decision,2026-02-14
CASE-06404,CIT-09466,AGY-041,zoning_variance,under_review,2026-07-16
CASE-06405,CIT-08667,AGY-044,license_renewal,closed,2026-08-12
CASE-06406,CIT-00172,AGY-022,license_renewal,open,2026-05-20
CASE-06407,CIT-02312,AGY-002,zoning_variance,under_review,2026-08-11
CASE-06408,CIT-04270,AGY-047,benefit_application,under_review,2026-01-24
CASE-06409,CIT-01027,AGY-004,permit_review,under_review,2026-08-18
CASE-06410,CIT-06734,AGY-038,benefit_application,pending_decision,2026-02-23
CASE-06411,CIT-00873,AGY-037,license_renewal,closed,2026-07-24
CASE-06412,CIT-09919,AGY-044,license_renewal,pending_decision,2026-03-15
CASE-06413,CIT-06174,AGY-021,benefit_application,closed,2026-08-28
CASE-06414,CIT-02664,AGY-020,benefit_application,closed,2026-05-15
CASE-06415,CIT-07517,AGY-004,zoning_variance,pending_decision,2026-06-21
CASE-06416,CIT-07843,AGY-017,permit_review,closed,2026-04-23
CASE-06417,CIT-09993,AGY-047,benefit_application,open,2026-08-28
CASE-06418,CIT-07888,AGY-022,permit_review,closed,2026-01-20
CASE-06419,CIT-09595,AGY-038,permit_review,open,2026-01-10
CASE-06420,CIT-01284,AGY-032,permit_review,pending_decision,2026-01-13
CASE-06421,CIT-01406,AGY-050,license_renewal,closed,2026-02-06
CASE-06422,CIT-05243,AGY-012,license_renewal,pending_decision,2026-07-20
CASE-06423,CIT-02816,AGY-019,zoning_variance,open,2026-05-06
CASE-06424,CIT-09391,AGY-034,zoning_variance,closed,2026-05-25
CASE-06425,CIT-09196,AGY-002,benefit_application,open,2026-08-04
CASE-06426,CIT-02050,AGY-042,zoning_variance,pending_decision,2026-07-15
CASE-06427,CIT-07445,AGY-038,permit_review,under_review,2026-02-14
CASE-06428,CIT-02493,AGY-046,zoning_variance,closed,2026-03-17
CASE-06429,CIT-09169,AGY-042,zoning_variance,pending_decision,2026-05-22
CASE-06430,CIT-09403,AGY-013,benefit_application,closed,2026-07-23
CASE-06431,CIT-03293,AGY-006,license_renewal,closed,2026-06-22
CASE-06432,CIT-06604,AGY-034,zoning_variance,pending_decision,2026-05-08
CASE-06433,CIT-03668,AGY-025,license_renewal,closed,2026-01-06
CASE-06434,CIT-04379,AGY-026,benefit_application,pending_decision,2026-07-13
CASE-06435,CIT-05326,AGY-033,permit_review,closed,2026-01-26
CASE-06436,CIT-07894,AGY-002,benefit_application,open,2026-02-15
CASE-06437,CIT-06469,AGY-039,benefit_application,pending_decision,2026-05-08
CASE-06438,CIT-03373,AGY-015,zoning_variance,closed,2026-02-11
CASE-06439,CIT-02231,AGY-045,license_renewal,closed,2026-03-27
CASE-06440,CIT-08681,AGY-039,zoning_variance,pending_decision,2026-07-01
CASE-06441,CIT-02970,AGY-023,zoning_variance,under_review,2026-03-14
CASE-06442,CIT-09381,AGY-044,benefit_application,open,2026-02-14
CASE-06443,CIT-00179,AGY-025,license_renewal,under_review,2026-05-05
CASE-06444,CIT-03073,AGY-005,permit_review,closed,2026-04-15
CASE-06445,CIT-01712,AGY-041,benefit_application,open,2026-06-12
CASE-06446,CIT-07175,AGY-024,license_renewal,pending_decision,2026-04-11
CASE-06447,CIT-05841,AGY-050,permit_review,closed,2026-03-15
CASE-06448,CIT-09350,AGY-004,permit_review,under_review,2026-07-11
CASE-06449,CIT-03657,AGY-045,license_renewal,open,2026-07-02
CASE-06450,CIT-00944,AGY-035,benefit_application,closed,2026-08-27
CASE-06451,CIT-07954,AGY-037,permit_review,closed,2026-08-17
CASE-06452,CIT-08459,AGY-030,permit_review,closed,2026-02-20
CASE-06453,CIT-04917,AGY-038,license_renewal,under_review,2026-02-18
CASE-06454,CIT-07289,AGY-013,permit_review,closed,2026-03-24
CASE-06455,CIT-09727,AGY-043,permit_review,closed,2026-06-27
CASE-06456,CIT-08578,AGY-022,benefit_application,under_review,2026-03-11
CASE-06457,CIT-03081,AGY-035,license_renewal,under_review,2026-07-14
CASE-06458,CIT-04311,AGY-018,permit_review,closed,2026-08-19
CASE-06459,CIT-04883,AGY-024,license_renewal,open,2026-08-26
CASE-06460,CIT-03795,AGY-021,license_renewal,closed,2026-06-10
CASE-06461,CIT-02222,AGY-008,permit_review,under_review,2026-01-22
CASE-06462,CIT-07569,AGY-037,permit_review,closed,2026-03-23
CASE-06463,CIT-07211,AGY-001,benefit_application,open,2026-01-04
CASE-06464,CIT-06168,AGY-007,benefit_application,pending_decision,2026-05-25
CASE-06465,CIT-07701,AGY-042,license_renewal,closed,2026-06-20
CASE-06466,CIT-03964,AGY-024,zoning_variance,under_review,2026-02-21
CASE-06467,CIT-08404,AGY-049,zoning_variance,closed,2026-04-28
CASE-06468,CIT-04459,AGY-032,zoning_variance,open,2026-03-09
CASE-06469,CIT-09142,AGY-002,benefit_application,closed,2026-07-09
CASE-06470,CIT-05121,AGY-031,permit_review,closed,2026-03-01
CASE-06471,CIT-07086,AGY-019,zoning_variance,open,2026-04-25
CASE-06472,CIT-00376,AGY-043,benefit_application,open,2026-03-11
CASE-06473,CIT-07015,AGY-037,zoning_variance,closed,2026-01-25
CASE-06474,CIT-01081,AGY-027,zoning_variance,under_review,2026-03-26
CASE-06475,CIT-02258,AGY-010,zoning_variance,under_review,2026-04-09
CASE-06476,CIT-04790,AGY-044,permit_review,closed,2026-06-25
CASE-06477,CIT-00679,AGY-028,license_renewal,under_review,2026-05-11
CASE-06478,CIT-03259,AGY-001,permit_review,closed,2026-06-22
