application_id,case_id,application_type,status,submitted_at
APP-10352,CASE-06597,renewal_application,submitted,2026-05-18
APP-10353,CASE-08857,appeal,submitted,2026-03-28
APP-10354,CASE-05413,renewal_application,pending_more_info,2026-03-17
APP-10355,CASE-05219,appeal,denied,2026-02-15
APP-10356,CASE-01267,appeal,submitted,2026-02-11
APP-10357,CASE-03522,initial_application,approved,2026-07-04
APP-10358,CASE-05723,initial_application,pending_more_info,2026-06-25
APP-10359,CASE-02379,renewal_application,denied,2026-01-24
APP-10360,CASE-09621,renewal_application,approved,2026-08-15
APP-10361,CASE-02547,initial_application,denied,2026-07-04
APP-10362,CASE-04092,appeal,pending_more_info,2026-04-07
APP-10363,CASE-09536,appeal,denied,2026-07-16
APP-10364,CASE-09807,appeal,submitted,2026-02-15
APP-10365,CASE-01283,appeal,denied,2026-08-11
APP-10366,CASE-02719,appeal,submitted,2026-03-19
APP-10367,CASE-13780,renewal_application,denied,2026-07-08
APP-10368,CASE-03164,renewal_application,denied,2026-02-01
APP-10369,CASE-12795,appeal,submitted,2026-01-27
APP-10370,CASE-08582,appeal,submitted,2026-05-20
APP-10371,CASE-12252,renewal_application,denied,2026-08-01
APP-10372,CASE-03858,appeal,submitted,2026-07-26
APP-10373,CASE-14220,appeal,approved,2026-07-22
APP-10374,CASE-09403,appeal,in_review,2026-03-25
APP-10375,CASE-02390,appeal,pending_more_info,2026-08-15
APP-10376,CASE-05777,appeal,in_review,2026-01-24
APP-10377,CASE-14134,initial_application,in_review,2026-07-25
APP-10378,CASE-00694,initial_application,in_review,2026-07-20
APP-10379,CASE-12129,appeal,denied,2026-02-17
APP-10380,CASE-01397,appeal,submitted,2026-02-09
APP-10381,CASE-14148,renewal_application,pending_more_info,2026-05-12
APP-10382,CASE-10045,appeal,denied,2026-07-22
APP-10383,CASE-00775,appeal,submitted,2026-02-01
APP-10384,CASE-13185,initial_application,submitted,2026-08-03
APP-10385,CASE-09276,initial_application,pending_more_info,2026-08-22
APP-10386,CASE-13329,renewal_application,denied,2026-01-12
APP-10387,CASE-03514,renewal_application,in_review,2026-05-11
APP-10388,CASE-07188,appeal,in_review,2026-02-22
APP-10389,CASE-10403,appeal,denied,2026-06-12
APP-10390,CASE-12765,appeal,in_review,2026-02-25
APP-10391,CASE-10095,renewal_application,in_review,2026-08-21
APP-10392,CASE-05768,renewal_application,approved,2026-07-15
APP-10393,CASE-10356,initial_application,pending_more_info,2026-01-09
APP-10394,CASE-01176,renewal_application,in_review,2026-04-06
APP-10395,CASE-08299,renewal_application,denied,2026-05-04
APP-10396,CASE-01021,initial_application,pending_more_info,2026-08-04
APP-10397,CASE-01484,appeal,pending_more_info,2026-01-04
APP-10398,CASE-08716,renewal_application,pending_more_info,2026-08-25
APP-10399,CASE-03214,renewal_application,pending_more_info,2026-02-01
APP-10400,CASE-00906,initial_application,approved,2026-08-12
APP-10401,CASE-13672,initial_application,approved,2026-05-20
APP-10402,CASE-06693,renewal_application,pending_more_info,2026-06-11
APP-10403,CASE-06918,renewal_application,approved,2026-07-16
APP-10404,CASE-12305,appeal,pending_more_info,2026-01-18
APP-10405,CASE-05928,appeal,pending_more_info,2026-02-24
APP-10406,CASE-04247,appeal,denied,2026-01-04
APP-10407,CASE-07345,appeal,approved,2026-02-21
APP-10408,CASE-07774,appeal,in_review,2026-04-08
APP-10409,CASE-13754,appeal,in_review,2026-08-28
APP-10410,CASE-14614,initial_application,approved,2026-03-16
APP-10411,CASE-05328,appeal,pending_more_info,2026-06-07
APP-10412,CASE-09349,initial_application,denied,2026-08-25
APP-10413,CASE-04197,renewal_application,pending_more_info,2026-02-23
APP-10414,CASE-13495,renewal_application,submitted,2026-06-16
APP-10415,CASE-03266,appeal,in_review,2026-07-12
APP-10416,CASE-11822,renewal_application,in_review,2026-08-12
APP-10417,CASE-00961,renewal_application,denied,2026-07-04
APP-10418,CASE-02047,appeal,approved,2026-05-01
APP-10419,CASE-13179,appeal,approved,2026-03-05
APP-10420,CASE-04605,appeal,approved,2026-01-28
APP-10421,CASE-11865,appeal,in_review,2026-06-01
APP-10422,CASE-08895,renewal_application,submitted,2026-07-20
APP-10423,CASE-13932,renewal_application,approved,2026-06-22
APP-10424,CASE-04780,renewal_application,submitted,2026-03-03
APP-10425,CASE-13968,appeal,submitted,2026-05-18
APP-10426,CASE-08639,renewal_application,in_review,2026-05-12
APP-10427,CASE-05523,initial_application,denied,2026-02-15
APP-10428,CASE-04944,initial_application,approved,2026-08-28
APP-10429,CASE-02755,renewal_application,in_review,2026-02-15
APP-10430,CASE-04877,initial_application,approved,2026-02-12
APP-10431,CASE-13271,initial_application,denied,2026-03-21
APP-10432,CASE-02499,initial_application,approved,2026-07-23
APP-10433,CASE-00666,initial_application,in_review,2026-04-18
APP-10434,CASE-04764,renewal_application,approved,2026-06-06
APP-10435,CASE-05663,renewal_application,denied,2026-04-22
APP-10436,CASE-13773,appeal,denied,2026-01-20
APP-10437,CASE-14261,renewal_application,in_review,2026-03-18
APP-10438,CASE-04030,renewal_application,approved,2026-08-07
APP-10439,CASE-04260,renewal_application,approved,2026-08-22
APP-10440,CASE-05881,initial_application,pending_more_info,2026-08-21
APP-10441,CASE-13369,appeal,approved,2026-08-13
APP-10442,CASE-01915,appeal,submitted,2026-04-07
APP-10443,CASE-03611,initial_application,approved,2026-06-28
APP-10444,CASE-11188,appeal,denied,2026-03-04
APP-10445,CASE-08375,appeal,pending_more_info,2026-03-07
APP-10446,CASE-09186,renewal_application,pending_more_info,2026-01-18
APP-10447,CASE-08982,initial_application,approved,2026-06-13
APP-10448,CASE-09019,initial_application,in_review,2026-06-21
APP-10449,CASE-07442,appeal,submitted,2026-06-21
APP-10450,CASE-14425,appeal,in_review,2026-03-05
APP-10451,CASE-04290,renewal_application,approved,2026-02-12
APP-10452,CASE-09880,initial_application,submitted,2026-03-07
APP-10453,CASE-01721,appeal,approved,2026-02-16
APP-10454,CASE-13390,renewal_application,in_review,2026-04-13
APP-10455,CASE-08960,initial_application,pending_more_info,2026-01-19
APP-10456,CASE-04061,renewal_application,approved,2026-06-05
APP-10457,CASE-03897,renewal_application,submitted,2026-02-09
APP-10458,CASE-06020,renewal_application,pending_more_info,2026-01-21
APP-10459,CASE-13086,appeal,submitted,2026-02-19
APP-10460,CASE-07796,appeal,approved,2026-01-06
APP-10461,CASE-14137,initial_application,approved,2026-03-08
APP-10462,CASE-04258,renewal_application,submitted,2026-08-15
APP-10463,CASE-05765,renewal_application,approved,2026-02-24
APP-10464,CASE-09813,appeal,in_review,2026-04-07
APP-10465,CASE-07778,initial_application,pending_more_info,2026-08-19
APP-10466,CASE-00119,renewal_application,approved,2026-03-09
APP-10467,CASE-05287,initial_application,in_review,2026-01-21
APP-10468,CASE-09530,appeal,denied,2026-02-08
APP-10469,CASE-09689,renewal_application,submitted,2026-02-02
APP-10470,CASE-00415,renewal_application,approved,2026-02-06
APP-10471,CASE-02451,renewal_application,pending_more_info,2026-06-26
APP-10472,CASE-10895,appeal,approved,2026-07-24
APP-10473,CASE-07199,initial_application,approved,2026-03-02
APP-10474,CASE-01720,renewal_application,submitted,2026-06-23
APP-10475,CASE-01971,appeal,in_review,2026-06-03
APP-10476,CASE-12662,renewal_application,approved,2026-01-20
APP-10477,CASE-11016,initial_application,denied,2026-05-03
APP-10478,CASE-07563,renewal_application,submitted,2026-03-05
APP-10479,CASE-12660,appeal,in_review,2026-01-11
APP-10480,CASE-03138,appeal,denied,2026-06-13
APP-10481,CASE-10826,appeal,approved,2026-04-01
APP-10482,CASE-14258,initial_application,pending_more_info,2026-01-14
APP-10483,CASE-11999,appeal,approved,2026-08-19
APP-10484,CASE-03982,initial_application,approved,2026-05-04
APP-10485,CASE-06699,renewal_application,approved,2026-02-25
APP-10486,CASE-05052,renewal_application,denied,2026-05-24
APP-10487,CASE-12054,initial_application,submitted,2026-01-25
APP-10488,CASE-09484,renewal_application,denied,2026-04-24
APP-10489,CASE-01052,renewal_application,approved,2026-01-01
APP-10490,CASE-05797,appeal,denied,2026-04-25
APP-10491,CASE-10283,initial_application,in_review,2026-03-19
APP-10492,CASE-00475,appeal,approved,2026-04-16
APP-10493,CASE-08714,renewal_application,denied,2026-07-21
APP-10494,CASE-05789,appeal,in_review,2026-06-17
APP-10495,CASE-13012,appeal,pending_more_info,2026-05-09
APP-10496,CASE-11258,renewal_application,pending_more_info,2026-05-13
APP-10497,CASE-02570,initial_application,denied,2026-05-26
APP-10498,CASE-01503,renewal_application,in_review,2026-04-23
APP-10499,CASE-00685,initial_application,submitted,2026-03-05
APP-10500,CASE-00261,renewal_application,approved,2026-05-22
APP-10501,CASE-11761,renewal_application,denied,2026-08-27
APP-10502,CASE-14139,renewal_application,in_review,2026-05-08
APP-10503,CASE-05177,initial_application,approved,2026-08-21
APP-10504,CASE-11175,initial_application,approved,2026-01-15
APP-10505,CASE-01522,appeal,denied,2026-03-16
APP-10506,CASE-05132,initial_application,submitted,2026-05-15
APP-10507,CASE-00390,initial_application,approved,2026-07-27
APP-10508,CASE-12999,appeal,denied,2026-04-19
APP-10509,CASE-03410,initial_application,submitted,2026-01-16
APP-10510,CASE-01875,initial_application,denied,2026-06-14
APP-10511,CASE-07791,renewal_application,in_review,2026-01-18
APP-10512,CASE-12695,initial_application,pending_more_info,2026-02-06
APP-10513,CASE-05826,renewal_application,in_review,2026-08-02
APP-10514,CASE-07404,initial_application,in_review,2026-04-15
APP-10515,CASE-04555,appeal,in_review,2026-03-24
APP-10516,CASE-09175,appeal,pending_more_info,2026-08-21
APP-10517,CASE-08563,renewal_application,submitted,2026-08-07
APP-10518,CASE-04611,initial_application,denied,2026-08-18
APP-10519,CASE-06258,initial_application,approved,2026-06-21
APP-10520,CASE-03755,appeal,approved,2026-05-02
APP-10521,CASE-00367,appeal,submitted,2026-03-11
APP-10522,CASE-12815,appeal,pending_more_info,2026-07-14
APP-10523,CASE-02048,renewal_application,submitted,2026-06-10
APP-10524,CASE-08270,initial_application,submitted,2026-06-02
APP-10525,CASE-03001,renewal_application,in_review,2026-02-05
APP-10526,CASE-06296,appeal,pending_more_info,2026-04-07
APP-10527,CASE-00450,initial_application,pending_more_info,2026-05-10
APP-10528,CASE-11471,initial_application,denied,2026-03-14
APP-10529,CASE-07265,appeal,pending_more_info,2026-01-17
APP-10530,CASE-03109,renewal_application,in_review,2026-01-24
APP-10531,CASE-12985,appeal,pending_more_info,2026-07-09
APP-10532,CASE-09660,renewal_application,denied,2026-07-22
APP-10533,CASE-08141,renewal_application,pending_more_info,2026-05-11
APP-10534,CASE-01785,initial_application,pending_more_info,2026-04-05
APP-10535,CASE-08888,initial_application,approved,2026-01-20
APP-10536,CASE-00969,initial_application,approved,2026-04-10
APP-10537,CASE-06533,initial_application,in_review,2026-07-01
APP-10538,CASE-01404,initial_application,submitted,2026-04-03
APP-10539,CASE-10484,appeal,approved,2026-06-26
APP-10540,CASE-01698,appeal,submitted,2026-03-16
APP-10541,CASE-00314,appeal,denied,2026-06-03
APP-10542,CASE-09572,appeal,in_review,2026-03-12
APP-10543,CASE-01009,renewal_application,in_review,2026-02-21
APP-10544,CASE-07476,initial_application,denied,2026-08-07
APP-10545,CASE-09806,appeal,submitted,2026-02-09
APP-10546,CASE-03768,initial_application,denied,2026-05-02
APP-10547,CASE-06523,renewal_application,submitted,2026-01-01
APP-10548,CASE-03524,appeal,submitted,2026-01-21
APP-10549,CASE-05918,renewal_application,pending_more_info,2026-08-09
APP-10550,CASE-01648,renewal_application,submitted,2026-01-05
APP-10551,CASE-10609,appeal,approved,2026-08-12
APP-10552,CASE-01793,appeal,submitted,2026-06-03
APP-10553,CASE-04772,initial_application,approved,2026-08-19
APP-10554,CASE-00452,initial_application,denied,2026-03-24
APP-10555,CASE-08281,appeal,pending_more_info,2026-03-02
APP-10556,CASE-04058,initial_application,pending_more_info,2026-07-15
APP-10557,CASE-13236,initial_application,in_review,2026-03-14
APP-10558,CASE-08064,initial_application,approved,2026-02-20
APP-10559,CASE-08544,renewal_application,denied,2026-05-09
APP-10560,CASE-07393,appeal,submitted,2026-02-10
APP-10561,CASE-06629,initial_application,submitted,2026-04-05
APP-10562,CASE-13465,initial_application,approved,2026-04-08
APP-10563,CASE-07209,appeal,denied,2026-03-12
APP-10564,CASE-00289,renewal_application,approved,2026-06-21
APP-10565,CASE-14518,appeal,denied,2026-08-05
APP-10566,CASE-03756,renewal_application,submitted,2026-01-17
APP-10567,CASE-05973,appeal,denied,2026-06-21
APP-10568,CASE-14471,renewal_application,in_review,2026-05-03
APP-10569,CASE-05722,appeal,approved,2026-04-01
APP-10570,CASE-02662,renewal_application,in_review,2026-02-09
APP-10571,CASE-08633,appeal,denied,2026-01-21
APP-10572,CASE-07316,appeal,in_review,2026-05-26
APP-10573,CASE-08729,initial_application,denied,2026-05-13
APP-10574,CASE-04311,renewal_application,submitted,2026-07-08
APP-10575,CASE-12860,appeal,denied,2026-04-07
APP-10576,CASE-09349,initial_application,denied,2026-08-25
APP-10577,CASE-01682,renewal_application,pending_more_info,2026-06-25
APP-10578,CASE-05438,renewal_application,in_review,2026-02-08
APP-10579,CASE-07287,renewal_application,submitted,2026-05-28
APP-10580,CASE-12784,renewal_application,pending_more_info,2026-07-09
APP-10581,CASE-04062,initial_application,pending_more_info,2026-02-20
APP-10582,CASE-05724,renewal_application,denied,2026-05-10
APP-10583,CASE-00319,renewal_application,pending_more_info,2026-03-12
APP-10584,CASE-00822,initial_application,pending_more_info,2026-03-10
APP-10585,CASE-06296,renewal_application,denied,2026-04-07
APP-10586,CASE-11330,initial_application,pending_more_info,2026-02-27
APP-10587,CASE-05941,appeal,in_review,2026-06-26
APP-10588,CASE-08453,renewal_application,in_review,2026-08-24
APP-10589,CASE-04216,initial_application,submitted,2026-03-25
APP-10590,CASE-01400,renewal_application,submitted,2026-02-25
APP-10591,CASE-09806,initial_application,submitted,2026-02-09
APP-10592,CASE-09515,appeal,approved,2026-07-11
APP-10593,CASE-09489,appeal,submitted,2026-03-27
APP-10594,CASE-01093,renewal_application,in_review,2026-06-24
APP-10595,CASE-13284,initial_application,denied,2026-07-01
APP-10596,CASE-05444,appeal,submitted,2026-03-13
APP-10597,CASE-01385,renewal_application,approved,2026-05-20
APP-10598,CASE-06438,initial_application,in_review,2026-02-11
APP-10599,CASE-14711,initial_application,approved,2026-06-02
APP-10600,CASE-08300,appeal,pending_more_info,2026-06-28
APP-10601,CASE-10941,initial_application,submitted,2026-02-05
APP-10602,CASE-14753,initial_application,submitted,2026-01-28
APP-10603,CASE-14262,initial_application,approved,2026-04-24
APP-10604,CASE-11964,initial_application,denied,2026-06-10
APP-10605,CASE-06470,renewal_application,approved,2026-03-01
APP-10606,CASE-10019,initial_application,approved,2026-01-03
APP-10607,CASE-09178,initial_application,approved,2026-08-24
APP-10608,CASE-11515,initial_application,denied,2026-03-07
APP-10609,CASE-12287,renewal_application,denied,2026-04-16
APP-10610,CASE-12353,appeal,in_review,2026-06-06
APP-10611,CASE-14818,renewal_application,approved,2026-02-04
APP-10612,CASE-00139,renewal_application,pending_more_info,2026-04-03
APP-10613,CASE-09553,initial_application,approved,2026-03-05
APP-10614,CASE-02889,appeal,approved,2026-06-13
APP-10615,CASE-06142,renewal_application,approved,2026-01-06
APP-10616,CASE-11742,renewal_application,submitted,2026-05-28
APP-10617,CASE-00959,appeal,denied,2026-01-05
APP-10618,CASE-05568,initial_application,submitted,2026-07-18
APP-10619,CASE-12942,initial_application,pending_more_info,2026-04-27
APP-10620,CASE-14812,renewal_application,approved,2026-01-05
APP-10621,CASE-13581,initial_application,denied,2026-06-26
APP-10622,CASE-14508,initial_application,in_review,2026-03-09
APP-10623,CASE-10088,renewal_application,in_review,2026-06-09
APP-10624,CASE-11189,appeal,in_review,2026-05-15
APP-10625,CASE-14948,renewal_application,denied,2026-05-12
APP-10626,CASE-09615,renewal_application,in_review,2026-04-27
APP-10627,CASE-12443,renewal_application,denied,2026-01-26
APP-10628,CASE-09264,renewal_application,submitted,2026-03-03
APP-10629,CASE-03535,initial_application,in_review,2026-05-13
APP-10630,CASE-08049,renewal_application,pending_more_info,2026-04-23
APP-10631,CASE-10480,appeal,in_review,2026-04-23
APP-10632,CASE-11858,appeal,submitted,2026-06-18
APP-10633,CASE-08254,initial_application,pending_more_info,2026-06-21
APP-10634,CASE-04588,appeal,in_review,2026-08-16
APP-10635,CASE-09255,appeal,submitted,2026-06-05
APP-10636,CASE-04017,appeal,in_review,2026-05-16
APP-10637,CASE-03014,initial_application,in_review,2026-02-20
APP-10638,CASE-05330,appeal,denied,2026-04-11
APP-10639,CASE-11448,appeal,approved,2026-07-04
APP-10640,CASE-08497,appeal,submitted,2026-03-14
APP-10641,CASE-11465,initial_application,denied,2026-03-01
APP-10642,CASE-12585,initial_application,approved,2026-04-18
APP-10643,CASE-07886,appeal,submitted,2026-06-05
APP-10644,CASE-03241,initial_application,approved,2026-02-23
APP-10645,CASE-09989,initial_application,submitted,2026-02-04
APP-10646,CASE-06267,appeal,in_review,2026-04-15
APP-10647,CASE-07738,initial_application,submitted,2026-04-18
APP-10648,CASE-06998,appeal,in_review,2026-07-05
APP-10649,CASE-04877,renewal_application,denied,2026-02-12
APP-10650,CASE-07010,initial_application,pending_more_info,2026-02-06
APP-10651,CASE-13877,renewal_application,denied,2026-06-10
APP-10652,CASE-12802,initial_application,submitted,2026-08-25
APP-10653,CASE-02827,renewal_application,pending_more_info,2026-02-03
APP-10654,CASE-13654,initial_application,submitted,2026-07-03
APP-10655,CASE-06175,renewal_application,submitted,2026-07-24
APP-10656,CASE-04811,appeal,approved,2026-04-10
APP-10657,CASE-08909,appeal,denied,2026-03-03
APP-10658,CASE-08575,initial_application,pending_more_info,2026-08-04
APP-10659,CASE-04695,appeal,in_review,2026-06-08
APP-10660,CASE-06141,renewal_application,in_review,2026-01-17
APP-10661,CASE-04881,renewal_application,approved,2026-08-26
APP-10662,CASE-07347,renewal_application,denied,2026-03-21
APP-10663,CASE-12071,appeal,in_review,2026-03-13
APP-10664,CASE-13439,renewal_application,submitted,2026-05-25
APP-10665,CASE-14542,renewal_application,in_review,2026-06-23
APP-10666,CASE-12818,initial_application,denied,2026-05-11
APP-10667,CASE-12985,renewal_application,submitted,2026-07-09
APP-10668,CASE-12262,initial_application,pending_more_info,2026-03-02
APP-10669,CASE-02459,appeal,approved,2026-01-01
APP-10670,CASE-02114,appeal,in_review,2026-05-27
APP-10671,CASE-10832,initial_application,denied,2026-08-28
APP-10672,CASE-12153,initial_application,approved,2026-02-06
APP-10673,CASE-12200,renewal_application,denied,2026-01-25
APP-10674,CASE-08280,appeal,in_review,2026-08-15
APP-10675,CASE-10272,appeal,approved,2026-08-23
APP-10676,CASE-08725,initial_application,pending_more_info,2026-04-26
APP-10677,CASE-13287,renewal_application,approved,2026-03-11
APP-10678,CASE-13291,appeal,in_review,2026-08-21
APP-10679,CASE-05653,appeal,submitted,2026-08-12
APP-10680,CASE-13124,renewal_application,submitted,2026-05-15
APP-10681,CASE-07294,initial_application,pending_more_info,2026-02-03
APP-10682,CASE-14573,renewal_application,submitted,2026-05-26
APP-10683,CASE-03977,renewal_application,approved,2026-01-17
APP-10684,CASE-10811,appeal,in_review,2026-01-02
APP-10685,CASE-02578,initial_application,in_review,2026-06-09
APP-10686,CASE-06011,appeal,approved,2026-05-08
APP-10687,CASE-10782,initial_application,denied,2026-04-02
APP-10688,CASE-00323,renewal_application,denied,2026-07-25
APP-10689,CASE-04863,appeal,approved,2026-07-27
APP-10690,CASE-08255,renewal_application,denied,2026-04-05
APP-10691,CASE-00675,initial_application,in_review,2026-05-04
APP-10692,CASE-05266,appeal,in_review,2026-06-15
APP-10693,CASE-06768,renewal_application,approved,2026-08-26
APP-10694,CASE-11456,initial_application,approved,2026-05-10
APP-10695,CASE-14355,appeal,denied,2026-01-25
APP-10696,CASE-10912,appeal,in_review,2026-02-18
APP-10697,CASE-11957,appeal,in_review,2026-06-27
APP-10698,CASE-09719,appeal,in_review,2026-08-18
APP-10699,CASE-07106,initial_application,in_review,2026-06-25
APP-10700,CASE-06471,renewal_application,denied,2026-04-25
APP-10701,CASE-09298,appeal,approved,2026-05-26
APP-10702,CASE-07695,appeal,denied,2026-07-16
APP-10703,CASE-00376,initial_application,in_review,2026-08-24
APP-10704,CASE-12224,initial_application,in_review,2026-01-17
APP-10705,CASE-09702,initial_application,in_review,2026-02-16
APP-10706,CASE-06531,renewal_application,pending_more_info,2026-01-07
APP-10707,CASE-10951,renewal_application,denied,2026-05-28
APP-10708,CASE-14922,renewal_application,submitted,2026-04-07
APP-10709,CASE-03860,initial_application,approved,2026-04-03
APP-10710,CASE-07760,appeal,in_review,2026-06-25
APP-10711,CASE-07443,appeal,approved,2026-03-11
APP-10712,CASE-09994,renewal_application,pending_more_info,2026-03-07
APP-10713,CASE-02374,initial_application,approved,2026-07-02
APP-10714,CASE-02461,initial_application,approved,2026-02-27
APP-10715,CASE-01519,initial_application,submitted,2026-03-23
APP-10716,CASE-02369,appeal,denied,2026-08-04
APP-10717,CASE-14673,initial_application,approved,2026-04-09
APP-10718,CASE-12716,initial_application,approved,2026-02-05
APP-10719,CASE-12353,initial_application,in_review,2026-06-06
APP-10720,CASE-10476,renewal_application,submitted,2026-07-16
APP-10721,CASE-05324,renewal_application,approved,2026-07-28
APP-10722,CASE-10435,initial_application,approved,2026-03-18
APP-10723,CASE-04272,initial_application,in_review,2026-07-10
APP-10724,CASE-03144,renewal_application,in_review,2026-04-03
APP-10725,CASE-12230,initial_application,submitted,2026-02-08
APP-10726,CASE-11400,initial_application,approved,2026-01-25
APP-10727,CASE-03060,appeal,approved,2026-04-11
APP-10728,CASE-03534,initial_application,submitted,2026-03-19
APP-10729,CASE-01375,appeal,denied,2026-06-25
APP-10730,CASE-01487,initial_application,pending_more_info,2026-06-24
APP-10731,CASE-12250,renewal_application,approved,2026-01-23
APP-10732,CASE-11639,initial_application,in_review,2026-05-07
APP-10733,CASE-05969,renewal_application,pending_more_info,2026-06-11
APP-10734,CASE-00395,renewal_application,approved,2026-07-11
APP-10735,CASE-08121,appeal,denied,2026-05-02
APP-10736,CASE-11026,initial_application,pending_more_info,2026-01-04
APP-10737,CASE-09696,initial_application,submitted,2026-02-01
APP-10738,CASE-12601,appeal,denied,2026-07-18
APP-10739,CASE-01322,appeal,submitted,2026-04-27
APP-10740,CASE-14854,initial_application,approved,2026-07-27
APP-10741,CASE-12381,appeal,in_review,2026-07-03
APP-10742,CASE-00432,renewal_application,approved,2026-06-08
APP-10743,CASE-11503,initial_application,denied,2026-08-15
APP-10744,CASE-06337,initial_application,in_review,2026-04-23
APP-10745,CASE-03600,renewal_application,in_review,2026-03-12
APP-10746,CASE-03681,appeal,pending_more_info,2026-02-18
APP-10747,CASE-05404,renewal_application,in_review,2026-06-12
APP-10748,CASE-09257,appeal,denied,2026-08-08
APP-10749,CASE-14395,appeal,approved,2026-07-05
APP-10750,CASE-14048,appeal,in_review,2026-04-18
APP-10751,CASE-09528,initial_application,in_review,2026-08-06
APP-10752,CASE-03755,appeal,submitted,2026-05-02
APP-10753,CASE-10735,appeal,pending_more_info,2026-08-21
APP-10754,CASE-01460,appeal,pending_more_info,2026-06-11
APP-10755,CASE-13734,initial_application,submitted,2026-06-16
APP-10756,CASE-06641,initial_application,submitted,2026-05-04
APP-10757,CASE-12856,initial_application,in_review,2026-05-07
APP-10758,CASE-03466,appeal,in_review,2026-01-14
APP-10759,CASE-12816,initial_application,in_review,2026-03-19
APP-10760,CASE-11545,renewal_application,submitted,2026-01-03
APP-10761,CASE-12574,initial_application,pending_more_info,2026-02-07
APP-10762,CASE-06601,renewal_application,approved,2026-08-27
APP-10763,CASE-14294,appeal,denied,2026-04-22
APP-10764,CASE-11200,renewal_application,submitted,2026-07-02
APP-10765,CASE-13939,renewal_application,denied,2026-07-18
APP-10766,CASE-09568,appeal,in_review,2026-08-12
APP-10767,CASE-05439,renewal_application,in_review,2026-07-06
APP-10768,CASE-12962,initial_application,pending_more_info,2026-08-03
APP-10769,CASE-04468,renewal_application,pending_more_info,2026-07-13
APP-10770,CASE-11631,appeal,pending_more_info,2026-02-20
APP-10771,CASE-00261,initial_application,pending_more_info,2026-05-22
APP-10772,CASE-06984,appeal,in_review,2026-02-01
APP-10773,CASE-12032,appeal,in_review,2026-05-15
APP-10774,CASE-12606,initial_application,approved,2026-04-09
APP-10775,CASE-04314,appeal,approved,2026-02-09
APP-10776,CASE-10054,initial_application,submitted,2026-08-12
APP-10777,CASE-02571,renewal_application,pending_more_info,2026-04-02
APP-10778,CASE-14559,appeal,pending_more_info,2026-03-20
APP-10779,CASE-11781,initial_application,in_review,2026-06-20
APP-10780,CASE-07941,appeal,in_review,2026-07-13
APP-10781,CASE-01575,initial_application,submitted,2026-04-11
APP-10782,CASE-00953,appeal,submitted,2026-04-27
APP-10783,CASE-09376,appeal,denied,2026-07-22
APP-10784,CASE-13033,appeal,denied,2026-08-28
APP-10785,CASE-04757,appeal,denied,2026-07-28
APP-10786,CASE-09037,initial_application,pending_more_info,2026-07-16
APP-10787,CASE-14391,initial_application,in_review,2026-01-18
APP-10788,CASE-02629,initial_application,in_review,2026-07-05
APP-10789,CASE-01658,renewal_application,pending_more_info,2026-02-24
APP-10790,CASE-02893,initial_application,submitted,2026-01-27
APP-10791,CASE-09599,appeal,submitted,2026-08-18
APP-10792,CASE-08865,appeal,pending_more_info,2026-07-09
APP-10793,CASE-14110,renewal_application,submitted,2026-05-14
APP-10794,CASE-13063,renewal_application,in_review,2026-06-26
APP-10795,CASE-00035,renewal_application,approved,2026-08-02
APP-10796,CASE-07310,renewal_application,denied,2026-08-16
APP-10797,CASE-07974,initial_application,in_review,2026-01-08
APP-10798,CASE-13642,initial_application,pending_more_info,2026-05-04
APP-10799,CASE-11963,initial_application,submitted,2026-03-23
APP-10800,CASE-02745,appeal,in_review,2026-04-25
APP-10801,CASE-02077,initial_application,submitted,2026-04-11
APP-10802,CASE-07805,renewal_application,in_review,2026-02-21
APP-10803,CASE-02475,initial_application,denied,2026-06-27
APP-10804,CASE-02533,initial_application,in_review,2026-08-09
APP-10805,CASE-12800,initial_application,denied,2026-03-02
APP-10806,CASE-13895,renewal_application,denied,2026-04-03
APP-10807,CASE-11692,renewal_application,submitted,2026-02-10
APP-10808,CASE-06658,renewal_application,submitted,2026-07-16
APP-10809,CASE-13006,renewal_application,in_review,2026-04-09
APP-10810,CASE-10392,renewal_application,submitted,2026-03-07
APP-10811,CASE-01929,appeal,in_review,2026-07-20
APP-10812,CASE-11321,renewal_application,pending_more_info,2026-03-17
APP-10813,CASE-03545,appeal,denied,2026-06-06
APP-10814,CASE-08918,appeal,in_review,2026-07-23
APP-10815,CASE-09355,initial_application,pending_more_info,2026-07-08
APP-10816,CASE-04212,appeal,denied,2026-01-01
APP-10817,CASE-04819,appeal,in_review,2026-04-10
APP-10818,CASE-04006,appeal,in_review,2026-07-19
APP-10819,CASE-07695,appeal,submitted,2026-07-16
APP-10820,CASE-11194,appeal,approved,2026-08-23
APP-10821,CASE-02927,initial_application,approved,2026-01-15
APP-10822,CASE-04747,initial_application,in_review,2026-08-09
APP-10823,CASE-10232,initial_application,pending_more_info,2026-08-14
APP-10824,CASE-08223,appeal,submitted,2026-03-16
APP-10825,CASE-02592,initial_application,in_review,2026-07-12
APP-10826,CASE-12737,appeal,submitted,2026-03-23
APP-10827,CASE-13994,appeal,pending_more_info,2026-03-18
APP-10828,CASE-01485,renewal_application,pending_more_info,2026-06-19
APP-10829,CASE-10920,initial_application,approved,2026-04-03
APP-10830,CASE-03801,renewal_application,pending_more_info,2026-03-03
APP-10831,CASE-04229,initial_application,pending_more_info,2026-03-03
