part_id,name,supplier_id,used_in_line_ids
PART-02060,Housing 2060,SUP-0754,"[""LINE-FAC-009-5"", ""LINE-FAC-010-7"", ""LINE-FAC-023-3""]"
PART-02061,Bearing Assembly 2061,SUP-0222,"[""LINE-FAC-022-1"", ""LINE-FAC-003-7"", ""LINE-FAC-026-7""]"
PART-02062,Bracket 2062,SUP-0175,"[""LINE-FAC-014-5"", ""LINE-FAC-011-3"", ""LINE-FAC-024-2""]"
PART-02063,Gasket 2063,SUP-0030,"[""LINE-FAC-003-2"", ""LINE-FAC-004-7"", ""LINE-FAC-004-1""]"
PART-02064,Actuator 2064,SUP-0074,"[""LINE-FAC-029-1"", ""LINE-FAC-018-1"", ""LINE-FAC-008-6""]"
PART-02065,Gasket 2065,SUP-0545,"[""LINE-FAC-003-7"", ""LINE-FAC-004-1""]"
PART-02066,Bushing 2066,SUP-0046,"[""LINE-FAC-009-1""]"
PART-02067,Actuator 2067,SUP-0632,"[""LINE-FAC-036-3"", ""LINE-FAC-023-6"", ""LINE-FAC-028-2""]"
PART-02068,Coupling 2068,SUP-0503,"[""LINE-FAC-030-1""]"
PART-02069,Bushing 2069,SUP-0476,"[""LINE-FAC-008-1""]"
PART-02070,Bearing Assembly 2070,SUP-0938,"[""LINE-FAC-015-1""]"
PART-02071,Valve Body 2071,SUP-0191,"[""LINE-FAC-004-8"", ""LINE-FAC-027-4""]"
PART-02072,Sensor Module 2072,SUP-0069,"[""LINE-FAC-015-4"", ""LINE-FAC-027-4""]"
PART-02073,Actuator 2073,SUP-0661,"[""LINE-FAC-007-1"", ""LINE-FAC-032-5"", ""LINE-FAC-013-7""]"
PART-02074,Actuator 2074,SUP-0578,"[""LINE-FAC-017-2""]"
PART-02075,Bushing 2075,SUP-0596,"[""LINE-FAC-039-4""]"
PART-02076,Sensor Module 2076,SUP-0066,"[""LINE-FAC-023-3""]"
PART-02077,Bearing Assembly 2077,SUP-0228,"[""LINE-FAC-017-1"", ""LINE-FAC-022-3""]"
PART-02078,Bracket 2078,SUP-0654,"[""LINE-FAC-010-4""]"
PART-02079,Bearing Assembly 2079,SUP-0296,"[""LINE-FAC-007-3"", ""LINE-FAC-039-2""]"
PART-02080,Coupling 2080,SUP-0606,"[""LINE-FAC-022-1"", ""LINE-FAC-028-8""]"
PART-02081,Wiring Harness 2081,SUP-0803,"[""LINE-FAC-033-6""]"
PART-02082,Bushing 2082,SUP-0219,"[""LINE-FAC-030-3"", ""LINE-FAC-022-2""]"
PART-02083,Actuator 2083,SUP-0146,"[""LINE-FAC-022-3"", ""LINE-FAC-037-3"", ""LINE-FAC-012-3""]"
PART-02084,Bearing Assembly 2084,SUP-0741,"[""LINE-FAC-003-5"", ""LINE-FAC-001-5""]"
PART-02085,Actuator 2085,SUP-0559,"[""LINE-FAC-017-6"", ""LINE-FAC-040-6""]"
PART-02086,Bushing 2086,SUP-0241,"[""LINE-FAC-015-8"", ""LINE-FAC-036-3""]"
PART-02087,Valve Body 2087,SUP-0539,"[""LINE-FAC-013-1"", ""LINE-FAC-029-5""]"
PART-02088,Housing 2088,SUP-0262,"[""LINE-FAC-037-3"", ""LINE-FAC-026-1"", ""LINE-FAC-025-2""]"
PART-02089,Bracket 2089,SUP-0150,"[""LINE-FAC-013-1"", ""LINE-FAC-034-8"", ""LINE-FAC-004-6""]"
PART-02090,Wiring Harness 2090,SUP-0359,"[""LINE-FAC-010-6"", ""LINE-FAC-038-6"", ""LINE-FAC-030-1""]"
PART-02091,Bracket 2091,SUP-0717,"[""LINE-FAC-009-3""]"
PART-02092,Bracket 2092,SUP-0792,"[""LINE-FAC-015-6""]"
PART-02093,Bearing Assembly 2093,SUP-0364,"[""LINE-FAC-031-2""]"
PART-02094,Housing 2094,SUP-0241,"[""LINE-FAC-002-3"", ""LINE-FAC-025-6"", ""LINE-FAC-011-5""]"
PART-02095,Actuator 2095,SUP-0460,"[""LINE-FAC-003-6"", ""LINE-FAC-029-3"", ""LINE-FAC-040-3""]"
PART-02096,Wiring Harness 2096,SUP-0734,"[""LINE-FAC-031-1"", ""LINE-FAC-019-6"", ""LINE-FAC-016-5""]"
PART-02097,Valve Body 2097,SUP-0356,"[""LINE-FAC-013-4"", ""LINE-FAC-015-5""]"
PART-02098,Valve Body 2098,SUP-0123,"[""LINE-FAC-031-3"", ""LINE-FAC-039-1"", ""LINE-FAC-032-2""]"
PART-02099,Bracket 2099,SUP-0642,"[""LINE-FAC-030-3""]"
PART-02100,Gasket 2100,SUP-0338,"[""LINE-FAC-039-5"", ""LINE-FAC-027-6"", ""LINE-FAC-017-7""]"
PART-02101,Bracket 2101,SUP-0855,"[""LINE-FAC-026-6""]"
PART-02102,Bushing 2102,SUP-0676,"[""LINE-FAC-021-3"", ""LINE-FAC-036-3"", ""LINE-FAC-032-3""]"
PART-02103,Actuator 2103,SUP-0415,"[""LINE-FAC-010-3"", ""LINE-FAC-034-5""]"
PART-02104,Coupling 2104,SUP-0823,"[""LINE-FAC-033-2""]"
PART-02105,Housing 2105,SUP-0720,"[""LINE-FAC-024-2"", ""LINE-FAC-015-7""]"
PART-02106,Actuator 2106,SUP-0979,"[""LINE-FAC-027-4"", ""LINE-FAC-024-1"", ""LINE-FAC-030-4""]"
PART-02107,Housing 2107,SUP-0351,"[""LINE-FAC-040-2""]"
PART-02108,Valve Body 2108,SUP-0493,"[""LINE-FAC-020-4"", ""LINE-FAC-028-2""]"
PART-02109,Bushing 2109,SUP-0650,"[""LINE-FAC-007-7""]"
PART-02110,Housing 2110,SUP-0844,"[""LINE-FAC-005-4"", ""LINE-FAC-030-6"", ""LINE-FAC-036-7""]"
PART-02111,Housing 2111,SUP-0283,"[""LINE-FAC-017-1"", ""LINE-FAC-018-3"", ""LINE-FAC-007-5""]"
PART-02112,Coupling 2112,SUP-0925,"[""LINE-FAC-014-6""]"
PART-02113,Coupling 2113,SUP-0265,"[""LINE-FAC-034-5"", ""LINE-FAC-024-8"", ""LINE-FAC-040-7""]"
PART-02114,Housing 2114,SUP-0050,"[""LINE-FAC-024-1"", ""LINE-FAC-008-4""]"
PART-02115,Bushing 2115,SUP-0464,"[""LINE-FAC-016-8""]"
PART-02116,Bearing Assembly 2116,SUP-0101,"[""LINE-FAC-035-8"", ""LINE-FAC-018-3"", ""LINE-FAC-001-4""]"
PART-02117,Valve Body 2117,SUP-0388,"[""LINE-FAC-033-6""]"
PART-02118,Bushing 2118,SUP-0619,"[""LINE-FAC-003-1""]"
PART-02119,Bracket 2119,SUP-0145,"[""LINE-FAC-032-7""]"
PART-02120,Gasket 2120,SUP-0516,"[""LINE-FAC-005-1""]"
PART-02121,Bracket 2121,SUP-0636,"[""LINE-FAC-009-7""]"
PART-02122,Bushing 2122,SUP-0853,"[""LINE-FAC-029-5""]"
PART-02123,Bracket 2123,SUP-0930,"[""LINE-FAC-024-6""]"
PART-02124,Coupling 2124,SUP-0536,"[""LINE-FAC-034-8"", ""LINE-FAC-020-2"", ""LINE-FAC-005-1""]"
PART-02125,Bracket 2125,SUP-0607,"[""LINE-FAC-016-4"", ""LINE-FAC-027-6""]"
PART-02126,Sensor Module 2126,SUP-0496,"[""LINE-FAC-028-5""]"
PART-02127,Bushing 2127,SUP-0319,"[""LINE-FAC-023-6""]"
PART-02128,Actuator 2128,SUP-0263,"[""LINE-FAC-036-6"", ""LINE-FAC-021-1""]"
PART-02129,Valve Body 2129,SUP-0985,"[""LINE-FAC-029-8""]"
PART-02130,Bushing 2130,SUP-0524,"[""LINE-FAC-008-4""]"
PART-02131,Sensor Module 2131,SUP-0512,"[""LINE-FAC-039-5""]"
PART-02132,Bushing 2132,SUP-0654,"[""LINE-FAC-004-4"", ""LINE-FAC-005-7"", ""LINE-FAC-010-8""]"
PART-02133,Housing 2133,SUP-0920,"[""LINE-FAC-001-6""]"
PART-02134,Housing 2134,SUP-0154,"[""LINE-FAC-016-6"", ""LINE-FAC-031-5""]"
PART-02135,Wiring Harness 2135,SUP-0670,"[""LINE-FAC-015-6""]"
PART-02136,Bushing 2136,SUP-0975,"[""LINE-FAC-022-4"", ""LINE-FAC-013-1""]"
PART-02137,Bracket 2137,SUP-0350,"[""LINE-FAC-035-6""]"
PART-02138,Coupling 2138,SUP-0424,"[""LINE-FAC-033-6"", ""LINE-FAC-018-7""]"
PART-02139,Sensor Module 2139,SUP-0058,"[""LINE-FAC-016-5"", ""LINE-FAC-015-2""]"
PART-02140,Valve Body 2140,SUP-0347,"[""LINE-FAC-016-5"", ""LINE-FAC-037-2""]"
PART-02141,Bearing Assembly 2141,SUP-0553,"[""LINE-FAC-014-7""]"
PART-02142,Wiring Harness 2142,SUP-0210,"[""LINE-FAC-018-5""]"
PART-02143,Bracket 2143,SUP-0988,"[""LINE-FAC-033-1""]"
PART-02144,Housing 2144,SUP-0273,"[""LINE-FAC-036-6"", ""LINE-FAC-003-5""]"
PART-02145,Bearing Assembly 2145,SUP-0954,"[""LINE-FAC-016-7"", ""LINE-FAC-030-3""]"
PART-02146,Bushing 2146,SUP-0995,"[""LINE-FAC-015-4"", ""LINE-FAC-019-3"", ""LINE-FAC-030-7""]"
PART-02147,Valve Body 2147,SUP-0523,"[""LINE-FAC-031-7"", ""LINE-FAC-020-3""]"
PART-02148,Coupling 2148,SUP-0417,"[""LINE-FAC-040-8""]"
PART-02149,Sensor Module 2149,SUP-0670,"[""LINE-FAC-001-6"", ""LINE-FAC-016-6""]"
PART-02150,Actuator 2150,SUP-0604,"[""LINE-FAC-013-4"", ""LINE-FAC-018-6""]"
PART-02151,Sensor Module 2151,SUP-0948,"[""LINE-FAC-024-5"", ""LINE-FAC-029-2""]"
PART-02152,Bushing 2152,SUP-0105,"[""LINE-FAC-026-6"", ""LINE-FAC-034-2""]"
PART-02153,Wiring Harness 2153,SUP-0985,"[""LINE-FAC-007-6"", ""LINE-FAC-022-2"", ""LINE-FAC-006-4""]"
PART-02154,Actuator 2154,SUP-0002,"[""LINE-FAC-002-1""]"
PART-02155,Sensor Module 2155,SUP-0528,"[""LINE-FAC-008-3"", ""LINE-FAC-027-2""]"
PART-02156,Sensor Module 2156,SUP-0582,"[""LINE-FAC-040-8"", ""LINE-FAC-010-8""]"
PART-02157,Coupling 2157,SUP-0753,"[""LINE-FAC-002-1"", ""LINE-FAC-025-2""]"
PART-02158,Sensor Module 2158,SUP-0682,"[""LINE-FAC-028-8"", ""LINE-FAC-008-8"", ""LINE-FAC-011-6""]"
PART-02159,Bracket 2159,SUP-0070,"[""LINE-FAC-033-7"", ""LINE-FAC-031-1"", ""LINE-FAC-017-4""]"
PART-02160,Housing 2160,SUP-0422,"[""LINE-FAC-025-3""]"
PART-02161,Bracket 2161,SUP-0351,"[""LINE-FAC-006-3"", ""LINE-FAC-002-2"", ""LINE-FAC-030-2""]"
PART-02162,Valve Body 2162,SUP-0346,"[""LINE-FAC-034-1"", ""LINE-FAC-025-6"", ""LINE-FAC-040-7""]"
PART-02163,Sensor Module 2163,SUP-0914,"[""LINE-FAC-034-6""]"
PART-02164,Coupling 2164,SUP-0758,"[""LINE-FAC-003-1"", ""LINE-FAC-031-2"", ""LINE-FAC-014-3""]"
PART-02165,Actuator 2165,SUP-0330,"[""LINE-FAC-002-1"", ""LINE-FAC-010-6"", ""LINE-FAC-001-2""]"
PART-02166,Housing 2166,SUP-0138,"[""LINE-FAC-006-2""]"
PART-02167,Sensor Module 2167,SUP-0387,"[""LINE-FAC-032-6""]"
PART-02168,Bracket 2168,SUP-0976,"[""LINE-FAC-031-1"", ""LINE-FAC-017-4"", ""LINE-FAC-002-5""]"
PART-02169,Coupling 2169,SUP-0472,"[""LINE-FAC-004-1"", ""LINE-FAC-014-3""]"
PART-02170,Actuator 2170,SUP-0089,"[""LINE-FAC-019-4"", ""LINE-FAC-009-5""]"
PART-02171,Coupling 2171,SUP-0414,"[""LINE-FAC-012-2"", ""LINE-FAC-019-3""]"
PART-02172,Coupling 2172,SUP-0913,"[""LINE-FAC-012-2"", ""LINE-FAC-024-1"", ""LINE-FAC-040-3""]"
PART-02173,Wiring Harness 2173,SUP-0024,"[""LINE-FAC-015-6""]"
PART-02174,Valve Body 2174,SUP-0865,"[""LINE-FAC-020-2"", ""LINE-FAC-028-3"", ""LINE-FAC-038-8""]"
PART-02175,Bushing 2175,SUP-0590,"[""LINE-FAC-006-2""]"
PART-02176,Bearing Assembly 2176,SUP-0775,"[""LINE-FAC-036-6"", ""LINE-FAC-034-5"", ""LINE-FAC-036-7""]"
PART-02177,Gasket 2177,SUP-0359,"[""LINE-FAC-001-7""]"
PART-02178,Valve Body 2178,SUP-0146,"[""LINE-FAC-028-5"", ""LINE-FAC-032-8"", ""LINE-FAC-027-2""]"
PART-02179,Bearing Assembly 2179,SUP-0297,"[""LINE-FAC-023-3"", ""LINE-FAC-021-5"", ""LINE-FAC-015-1""]"
PART-02180,Coupling 2180,SUP-0179,"[""LINE-FAC-005-2""]"
PART-02181,Bearing Assembly 2181,SUP-0539,"[""LINE-FAC-003-8""]"
PART-02182,Gasket 2182,SUP-0975,"[""LINE-FAC-013-2"", ""LINE-FAC-028-1"", ""LINE-FAC-026-4""]"
PART-02183,Valve Body 2183,SUP-0551,"[""LINE-FAC-019-6"", ""LINE-FAC-005-1"", ""LINE-FAC-015-3""]"
PART-02184,Sensor Module 2184,SUP-0906,"[""LINE-FAC-009-1"", ""LINE-FAC-028-1""]"
PART-02185,Valve Body 2185,SUP-0745,"[""LINE-FAC-038-3""]"
PART-02186,Bushing 2186,SUP-0663,"[""LINE-FAC-037-2"", ""LINE-FAC-033-8"", ""LINE-FAC-038-7""]"
PART-02187,Actuator 2187,SUP-0589,"[""LINE-FAC-015-2""]"
PART-02188,Sensor Module 2188,SUP-0350,"[""LINE-FAC-004-7"", ""LINE-FAC-023-5""]"
PART-02189,Actuator 2189,SUP-0990,"[""LINE-FAC-017-5""]"
PART-02190,Valve Body 2190,SUP-0045,"[""LINE-FAC-009-7"", ""LINE-FAC-039-2""]"
PART-02191,Coupling 2191,SUP-0496,"[""LINE-FAC-017-4"", ""LINE-FAC-017-7""]"
PART-02192,Housing 2192,SUP-0107,"[""LINE-FAC-005-1"", ""LINE-FAC-038-4"", ""LINE-FAC-029-7""]"
PART-02193,Bracket 2193,SUP-0929,"[""LINE-FAC-012-6"", ""LINE-FAC-037-5"", ""LINE-FAC-038-8""]"
PART-02194,Wiring Harness 2194,SUP-0806,"[""LINE-FAC-008-8"", ""LINE-FAC-015-8"", ""LINE-FAC-027-2""]"
PART-02195,Sensor Module 2195,SUP-0409,"[""LINE-FAC-014-3"", ""LINE-FAC-019-2"", ""LINE-FAC-036-5""]"
PART-02196,Wiring Harness 2196,SUP-0156,"[""LINE-FAC-030-4"", ""LINE-FAC-018-5"", ""LINE-FAC-024-7""]"
PART-02197,Bushing 2197,SUP-0085,"[""LINE-FAC-014-5"", ""LINE-FAC-004-2"", ""LINE-FAC-007-8""]"
PART-02198,Bushing 2198,SUP-0702,"[""LINE-FAC-030-1"", ""LINE-FAC-035-4""]"
PART-02199,Valve Body 2199,SUP-0157,"[""LINE-FAC-025-4""]"
PART-02200,Housing 2200,SUP-0445,"[""LINE-FAC-014-5"", ""LINE-FAC-040-2""]"
PART-02201,Coupling 2201,SUP-0790,"[""LINE-FAC-007-1""]"
PART-02202,Gasket 2202,SUP-0950,"[""LINE-FAC-029-2""]"
PART-02203,Actuator 2203,SUP-0620,"[""LINE-FAC-018-6""]"
PART-02204,Housing 2204,SUP-0932,"[""LINE-FAC-006-6""]"
PART-02205,Wiring Harness 2205,SUP-0405,"[""LINE-FAC-024-1"", ""LINE-FAC-033-5""]"
PART-02206,Valve Body 2206,SUP-0413,"[""LINE-FAC-011-5"", ""LINE-FAC-013-6""]"
PART-02207,Bearing Assembly 2207,SUP-0916,"[""LINE-FAC-008-2""]"
PART-02208,Wiring Harness 2208,SUP-0841,"[""LINE-FAC-029-6"", ""LINE-FAC-009-2""]"
PART-02209,Gasket 2209,SUP-0811,"[""LINE-FAC-004-2"", ""LINE-FAC-040-1""]"
PART-02210,Sensor Module 2210,SUP-0149,"[""LINE-FAC-022-5"", ""LINE-FAC-026-2"", ""LINE-FAC-026-1""]"
PART-02211,Actuator 2211,SUP-0490,"[""LINE-FAC-017-4"", ""LINE-FAC-008-8""]"
PART-02212,Wiring Harness 2212,SUP-0752,"[""LINE-FAC-018-3""]"
PART-02213,Bearing Assembly 2213,SUP-0431,"[""LINE-FAC-027-2"", ""LINE-FAC-040-1""]"
PART-02214,Gasket 2214,SUP-0929,"[""LINE-FAC-008-7"", ""LINE-FAC-014-2""]"
PART-02215,Housing 2215,SUP-0953,"[""LINE-FAC-008-2"", ""LINE-FAC-029-6""]"
PART-02216,Coupling 2216,SUP-0710,"[""LINE-FAC-034-2"", ""LINE-FAC-003-4"", ""LINE-FAC-040-8""]"
PART-02217,Actuator 2217,SUP-0319,"[""LINE-FAC-006-4"", ""LINE-FAC-008-3""]"
PART-02218,Housing 2218,SUP-0198,"[""LINE-FAC-009-6"", ""LINE-FAC-032-6""]"
PART-02219,Bracket 2219,SUP-0951,"[""LINE-FAC-019-3"", ""LINE-FAC-037-1"", ""LINE-FAC-017-5""]"
PART-02220,Coupling 2220,SUP-0562,"[""LINE-FAC-036-1""]"
PART-02221,Coupling 2221,SUP-0662,"[""LINE-FAC-006-2"", ""LINE-FAC-036-4"", ""LINE-FAC-008-8""]"
PART-02222,Coupling 2222,SUP-0218,"[""LINE-FAC-036-7"", ""LINE-FAC-011-1""]"
PART-02223,Bushing 2223,SUP-0745,"[""LINE-FAC-004-1""]"
PART-02224,Bracket 2224,SUP-0434,"[""LINE-FAC-010-8"", ""LINE-FAC-035-5""]"
PART-02225,Coupling 2225,SUP-0198,"[""LINE-FAC-036-1""]"
PART-02226,Bushing 2226,SUP-0677,"[""LINE-FAC-012-2"", ""LINE-FAC-004-8""]"
PART-02227,Wiring Harness 2227,SUP-0307,"[""LINE-FAC-002-7"", ""LINE-FAC-013-7"", ""LINE-FAC-040-3""]"
PART-02228,Sensor Module 2228,SUP-0803,"[""LINE-FAC-028-3"", ""LINE-FAC-014-4"", ""LINE-FAC-027-7""]"
PART-02229,Bushing 2229,SUP-0836,"[""LINE-FAC-037-1""]"
PART-02230,Wiring Harness 2230,SUP-0970,"[""LINE-FAC-022-2""]"
PART-02231,Actuator 2231,SUP-0454,"[""LINE-FAC-019-4""]"
PART-02232,Actuator 2232,SUP-0105,"[""LINE-FAC-034-2"", ""LINE-FAC-021-5""]"
PART-02233,Actuator 2233,SUP-0748,"[""LINE-FAC-019-4"", ""LINE-FAC-012-5""]"
PART-02234,Bearing Assembly 2234,SUP-0326,"[""LINE-FAC-022-1""]"
PART-02235,Housing 2235,SUP-0457,"[""LINE-FAC-021-3"", ""LINE-FAC-036-4"", ""LINE-FAC-033-7""]"
PART-02236,Sensor Module 2236,SUP-0943,"[""LINE-FAC-013-6"", ""LINE-FAC-019-1"", ""LINE-FAC-033-5""]"
PART-02237,Bracket 2237,SUP-0614,"[""LINE-FAC-025-5"", ""LINE-FAC-009-1""]"
PART-02238,Actuator 2238,SUP-0449,"[""LINE-FAC-005-8"", ""LINE-FAC-010-7"", ""LINE-FAC-037-4""]"
PART-02239,Bracket 2239,SUP-0286,"[""LINE-FAC-011-4"", ""LINE-FAC-012-2""]"
PART-02240,Housing 2240,SUP-0429,"[""LINE-FAC-024-7""]"
PART-02241,Bushing 2241,SUP-0101,"[""LINE-FAC-017-4"", ""LINE-FAC-005-3"", ""LINE-FAC-023-8""]"
PART-02242,Wiring Harness 2242,SUP-0983,"[""LINE-FAC-038-1"", ""LINE-FAC-027-5"", ""LINE-FAC-004-6""]"
PART-02243,Wiring Harness 2243,SUP-0505,"[""LINE-FAC-005-6"", ""LINE-FAC-010-4""]"
PART-02244,Wiring Harness 2244,SUP-0205,"[""LINE-FAC-014-2"", ""LINE-FAC-020-8"", ""LINE-FAC-013-7""]"
PART-02245,Bracket 2245,SUP-0910,"[""LINE-FAC-040-2"", ""LINE-FAC-036-7""]"
PART-02246,Bearing Assembly 2246,SUP-0047,"[""LINE-FAC-032-7"", ""LINE-FAC-020-6"", ""LINE-FAC-005-6""]"
PART-02247,Coupling 2247,SUP-0111,"[""LINE-FAC-012-5""]"
PART-02248,Sensor Module 2248,SUP-0257,"[""LINE-FAC-036-8""]"
PART-02249,Sensor Module 2249,SUP-0172,"[""LINE-FAC-017-3"", ""LINE-FAC-029-2"", ""LINE-FAC-008-8""]"
PART-02250,Coupling 2250,SUP-0375,"[""LINE-FAC-028-4"", ""LINE-FAC-015-2""]"
PART-02251,Actuator 2251,SUP-0964,"[""LINE-FAC-013-6"", ""LINE-FAC-010-8""]"
PART-02252,Wiring Harness 2252,SUP-0177,"[""LINE-FAC-011-4"", ""LINE-FAC-039-2""]"
PART-02253,Sensor Module 2253,SUP-0373,"[""LINE-FAC-002-8"", ""LINE-FAC-030-8""]"
PART-02254,Sensor Module 2254,SUP-0915,"[""LINE-FAC-028-1""]"
PART-02255,Sensor Module 2255,SUP-0880,"[""LINE-FAC-031-7""]"
PART-02256,Wiring Harness 2256,SUP-0400,"[""LINE-FAC-019-2"", ""LINE-FAC-023-1"", ""LINE-FAC-039-1""]"
PART-02257,Bushing 2257,SUP-0570,"[""LINE-FAC-039-1"", ""LINE-FAC-016-6"", ""LINE-FAC-021-7""]"
PART-02258,Bushing 2258,SUP-0547,"[""LINE-FAC-010-5""]"
PART-02259,Valve Body 2259,SUP-0335,"[""LINE-FAC-013-1""]"
PART-02260,Coupling 2260,SUP-0153,"[""LINE-FAC-027-2""]"
PART-02261,Bracket 2261,SUP-0769,"[""LINE-FAC-027-4"", ""LINE-FAC-009-8"", ""LINE-FAC-014-6""]"
PART-02262,Sensor Module 2262,SUP-0579,"[""LINE-FAC-009-2"", ""LINE-FAC-015-7"", ""LINE-FAC-012-4""]"
PART-02263,Bearing Assembly 2263,SUP-0473,"[""LINE-FAC-013-8""]"
PART-02264,Sensor Module 2264,SUP-0877,"[""LINE-FAC-023-1""]"
PART-02265,Sensor Module 2265,SUP-0079,"[""LINE-FAC-002-6""]"
PART-02266,Actuator 2266,SUP-0755,"[""LINE-FAC-007-2"", ""LINE-FAC-040-5""]"
PART-02267,Bracket 2267,SUP-0330,"[""LINE-FAC-005-5"", ""LINE-FAC-030-7"", ""LINE-FAC-003-5""]"
PART-02268,Wiring Harness 2268,SUP-0542,"[""LINE-FAC-020-5"", ""LINE-FAC-007-3"", ""LINE-FAC-002-1""]"
PART-02269,Sensor Module 2269,SUP-0716,"[""LINE-FAC-021-5""]"
PART-02270,Valve Body 2270,SUP-0740,"[""LINE-FAC-004-3"", ""LINE-FAC-018-3""]"
PART-02271,Actuator 2271,SUP-0590,"[""LINE-FAC-016-1"", ""LINE-FAC-026-6"", ""LINE-FAC-017-8""]"
PART-02272,Wiring Harness 2272,SUP-0420,"[""LINE-FAC-035-8"", ""LINE-FAC-014-2"", ""LINE-FAC-004-5""]"
PART-02273,Bushing 2273,SUP-0427,"[""LINE-FAC-022-4"", ""LINE-FAC-009-7"", ""LINE-FAC-032-3""]"
PART-02274,Housing 2274,SUP-0356,"[""LINE-FAC-020-3""]"
PART-02275,Valve Body 2275,SUP-0627,"[""LINE-FAC-031-2""]"
PART-02276,Valve Body 2276,SUP-0761,"[""LINE-FAC-016-1"", ""LINE-FAC-019-5""]"
PART-02277,Bushing 2277,SUP-0829,"[""LINE-FAC-011-7"", ""LINE-FAC-024-1"", ""LINE-FAC-027-8""]"
PART-02278,Valve Body 2278,SUP-0349,"[""LINE-FAC-040-4""]"
PART-02279,Housing 2279,SUP-0077,"[""LINE-FAC-017-6"", ""LINE-FAC-029-1""]"
PART-02280,Coupling 2280,SUP-0188,"[""LINE-FAC-015-8"", ""LINE-FAC-035-6"", ""LINE-FAC-002-3""]"
PART-02281,Bearing Assembly 2281,SUP-0353,"[""LINE-FAC-038-6"", ""LINE-FAC-036-4""]"
PART-02282,Bracket 2282,SUP-0355,"[""LINE-FAC-004-7"", ""LINE-FAC-034-5"", ""LINE-FAC-030-3""]"
PART-02283,Coupling 2283,SUP-0265,"[""LINE-FAC-040-5""]"
PART-02284,Sensor Module 2284,SUP-0888,"[""LINE-FAC-021-7"", ""LINE-FAC-016-4"", ""LINE-FAC-037-6""]"
PART-02285,Actuator 2285,SUP-0206,"[""LINE-FAC-008-8"", ""LINE-FAC-028-2""]"
PART-02286,Valve Body 2286,SUP-0611,"[""LINE-FAC-025-5"", ""LINE-FAC-040-3"", ""LINE-FAC-021-2""]"
PART-02287,Valve Body 2287,SUP-0115,"[""LINE-FAC-039-1"", ""LINE-FAC-031-8"", ""LINE-FAC-020-4""]"
PART-02288,Housing 2288,SUP-0070,"[""LINE-FAC-034-8"", ""LINE-FAC-003-7"", ""LINE-FAC-006-1""]"
PART-02289,Actuator 2289,SUP-0605,"[""LINE-FAC-024-7"", ""LINE-FAC-017-4"", ""LINE-FAC-032-2""]"
PART-02290,Bearing Assembly 2290,SUP-0423,"[""LINE-FAC-029-1""]"
PART-02291,Actuator 2291,SUP-0451,"[""LINE-FAC-027-7""]"
PART-02292,Coupling 2292,SUP-0676,"[""LINE-FAC-031-1"", ""LINE-FAC-029-1"", ""LINE-FAC-021-7""]"
PART-02293,Actuator 2293,SUP-0989,"[""LINE-FAC-009-1""]"
PART-02294,Wiring Harness 2294,SUP-0041,"[""LINE-FAC-002-7"", ""LINE-FAC-015-2""]"
PART-02295,Gasket 2295,SUP-0502,"[""LINE-FAC-030-4"", ""LINE-FAC-001-4""]"
PART-02296,Coupling 2296,SUP-0621,"[""LINE-FAC-036-5"", ""LINE-FAC-010-7"", ""LINE-FAC-022-1""]"
PART-02297,Housing 2297,SUP-0810,"[""LINE-FAC-037-3"", ""LINE-FAC-002-3"", ""LINE-FAC-025-1""]"
PART-02298,Valve Body 2298,SUP-0814,"[""LINE-FAC-025-5"", ""LINE-FAC-007-4""]"
PART-02299,Actuator 2299,SUP-0296,"[""LINE-FAC-011-3""]"
PART-02300,Valve Body 2300,SUP-0483,"[""LINE-FAC-004-7"", ""LINE-FAC-032-7""]"
PART-02301,Bracket 2301,SUP-0505,"[""LINE-FAC-023-6""]"
PART-02302,Gasket 2302,SUP-0435,"[""LINE-FAC-014-6"", ""LINE-FAC-005-5""]"
PART-02303,Gasket 2303,SUP-0747,"[""LINE-FAC-029-5""]"
PART-02304,Bearing Assembly 2304,SUP-0563,"[""LINE-FAC-009-3""]"
PART-02305,Coupling 2305,SUP-0744,"[""LINE-FAC-010-1"", ""LINE-FAC-016-8""]"
PART-02306,Coupling 2306,SUP-0504,"[""LINE-FAC-011-4""]"
PART-02307,Sensor Module 2307,SUP-0373,"[""LINE-FAC-040-4"", ""LINE-FAC-006-2"", ""LINE-FAC-020-5""]"
PART-02308,Coupling 2308,SUP-0279,"[""LINE-FAC-022-6"", ""LINE-FAC-005-7""]"
PART-02309,Wiring Harness 2309,SUP-0933,"[""LINE-FAC-037-5""]"
PART-02310,Gasket 2310,SUP-0057,"[""LINE-FAC-006-7"", ""LINE-FAC-037-3"", ""LINE-FAC-030-3""]"
PART-02311,Actuator 2311,SUP-0555,"[""LINE-FAC-035-4"", ""LINE-FAC-037-3"", ""LINE-FAC-006-5""]"
PART-02312,Bushing 2312,SUP-0121,"[""LINE-FAC-037-6""]"
PART-02313,Housing 2313,SUP-0791,"[""LINE-FAC-011-3"", ""LINE-FAC-019-3""]"
PART-02314,Valve Body 2314,SUP-0454,"[""LINE-FAC-020-3"", ""LINE-FAC-007-1"", ""LINE-FAC-027-8""]"
PART-02315,Wiring Harness 2315,SUP-0237,"[""LINE-FAC-029-7"", ""LINE-FAC-036-2"", ""LINE-FAC-012-1""]"
