signal_id,product_id,store_id,signal_type,trend_percent,detected_at
SIG-05734,PROD-02660,STORE-0303,spike,15.2,2026-06-26
SIG-05735,PROD-02654,STORE-0197,spike,-27.0,2026-06-28
SIG-05736,PROD-04321,STORE-0371,seasonal,60.1,2026-03-14
SIG-05737,PROD-03815,STORE-0112,decline,44.9,2026-01-03
SIG-05738,PROD-01472,STORE-0134,seasonal,64.4,2026-04-15
SIG-05739,PROD-04783,STORE-0253,spike,-28.5,2026-07-22
SIG-05740,PROD-01415,STORE-0460,spike,53.9,2026-01-21
SIG-05741,PROD-01047,STORE-0015,seasonal,4.0,2026-06-04
SIG-05742,PROD-03524,STORE-0072,spike,74.8,2026-07-03
SIG-05743,PROD-00554,STORE-0277,decline,-17.0,2026-07-23
SIG-05744,PROD-01576,STORE-0348,decline,-38.7,2026-04-08
SIG-05745,PROD-00890,STORE-0279,seasonal,67.4,2026-02-22
SIG-05746,PROD-01849,STORE-0199,spike,5.2,2026-04-01
SIG-05747,PROD-03657,STORE-0136,spike,17.7,2026-03-04
SIG-05748,PROD-00124,STORE-0472,spike,-15.8,2026-05-20
SIG-05749,PROD-02597,STORE-0486,spike,43.9,2026-01-22
SIG-05750,PROD-01359,STORE-0052,spike,26.5,2026-04-08
SIG-05751,PROD-04679,STORE-0414,decline,78.1,2026-07-16
SIG-05752,PROD-03889,STORE-0168,decline,54.6,2026-03-18
SIG-05753,PROD-02484,STORE-0423,decline,-25.6,2026-02-05
SIG-05754,PROD-02985,STORE-0131,spike,29.2,2026-07-16
SIG-05755,PROD-01881,STORE-0221,spike,-8.6,2026-07-15
SIG-05756,PROD-01641,STORE-0245,spike,57.0,2026-01-21
SIG-05757,PROD-02754,STORE-0317,decline,-0.8,2026-01-16
SIG-05758,PROD-00043,STORE-0230,decline,12.7,2026-02-08
SIG-05759,PROD-02917,STORE-0403,spike,40.5,2026-05-24
SIG-05760,PROD-02258,STORE-0037,spike,-24.3,2026-08-06
SIG-05761,PROD-02732,STORE-0155,spike,39.7,2026-06-16
SIG-05762,PROD-04583,STORE-0347,decline,-36.8,2026-01-02
SIG-05763,PROD-01081,STORE-0372,seasonal,6.3,2026-06-09
SIG-05764,PROD-01142,STORE-0005,seasonal,-3.9,2026-01-14
SIG-05765,PROD-04429,STORE-0264,seasonal,-20.8,2026-08-17
SIG-05766,PROD-04788,STORE-0081,seasonal,5.4,2026-05-15
SIG-05767,PROD-04890,STORE-0100,seasonal,-3.5,2026-08-25
SIG-05768,PROD-02253,STORE-0463,seasonal,-17.6,2026-07-05
SIG-05769,PROD-03175,STORE-0018,spike,-19.1,2026-06-21
SIG-05770,PROD-04874,STORE-0413,decline,24.6,2026-03-21
SIG-05771,PROD-04964,STORE-0084,decline,2.8,2026-06-12
SIG-05772,PROD-01147,STORE-0484,spike,74.2,2026-03-02
SIG-05773,PROD-01188,STORE-0011,spike,2.1,2026-03-18
SIG-05774,PROD-03239,STORE-0476,spike,-11.4,2026-05-22
SIG-05775,PROD-02647,STORE-0405,spike,-13.3,2026-05-26
SIG-05776,PROD-01434,STORE-0472,spike,-31.5,2026-08-01
SIG-05777,PROD-03251,STORE-0007,spike,55.1,2026-08-18
SIG-05778,PROD-04030,STORE-0063,seasonal,34.5,2026-01-20
SIG-05779,PROD-02134,STORE-0248,spike,3.1,2026-07-06
SIG-05780,PROD-04847,STORE-0010,seasonal,-21.3,2026-06-12
SIG-05781,PROD-03554,STORE-0176,spike,49.0,2026-06-19
SIG-05782,PROD-02104,STORE-0459,seasonal,-13.9,2026-06-18
SIG-05783,PROD-03710,STORE-0146,seasonal,49.4,2026-01-27
SIG-05784,PROD-04201,STORE-0363,decline,73.1,2026-08-06
SIG-05785,PROD-00175,STORE-0386,spike,23.6,2026-07-04
SIG-05786,PROD-04136,STORE-0120,seasonal,2.7,2026-04-27
SIG-05787,PROD-04901,STORE-0435,spike,-0.4,2026-04-28
SIG-05788,PROD-03841,STORE-0045,seasonal,39.1,2026-03-22
SIG-05789,PROD-03453,STORE-0386,spike,74.9,2026-05-11
SIG-05790,PROD-02148,STORE-0437,seasonal,-32.0,2026-08-16
SIG-05791,PROD-04840,STORE-0030,spike,53.3,2026-05-06
SIG-05792,PROD-02132,STORE-0220,spike,-29.1,2026-05-09
SIG-05793,PROD-02727,STORE-0177,decline,17.1,2026-06-25
SIG-05794,PROD-03586,STORE-0272,decline,-6.0,2026-07-17
SIG-05795,PROD-01832,STORE-0398,seasonal,-14.5,2026-02-28
SIG-05796,PROD-04650,STORE-0051,spike,65.9,2026-08-27
SIG-05797,PROD-00891,STORE-0331,spike,52.0,2026-03-12
SIG-05798,PROD-03704,STORE-0142,decline,70.1,2026-08-18
SIG-05799,PROD-00192,STORE-0262,seasonal,77.5,2026-05-12
SIG-05800,PROD-02846,STORE-0087,spike,-16.2,2026-04-25
SIG-05801,PROD-02091,STORE-0412,spike,36.2,2026-04-09
SIG-05802,PROD-04806,STORE-0164,seasonal,8.3,2026-05-11
SIG-05803,PROD-03814,STORE-0320,seasonal,-38.8,2026-04-23
SIG-05804,PROD-00080,STORE-0213,decline,21.3,2026-07-12
SIG-05805,PROD-04268,STORE-0166,seasonal,15.5,2026-06-19
SIG-05806,PROD-00001,STORE-0389,decline,70.2,2026-01-08
SIG-05807,PROD-03856,STORE-0108,decline,74.8,2026-06-08
SIG-05808,PROD-00606,STORE-0230,decline,-5.6,2026-08-20
SIG-05809,PROD-01360,STORE-0222,spike,52.5,2026-03-06
SIG-05810,PROD-02073,STORE-0326,seasonal,6.5,2026-04-03
SIG-05811,PROD-04987,STORE-0032,decline,-23.9,2026-06-11
SIG-05812,PROD-04853,STORE-0071,seasonal,-1.5,2026-08-06
SIG-05813,PROD-04088,STORE-0131,spike,3.2,2026-06-28
SIG-05814,PROD-00784,STORE-0021,spike,-34.3,2026-08-04
SIG-05815,PROD-04978,STORE-0427,decline,76.0,2026-08-25
SIG-05816,PROD-04945,STORE-0439,decline,-20.9,2026-02-16
SIG-05817,PROD-00073,STORE-0332,decline,44.2,2026-07-05
SIG-05818,PROD-03320,STORE-0431,spike,-18.0,2026-02-28
SIG-05819,PROD-03698,STORE-0175,decline,-12.9,2026-08-03
SIG-05820,PROD-04668,STORE-0178,seasonal,53.2,2026-01-14
SIG-05821,PROD-03386,STORE-0104,seasonal,62.5,2026-05-14
SIG-05822,PROD-00602,STORE-0027,spike,54.1,2026-05-19
SIG-05823,PROD-00703,STORE-0087,seasonal,-24.4,2026-07-16
SIG-05824,PROD-01917,STORE-0100,seasonal,8.5,2026-04-23
SIG-05825,PROD-01196,STORE-0050,seasonal,54.4,2026-01-25
SIG-05826,PROD-00478,STORE-0176,decline,78.5,2026-05-08
SIG-05827,PROD-01730,STORE-0228,seasonal,49.3,2026-03-07
SIG-05828,PROD-03200,STORE-0051,decline,43.9,2026-04-10
SIG-05829,PROD-02552,STORE-0062,spike,-38.9,2026-03-02
SIG-05830,PROD-02278,STORE-0137,seasonal,33.4,2026-05-04
SIG-05831,PROD-04895,STORE-0319,seasonal,10.6,2026-01-17
SIG-05832,PROD-01783,STORE-0214,seasonal,39.5,2026-08-05
SIG-05833,PROD-01450,STORE-0027,spike,68.9,2026-07-17
SIG-05834,PROD-01616,STORE-0084,decline,52.5,2026-04-23
SIG-05835,PROD-00473,STORE-0466,seasonal,-30.7,2026-02-21
SIG-05836,PROD-03972,STORE-0449,spike,65.6,2026-07-06
SIG-05837,PROD-04414,STORE-0083,spike,-8.3,2026-06-14
SIG-05838,PROD-03545,STORE-0320,decline,10.6,2026-06-10
SIG-05839,PROD-02268,STORE-0437,spike,-23.3,2026-07-20
SIG-05840,PROD-04029,STORE-0181,spike,34.2,2026-07-25
SIG-05841,PROD-02979,STORE-0163,decline,76.0,2026-06-21
SIG-05842,PROD-00387,STORE-0031,decline,-16.1,2026-08-11
SIG-05843,PROD-03838,STORE-0399,seasonal,39.8,2026-01-08
SIG-05844,PROD-01145,STORE-0106,seasonal,68.4,2026-04-19
SIG-05845,PROD-03593,STORE-0072,seasonal,14.5,2026-03-11
SIG-05846,PROD-03355,STORE-0224,spike,15.1,2026-03-25
SIG-05847,PROD-04030,STORE-0374,decline,-12.7,2026-04-12
SIG-05848,PROD-02884,STORE-0184,spike,60.6,2026-03-11
SIG-05849,PROD-04964,STORE-0338,spike,0.1,2026-02-08
SIG-05850,PROD-04609,STORE-0264,decline,47.7,2026-01-10
SIG-05851,PROD-00965,STORE-0348,spike,51.4,2026-07-19
SIG-05852,PROD-03201,STORE-0373,decline,45.2,2026-06-13
SIG-05853,PROD-02910,STORE-0306,decline,-11.4,2026-04-12
SIG-05854,PROD-04931,STORE-0144,spike,-2.1,2026-06-10
SIG-05855,PROD-00974,STORE-0185,decline,-1.0,2026-05-17
SIG-05856,PROD-03349,STORE-0325,decline,69.3,2026-01-22
SIG-05857,PROD-04064,STORE-0095,seasonal,-6.2,2026-02-26
SIG-05858,PROD-02206,STORE-0435,seasonal,-24.7,2026-02-22
SIG-05859,PROD-01525,STORE-0457,seasonal,17.8,2026-06-17
SIG-05860,PROD-02309,STORE-0310,spike,-5.7,2026-08-16
SIG-05861,PROD-04723,STORE-0142,seasonal,4.4,2026-02-25
SIG-05862,PROD-03690,STORE-0070,decline,36.6,2026-02-18
SIG-05863,PROD-04601,STORE-0268,decline,76.2,2026-05-10
SIG-05864,PROD-01123,STORE-0297,spike,63.0,2026-02-22
SIG-05865,PROD-04578,STORE-0284,decline,-26.5,2026-03-20
SIG-05866,PROD-01284,STORE-0073,decline,-0.4,2026-07-26
SIG-05867,PROD-01920,STORE-0421,spike,15.8,2026-08-26
SIG-05868,PROD-04862,STORE-0409,decline,14.9,2026-08-14
SIG-05869,PROD-01985,STORE-0490,decline,-5.5,2026-02-03
SIG-05870,PROD-02183,STORE-0312,decline,-3.6,2026-06-20
SIG-05871,PROD-02102,STORE-0487,decline,9.5,2026-05-06
SIG-05872,PROD-02048,STORE-0335,spike,70.9,2026-07-14
SIG-05873,PROD-03430,STORE-0332,seasonal,33.4,2026-05-04
SIG-05874,PROD-01009,STORE-0202,spike,21.8,2026-02-10
SIG-05875,PROD-03197,STORE-0109,seasonal,50.7,2026-04-22
SIG-05876,PROD-03443,STORE-0432,spike,14.0,2026-07-02
SIG-05877,PROD-02264,STORE-0304,decline,8.1,2026-08-01
SIG-05878,PROD-04780,STORE-0008,seasonal,-28.7,2026-05-02
SIG-05879,PROD-00708,STORE-0235,spike,48.9,2026-02-12
SIG-05880,PROD-04885,STORE-0099,decline,26.3,2026-03-16
SIG-05881,PROD-00749,STORE-0184,decline,14.5,2026-05-12
SIG-05882,PROD-03288,STORE-0156,decline,13.5,2026-06-26
SIG-05883,PROD-03972,STORE-0188,decline,-25.7,2026-07-21
SIG-05884,PROD-00217,STORE-0007,spike,74.7,2026-02-27
SIG-05885,PROD-01813,STORE-0470,seasonal,-10.9,2026-01-23
SIG-05886,PROD-04124,STORE-0306,spike,28.9,2026-06-05
SIG-05887,PROD-01696,STORE-0459,decline,63.8,2026-06-04
SIG-05888,PROD-04178,STORE-0236,spike,49.4,2026-04-24
SIG-05889,PROD-02517,STORE-0198,decline,53.5,2026-06-28
SIG-05890,PROD-04662,STORE-0061,spike,-16.5,2026-03-14
SIG-05891,PROD-00110,STORE-0118,decline,-9.1,2026-04-15
SIG-05892,PROD-01300,STORE-0294,decline,44.3,2026-08-26
SIG-05893,PROD-04888,STORE-0107,seasonal,71.1,2026-07-13
SIG-05894,PROD-01355,STORE-0453,decline,43.1,2026-01-06
SIG-05895,PROD-02771,STORE-0231,spike,26.7,2026-06-05
SIG-05896,PROD-04899,STORE-0483,seasonal,0.4,2026-01-27
SIG-05897,PROD-01546,STORE-0319,decline,3.2,2026-01-06
SIG-05898,PROD-00525,STORE-0316,decline,22.1,2026-06-22
SIG-05899,PROD-01393,STORE-0182,decline,43.1,2026-01-04
SIG-05900,PROD-00087,STORE-0003,decline,66.5,2026-08-05
SIG-05901,PROD-01346,STORE-0167,seasonal,65.9,2026-08-17
SIG-05902,PROD-03114,STORE-0058,seasonal,57.8,2026-03-23
SIG-05903,PROD-00433,STORE-0387,spike,-23.6,2026-07-08
SIG-05904,PROD-03187,STORE-0303,decline,56.9,2026-07-08
SIG-05905,PROD-00447,STORE-0354,decline,-5.8,2026-03-02
SIG-05906,PROD-02980,STORE-0207,decline,-31.7,2026-04-28
SIG-05907,PROD-04736,STORE-0254,spike,-22.6,2026-05-15
SIG-05908,PROD-00185,STORE-0460,seasonal,25.7,2026-06-28
SIG-05909,PROD-00859,STORE-0111,spike,66.2,2026-05-09
SIG-05910,PROD-04163,STORE-0263,decline,63.6,2026-03-21
SIG-05911,PROD-00800,STORE-0388,seasonal,-0.8,2026-06-08
SIG-05912,PROD-03729,STORE-0376,seasonal,30.6,2026-04-04
SIG-05913,PROD-04990,STORE-0315,decline,-6.5,2026-07-03
SIG-05914,PROD-01354,STORE-0240,seasonal,22.7,2026-02-25
SIG-05915,PROD-02486,STORE-0021,decline,-21.5,2026-04-26
SIG-05916,PROD-02619,STORE-0265,decline,65.5,2026-06-25
SIG-05917,PROD-00115,STORE-0105,decline,11.0,2026-04-06
SIG-05918,PROD-02784,STORE-0174,seasonal,74.3,2026-03-05
SIG-05919,PROD-01875,STORE-0370,seasonal,-3.7,2026-01-22
SIG-05920,PROD-00793,STORE-0290,decline,3.3,2026-01-11
SIG-05921,PROD-01956,STORE-0189,spike,15.9,2026-04-11
SIG-05922,PROD-01898,STORE-0052,spike,11.7,2026-07-18
SIG-05923,PROD-02821,STORE-0040,seasonal,24.6,2026-04-14
SIG-05924,PROD-03656,STORE-0390,spike,-25.9,2026-06-26
SIG-05925,PROD-02892,STORE-0090,seasonal,77.5,2026-04-21
SIG-05926,PROD-02247,STORE-0051,decline,6.7,2026-05-18
SIG-05927,PROD-01281,STORE-0237,decline,35.8,2026-04-22
SIG-05928,PROD-04488,STORE-0313,decline,78.3,2026-02-23
SIG-05929,PROD-01984,STORE-0371,spike,34.6,2026-03-19
SIG-05930,PROD-01005,STORE-0398,spike,-37.6,2026-06-23
SIG-05931,PROD-00572,STORE-0427,decline,-1.8,2026-05-22
SIG-05932,PROD-04935,STORE-0432,decline,11.5,2026-05-20
SIG-05933,PROD-03216,STORE-0389,seasonal,16.8,2026-07-18
SIG-05934,PROD-02949,STORE-0374,decline,-1.2,2026-02-24
SIG-05935,PROD-00753,STORE-0385,seasonal,45.1,2026-04-07
SIG-05936,PROD-01538,STORE-0455,seasonal,-12.7,2026-07-21
SIG-05937,PROD-00901,STORE-0458,spike,56.5,2026-03-04
SIG-05938,PROD-04462,STORE-0392,seasonal,3.7,2026-08-17
SIG-05939,PROD-04157,STORE-0208,seasonal,79.6,2026-02-28
SIG-05940,PROD-02052,STORE-0487,seasonal,9.0,2026-03-13
SIG-05941,PROD-04027,STORE-0112,spike,35.9,2026-07-04
SIG-05942,PROD-03543,STORE-0500,seasonal,5.2,2026-02-28
SIG-05943,PROD-02459,STORE-0121,decline,-32.9,2026-03-21
SIG-05944,PROD-04680,STORE-0215,seasonal,3.7,2026-08-22
SIG-05945,PROD-03212,STORE-0018,seasonal,-8.1,2026-04-03
SIG-05946,PROD-00266,STORE-0213,seasonal,-9.5,2026-08-08
SIG-05947,PROD-02046,STORE-0095,decline,0.7,2026-01-11
SIG-05948,PROD-03381,STORE-0119,spike,-19.9,2026-04-09
SIG-05949,PROD-04227,STORE-0367,seasonal,45.2,2026-04-15
SIG-05950,PROD-03967,STORE-0189,seasonal,36.8,2026-07-06
SIG-05951,PROD-03557,STORE-0168,decline,25.4,2026-06-16
SIG-05952,PROD-03049,STORE-0467,decline,-18.3,2026-06-24
SIG-05953,PROD-01690,STORE-0081,spike,11.5,2026-05-21
SIG-05954,PROD-02678,STORE-0214,decline,1.8,2026-05-09
SIG-05955,PROD-03554,STORE-0003,seasonal,-16.2,2026-01-04
SIG-05956,PROD-00565,STORE-0233,seasonal,-10.7,2026-05-08
SIG-05957,PROD-02986,STORE-0162,spike,38.5,2026-07-13
SIG-05958,PROD-04667,STORE-0466,decline,-4.0,2026-03-16
SIG-05959,PROD-02945,STORE-0295,seasonal,-33.5,2026-04-27
SIG-05960,PROD-00318,STORE-0123,spike,-25.8,2026-05-08
SIG-05961,PROD-01658,STORE-0087,spike,1.3,2026-08-01
SIG-05962,PROD-03073,STORE-0387,spike,-38.3,2026-06-03
SIG-05963,PROD-00740,STORE-0252,decline,17.7,2026-02-12
SIG-05964,PROD-02149,STORE-0411,seasonal,69.2,2026-01-25
SIG-05965,PROD-01060,STORE-0324,spike,-16.8,2026-03-25
SIG-05966,PROD-00128,STORE-0002,spike,-20.6,2026-04-28
SIG-05967,PROD-03777,STORE-0035,decline,44.4,2026-08-18
SIG-05968,PROD-04630,STORE-0277,seasonal,13.1,2026-03-20
SIG-05969,PROD-04035,STORE-0122,seasonal,-34.8,2026-01-17
SIG-05970,PROD-03337,STORE-0336,seasonal,44.0,2026-08-22
SIG-05971,PROD-03356,STORE-0122,seasonal,-29.6,2026-04-25
SIG-05972,PROD-01749,STORE-0416,spike,26.7,2026-04-09
SIG-05973,PROD-01678,STORE-0321,seasonal,-15.7,2026-06-25
SIG-05974,PROD-02374,STORE-0205,seasonal,74.2,2026-04-05
SIG-05975,PROD-03008,STORE-0065,decline,46.8,2026-05-03
SIG-05976,PROD-01853,STORE-0408,decline,59.5,2026-04-02
SIG-05977,PROD-04564,STORE-0266,spike,-39.2,2026-05-18
SIG-05978,PROD-04695,STORE-0384,spike,-35.1,2026-05-14
SIG-05979,PROD-00713,STORE-0188,decline,54.4,2026-01-22
SIG-05980,PROD-01269,STORE-0375,seasonal,16.1,2026-08-09
SIG-05981,PROD-01701,STORE-0320,spike,16.9,2026-08-09
SIG-05982,PROD-01387,STORE-0080,spike,52.1,2026-01-21
SIG-05983,PROD-04407,STORE-0010,seasonal,62.0,2026-06-13
SIG-05984,PROD-02110,STORE-0096,seasonal,45.7,2026-03-09
SIG-05985,PROD-00761,STORE-0423,decline,70.6,2026-08-23
SIG-05986,PROD-01585,STORE-0441,decline,-16.6,2026-04-04
SIG-05987,PROD-00459,STORE-0213,decline,38.6,2026-05-27
SIG-05988,PROD-04878,STORE-0376,seasonal,30.8,2026-03-11
SIG-05989,PROD-02541,STORE-0235,spike,38.4,2026-04-10
SIG-05990,PROD-00178,STORE-0159,seasonal,4.9,2026-01-28
SIG-05991,PROD-00695,STORE-0219,seasonal,55.2,2026-08-11
SIG-05992,PROD-04541,STORE-0263,spike,35.8,2026-03-22
SIG-05993,PROD-04482,STORE-0213,spike,61.4,2026-04-24
SIG-05994,PROD-01717,STORE-0230,seasonal,65.9,2026-01-08
SIG-05995,PROD-03741,STORE-0097,decline,-5.1,2026-02-01
SIG-05996,PROD-01744,STORE-0369,seasonal,37.1,2026-02-01
SIG-05997,PROD-00215,STORE-0463,decline,34.0,2026-07-08
SIG-05998,PROD-02109,STORE-0156,decline,-27.9,2026-02-13
SIG-05999,PROD-03078,STORE-0342,spike,-4.1,2026-02-14
SIG-06000,PROD-02046,STORE-0473,seasonal,32.5,2026-05-08
SIG-06001,PROD-03787,STORE-0123,decline,26.4,2026-04-09
SIG-06002,PROD-02453,STORE-0386,spike,-0.2,2026-04-12
SIG-06003,PROD-02204,STORE-0445,spike,-23.1,2026-06-23
SIG-06004,PROD-00062,STORE-0007,decline,-2.0,2026-06-03
SIG-06005,PROD-01640,STORE-0163,spike,-31.0,2026-05-22
SIG-06006,PROD-01965,STORE-0353,seasonal,-4.1,2026-07-07
SIG-06007,PROD-01200,STORE-0473,spike,48.0,2026-05-25
SIG-06008,PROD-00115,STORE-0372,spike,-29.2,2026-03-12
SIG-06009,PROD-02255,STORE-0033,spike,-23.8,2026-02-16
SIG-06010,PROD-02461,STORE-0168,decline,58.6,2026-05-14
SIG-06011,PROD-00461,STORE-0366,seasonal,9.3,2026-02-26
SIG-06012,PROD-00496,STORE-0393,seasonal,38.3,2026-05-21
SIG-06013,PROD-04148,STORE-0468,seasonal,-31.1,2026-03-08
SIG-06014,PROD-03253,STORE-0014,decline,28.0,2026-07-17
SIG-06015,PROD-01366,STORE-0448,spike,-18.6,2026-05-06
SIG-06016,PROD-03734,STORE-0212,decline,-10.9,2026-04-07
SIG-06017,PROD-01805,STORE-0277,seasonal,39.3,2026-05-05
SIG-06018,PROD-02605,STORE-0316,decline,70.5,2026-08-10
SIG-06019,PROD-01043,STORE-0097,spike,55.3,2026-01-06
SIG-06020,PROD-00069,STORE-0303,decline,73.0,2026-01-22
SIG-06021,PROD-03550,STORE-0293,decline,-19.3,2026-07-22
SIG-06022,PROD-02520,STORE-0195,spike,-18.3,2026-08-08
SIG-06023,PROD-00370,STORE-0021,decline,68.4,2026-06-19
SIG-06024,PROD-00479,STORE-0434,spike,-15.3,2026-02-16
SIG-06025,PROD-02273,STORE-0035,decline,2.0,2026-03-22
SIG-06026,PROD-03290,STORE-0188,spike,79.7,2026-07-20
SIG-06027,PROD-00878,STORE-0326,decline,39.2,2026-07-01
SIG-06028,PROD-03964,STORE-0125,spike,-13.0,2026-01-13
SIG-06029,PROD-02513,STORE-0125,decline,-24.8,2026-03-09
SIG-06030,PROD-02304,STORE-0109,seasonal,-16.8,2026-08-07
SIG-06031,PROD-00860,STORE-0266,spike,20.3,2026-02-02
SIG-06032,PROD-04667,STORE-0428,seasonal,-26.0,2026-03-15
SIG-06033,PROD-00192,STORE-0442,decline,39.5,2026-07-15
SIG-06034,PROD-03517,STORE-0456,seasonal,-4.5,2026-04-03
SIG-06035,PROD-02579,STORE-0082,spike,37.4,2026-08-02
SIG-06036,PROD-02825,STORE-0438,seasonal,19.6,2026-08-25
SIG-06037,PROD-03421,STORE-0347,decline,57.1,2026-02-13
SIG-06038,PROD-03757,STORE-0019,decline,62.3,2026-02-21
SIG-06039,PROD-02235,STORE-0343,decline,55.2,2026-02-18
SIG-06040,PROD-02995,STORE-0167,decline,5.3,2026-05-25
SIG-06041,PROD-03420,STORE-0097,spike,74.5,2026-08-06
SIG-06042,PROD-01552,STORE-0427,decline,-26.7,2026-06-17
SIG-06043,PROD-00465,STORE-0176,decline,66.6,2026-05-10
SIG-06044,PROD-04181,STORE-0087,seasonal,47.1,2026-02-19
SIG-06045,PROD-00303,STORE-0151,seasonal,-17.6,2026-02-03
SIG-06046,PROD-04202,STORE-0181,seasonal,35.1,2026-06-12
SIG-06047,PROD-04358,STORE-0465,decline,63.3,2026-05-10
SIG-06048,PROD-00195,STORE-0375,spike,-24.8,2026-06-04
SIG-06049,PROD-03555,STORE-0075,seasonal,-17.0,2026-01-05
SIG-06050,PROD-00353,STORE-0180,spike,71.7,2026-02-16
SIG-06051,PROD-02244,STORE-0084,decline,-28.3,2026-08-08
SIG-06052,PROD-04221,STORE-0226,decline,45.2,2026-01-08
SIG-06053,PROD-01110,STORE-0403,decline,59.5,2026-08-01
SIG-06054,PROD-00521,STORE-0230,spike,36.5,2026-06-15
SIG-06055,PROD-00374,STORE-0086,spike,-36.1,2026-03-26
SIG-06056,PROD-01367,STORE-0009,decline,-39.2,2026-05-20
SIG-06057,PROD-02151,STORE-0370,spike,-19.7,2026-07-01
SIG-06058,PROD-01551,STORE-0217,spike,-0.6,2026-04-16
SIG-06059,PROD-04491,STORE-0167,spike,61.2,2026-05-03
SIG-06060,PROD-01106,STORE-0235,decline,33.1,2026-07-06
SIG-06061,PROD-03566,STORE-0093,decline,47.6,2026-06-12
SIG-06062,PROD-04504,STORE-0123,seasonal,25.4,2026-01-02
SIG-06063,PROD-02859,STORE-0173,spike,57.8,2026-02-10
SIG-06064,PROD-02407,STORE-0249,seasonal,-19.7,2026-08-06
SIG-06065,PROD-00238,STORE-0172,spike,-3.5,2026-04-17
SIG-06066,PROD-04351,STORE-0162,spike,-2.6,2026-08-03
SIG-06067,PROD-00502,STORE-0301,seasonal,-6.6,2026-02-12
SIG-06068,PROD-03536,STORE-0484,spike,16.3,2026-06-12
SIG-06069,PROD-04145,STORE-0121,decline,16.2,2026-04-23
SIG-06070,PROD-03820,STORE-0089,spike,-9.8,2026-07-21
SIG-06071,PROD-01940,STORE-0465,spike,-25.9,2026-03-23
SIG-06072,PROD-00298,STORE-0316,seasonal,-23.9,2026-02-12
SIG-06073,PROD-01219,STORE-0040,spike,-37.0,2026-07-24
SIG-06074,PROD-02369,STORE-0322,spike,29.9,2026-06-03
SIG-06075,PROD-04586,STORE-0248,spike,-8.4,2026-01-18
SIG-06076,PROD-02507,STORE-0376,decline,47.2,2026-05-25
SIG-06077,PROD-01959,STORE-0153,spike,52.5,2026-06-23
SIG-06078,PROD-03787,STORE-0214,decline,17.8,2026-06-06
SIG-06079,PROD-03272,STORE-0086,spike,-36.1,2026-04-11
SIG-06080,PROD-00643,STORE-0368,spike,-6.2,2026-07-17
SIG-06081,PROD-04927,STORE-0282,spike,63.2,2026-02-02
SIG-06082,PROD-01112,STORE-0290,seasonal,75.4,2026-02-15
SIG-06083,PROD-04885,STORE-0212,decline,37.9,2026-03-05
SIG-06084,PROD-03351,STORE-0092,seasonal,39.8,2026-06-10
SIG-06085,PROD-03993,STORE-0416,spike,-21.4,2026-07-25
SIG-06086,PROD-03267,STORE-0306,seasonal,-25.7,2026-08-20
SIG-06087,PROD-04436,STORE-0166,decline,-5.3,2026-04-18
SIG-06088,PROD-03874,STORE-0047,seasonal,-4.9,2026-08-03
SIG-06089,PROD-01816,STORE-0077,spike,27.9,2026-04-13
SIG-06090,PROD-02847,STORE-0124,seasonal,49.8,2026-01-03
SIG-06091,PROD-03710,STORE-0183,decline,1.2,2026-01-21
SIG-06092,PROD-03560,STORE-0270,seasonal,12.7,2026-05-09
SIG-06093,PROD-03931,STORE-0369,spike,-17.2,2026-02-14
SIG-06094,PROD-01750,STORE-0190,spike,24.6,2026-03-21
SIG-06095,PROD-01046,STORE-0250,seasonal,-9.3,2026-08-27
SIG-06096,PROD-01037,STORE-0207,seasonal,20.5,2026-01-10
SIG-06097,PROD-04685,STORE-0340,seasonal,69.9,2026-04-27
SIG-06098,PROD-03379,STORE-0434,seasonal,-2.9,2026-05-21
SIG-06099,PROD-02862,STORE-0193,spike,74.3,2026-05-16
SIG-06100,PROD-01816,STORE-0174,seasonal,14.0,2026-07-22
SIG-06101,PROD-01923,STORE-0046,spike,7.5,2026-04-13
SIG-06102,PROD-04502,STORE-0458,decline,67.6,2026-01-18
SIG-06103,PROD-00868,STORE-0292,decline,6.3,2026-02-23
SIG-06104,PROD-03144,STORE-0264,seasonal,29.8,2026-08-23
SIG-06105,PROD-01461,STORE-0074,seasonal,-16.5,2026-08-14
SIG-06106,PROD-02014,STORE-0474,decline,4.7,2026-03-06
SIG-06107,PROD-00602,STORE-0100,seasonal,29.8,2026-03-14
SIG-06108,PROD-02360,STORE-0342,seasonal,18.4,2026-04-27
SIG-06109,PROD-01153,STORE-0089,decline,8.0,2026-01-05
SIG-06110,PROD-01710,STORE-0306,decline,-24.0,2026-06-13
SIG-06111,PROD-00122,STORE-0288,decline,68.9,2026-02-12
SIG-06112,PROD-00279,STORE-0464,seasonal,-8.5,2026-02-11
SIG-06113,PROD-04057,STORE-0098,decline,11.4,2026-02-13
SIG-06114,PROD-04778,STORE-0080,seasonal,-34.2,2026-08-18
SIG-06115,PROD-04602,STORE-0017,seasonal,50.3,2026-04-05
SIG-06116,PROD-03618,STORE-0465,decline,52.6,2026-08-07
SIG-06117,PROD-03433,STORE-0030,seasonal,-36.6,2026-02-06
SIG-06118,PROD-02106,STORE-0156,seasonal,5.5,2026-08-12
SIG-06119,PROD-02621,STORE-0303,seasonal,53.7,2026-06-22
SIG-06120,PROD-02343,STORE-0424,seasonal,47.2,2026-04-06
