inventory_id,store_id,product_id,quantity_on_hand,reorder_point
INV-27749,STORE-0392,PROD-03212,184,44
INV-27750,STORE-0098,PROD-04983,132,39
INV-27751,STORE-0373,PROD-02417,178,45
INV-27752,STORE-0329,PROD-02918,151,57
INV-27753,STORE-0039,PROD-02372,10,34
INV-27754,STORE-0258,PROD-03695,121,21
INV-27755,STORE-0438,PROD-04856,43,34
INV-27756,STORE-0369,PROD-03590,179,57
INV-27757,STORE-0362,PROD-01387,55,20
INV-27758,STORE-0180,PROD-01569,90,34
INV-27759,STORE-0090,PROD-00438,183,55
INV-27760,STORE-0282,PROD-03390,80,38
INV-27761,STORE-0105,PROD-00044,144,18
INV-27762,STORE-0361,PROD-02842,39,50
INV-27763,STORE-0189,PROD-04449,77,18
INV-27764,STORE-0106,PROD-03616,164,55
INV-27765,STORE-0311,PROD-03143,91,56
INV-27766,STORE-0291,PROD-01187,178,47
INV-27767,STORE-0347,PROD-03347,33,56
INV-27768,STORE-0187,PROD-04539,155,54
INV-27769,STORE-0283,PROD-01971,145,17
INV-27770,STORE-0036,PROD-01093,35,33
INV-27771,STORE-0494,PROD-01054,57,40
INV-27772,STORE-0214,PROD-04040,61,14
INV-27773,STORE-0280,PROD-04722,142,54
INV-27774,STORE-0447,PROD-04254,80,46
INV-27775,STORE-0132,PROD-03600,14,42
INV-27776,STORE-0448,PROD-03318,71,48
INV-27777,STORE-0465,PROD-00843,114,39
INV-27778,STORE-0332,PROD-02097,52,56
INV-27779,STORE-0470,PROD-01849,44,41
INV-27780,STORE-0029,PROD-01237,195,44
INV-27781,STORE-0155,PROD-00093,84,56
INV-27782,STORE-0458,PROD-00512,22,10
INV-27783,STORE-0020,PROD-01495,87,40
INV-27784,STORE-0269,PROD-03389,67,48
INV-27785,STORE-0498,PROD-04508,176,43
INV-27786,STORE-0356,PROD-01601,93,60
INV-27787,STORE-0205,PROD-04214,122,34
INV-27788,STORE-0387,PROD-04103,33,44
INV-27789,STORE-0007,PROD-04198,45,38
INV-27790,STORE-0037,PROD-00606,57,23
INV-27791,STORE-0380,PROD-01993,84,27
INV-27792,STORE-0055,PROD-03612,127,13
INV-27793,STORE-0400,PROD-03608,99,12
INV-27794,STORE-0367,PROD-01698,174,48
INV-27795,STORE-0206,PROD-00854,102,35
INV-27796,STORE-0474,PROD-02213,51,60
INV-27797,STORE-0475,PROD-01390,21,21
INV-27798,STORE-0418,PROD-01310,36,39
INV-27799,STORE-0275,PROD-02075,60,55
INV-27800,STORE-0487,PROD-04546,22,49
INV-27801,STORE-0210,PROD-02461,107,47
INV-27802,STORE-0434,PROD-04466,173,17
INV-27803,STORE-0287,PROD-02445,33,44
INV-27804,STORE-0475,PROD-02594,145,33
INV-27805,STORE-0406,PROD-02224,76,57
INV-27806,STORE-0458,PROD-02812,146,53
INV-27807,STORE-0300,PROD-00643,190,49
INV-27808,STORE-0085,PROD-02528,114,11
INV-27809,STORE-0316,PROD-03673,141,48
INV-27810,STORE-0258,PROD-00105,47,51
INV-27811,STORE-0003,PROD-02785,96,43
INV-27812,STORE-0182,PROD-01496,177,57
INV-27813,STORE-0319,PROD-03926,125,41
INV-27814,STORE-0230,PROD-00824,181,28
INV-27815,STORE-0056,PROD-02703,91,16
INV-27816,STORE-0323,PROD-02230,81,60
INV-27817,STORE-0265,PROD-03470,142,28
INV-27818,STORE-0134,PROD-00695,50,46
INV-27819,STORE-0261,PROD-04610,89,24
INV-27820,STORE-0133,PROD-02118,72,56
INV-27821,STORE-0488,PROD-04844,157,30
INV-27822,STORE-0329,PROD-03134,123,19
INV-27823,STORE-0244,PROD-02294,189,20
INV-27824,STORE-0224,PROD-03271,161,25
INV-27825,STORE-0099,PROD-02729,197,43
INV-27826,STORE-0051,PROD-03221,113,12
INV-27827,STORE-0303,PROD-03825,72,10
INV-27828,STORE-0277,PROD-03865,170,23
INV-27829,STORE-0104,PROD-02332,26,14
INV-27830,STORE-0427,PROD-04935,45,22
INV-27831,STORE-0137,PROD-00390,173,49
INV-27832,STORE-0294,PROD-01148,85,15
INV-27833,STORE-0438,PROD-02472,64,42
INV-27834,STORE-0141,PROD-00234,21,34
INV-27835,STORE-0415,PROD-03341,187,57
INV-27836,STORE-0369,PROD-04668,167,46
INV-27837,STORE-0132,PROD-00173,119,46
INV-27838,STORE-0153,PROD-01041,38,45
INV-27839,STORE-0074,PROD-03118,91,56
INV-27840,STORE-0077,PROD-04973,192,48
INV-27841,STORE-0316,PROD-02471,155,13
INV-27842,STORE-0086,PROD-01197,144,30
INV-27843,STORE-0309,PROD-01328,197,35
INV-27844,STORE-0074,PROD-03489,137,30
INV-27845,STORE-0122,PROD-01482,134,53
INV-27846,STORE-0061,PROD-00658,196,32
INV-27847,STORE-0223,PROD-03998,154,21
INV-27848,STORE-0297,PROD-04766,57,10
INV-27849,STORE-0009,PROD-00841,106,58
INV-27850,STORE-0076,PROD-00956,152,47
INV-27851,STORE-0157,PROD-00635,116,22
INV-27852,STORE-0092,PROD-04416,98,42
INV-27853,STORE-0351,PROD-02237,131,16
INV-27854,STORE-0443,PROD-00730,10,13
INV-27855,STORE-0405,PROD-01414,176,54
INV-27856,STORE-0435,PROD-04022,90,41
INV-27857,STORE-0311,PROD-02329,77,56
INV-27858,STORE-0194,PROD-03761,152,16
INV-27859,STORE-0238,PROD-00588,111,26
INV-27860,STORE-0108,PROD-03780,191,17
INV-27861,STORE-0202,PROD-01225,157,26
INV-27862,STORE-0332,PROD-04948,107,39
INV-27863,STORE-0054,PROD-02219,26,32
INV-27864,STORE-0009,PROD-03504,58,29
INV-27865,STORE-0445,PROD-01436,117,51
INV-27866,STORE-0069,PROD-03640,61,51
INV-27867,STORE-0384,PROD-01213,199,57
INV-27868,STORE-0268,PROD-00616,8,19
INV-27869,STORE-0086,PROD-03960,96,55
INV-27870,STORE-0180,PROD-04761,126,40
INV-27871,STORE-0442,PROD-03926,169,10
INV-27872,STORE-0123,PROD-04635,182,48
INV-27873,STORE-0036,PROD-02471,144,12
INV-27874,STORE-0266,PROD-03547,55,26
INV-27875,STORE-0261,PROD-02621,152,42
INV-27876,STORE-0074,PROD-03214,85,44
INV-27877,STORE-0323,PROD-01405,177,26
INV-27878,STORE-0299,PROD-03327,132,21
INV-27879,STORE-0330,PROD-03177,103,46
INV-27880,STORE-0073,PROD-00594,65,45
INV-27881,STORE-0356,PROD-04429,197,29
INV-27882,STORE-0211,PROD-00499,14,51
INV-27883,STORE-0384,PROD-04811,167,59
INV-27884,STORE-0150,PROD-03362,72,47
INV-27885,STORE-0344,PROD-03311,87,18
INV-27886,STORE-0342,PROD-04012,115,13
INV-27887,STORE-0095,PROD-04289,119,55
INV-27888,STORE-0079,PROD-03682,146,55
INV-27889,STORE-0128,PROD-04987,58,48
INV-27890,STORE-0296,PROD-01847,157,30
INV-27891,STORE-0078,PROD-02106,108,60
INV-27892,STORE-0293,PROD-00074,53,40
INV-27893,STORE-0028,PROD-04404,127,43
INV-27894,STORE-0028,PROD-04278,15,11
INV-27895,STORE-0157,PROD-03577,6,49
INV-27896,STORE-0196,PROD-02453,71,22
INV-27897,STORE-0448,PROD-02684,1,32
INV-27898,STORE-0105,PROD-01859,159,60
INV-27899,STORE-0495,PROD-02796,41,25
INV-27900,STORE-0422,PROD-01963,51,38
INV-27901,STORE-0356,PROD-03682,119,29
INV-27902,STORE-0019,PROD-04669,143,14
INV-27903,STORE-0195,PROD-01753,188,26
INV-27904,STORE-0147,PROD-03621,155,25
INV-27905,STORE-0457,PROD-01997,123,11
INV-27906,STORE-0077,PROD-01810,31,39
INV-27907,STORE-0080,PROD-04516,10,28
INV-27908,STORE-0360,PROD-02521,17,19
INV-27909,STORE-0046,PROD-00199,198,25
INV-27910,STORE-0393,PROD-00763,146,18
INV-27911,STORE-0043,PROD-04593,70,20
INV-27912,STORE-0466,PROD-01906,70,21
INV-27913,STORE-0494,PROD-00495,79,52
INV-27914,STORE-0316,PROD-03040,93,56
INV-27915,STORE-0118,PROD-01152,178,43
INV-27916,STORE-0181,PROD-03231,61,10
INV-27917,STORE-0028,PROD-01663,97,60
INV-27918,STORE-0364,PROD-02706,12,37
INV-27919,STORE-0402,PROD-03461,122,14
INV-27920,STORE-0148,PROD-02636,82,54
INV-27921,STORE-0361,PROD-01228,21,15
INV-27922,STORE-0109,PROD-00108,57,44
INV-27923,STORE-0478,PROD-03456,11,38
INV-27924,STORE-0113,PROD-04511,141,53
INV-27925,STORE-0425,PROD-03131,41,51
INV-27926,STORE-0210,PROD-03244,186,30
INV-27927,STORE-0228,PROD-04232,30,56
INV-27928,STORE-0113,PROD-02242,104,39
INV-27929,STORE-0315,PROD-01131,172,40
INV-27930,STORE-0386,PROD-04884,135,27
INV-27931,STORE-0003,PROD-00310,4,26
INV-27932,STORE-0097,PROD-04594,142,52
INV-27933,STORE-0474,PROD-03637,145,47
INV-27934,STORE-0381,PROD-03024,86,19
INV-27935,STORE-0416,PROD-01954,102,46
INV-27936,STORE-0084,PROD-01470,4,17
INV-27937,STORE-0288,PROD-00924,161,37
INV-27938,STORE-0327,PROD-04158,192,36
INV-27939,STORE-0174,PROD-02011,149,52
INV-27940,STORE-0420,PROD-00185,150,58
INV-27941,STORE-0275,PROD-02546,88,20
INV-27942,STORE-0424,PROD-02587,19,23
INV-27943,STORE-0294,PROD-03719,56,58
INV-27944,STORE-0278,PROD-02810,177,36
INV-27945,STORE-0244,PROD-00295,174,60
INV-27946,STORE-0238,PROD-04041,182,19
INV-27947,STORE-0224,PROD-00093,16,24
INV-27948,STORE-0426,PROD-03437,73,45
INV-27949,STORE-0381,PROD-01156,26,24
INV-27950,STORE-0085,PROD-01348,65,27
INV-27951,STORE-0069,PROD-03916,120,42
INV-27952,STORE-0019,PROD-01728,14,22
INV-27953,STORE-0392,PROD-04636,42,46
INV-27954,STORE-0054,PROD-03526,139,35
INV-27955,STORE-0012,PROD-03464,135,14
INV-27956,STORE-0451,PROD-03875,24,30
INV-27957,STORE-0016,PROD-03082,89,42
INV-27958,STORE-0473,PROD-04551,64,55
INV-27959,STORE-0451,PROD-04643,64,51
INV-27960,STORE-0087,PROD-02591,151,50
INV-27961,STORE-0212,PROD-01799,180,27
INV-27962,STORE-0108,PROD-02625,187,18
INV-27963,STORE-0273,PROD-01579,76,22
INV-27964,STORE-0123,PROD-00989,138,14
INV-27965,STORE-0122,PROD-01309,53,38
INV-27966,STORE-0336,PROD-02179,10,42
INV-27967,STORE-0246,PROD-04986,135,30
INV-27968,STORE-0182,PROD-04442,14,31
INV-27969,STORE-0091,PROD-00786,36,36
INV-27970,STORE-0249,PROD-04381,79,23
INV-27971,STORE-0278,PROD-03643,55,39
INV-27972,STORE-0355,PROD-03371,54,33
INV-27973,STORE-0430,PROD-04750,165,52
INV-27974,STORE-0141,PROD-00356,91,37
INV-27975,STORE-0268,PROD-01240,175,21
INV-27976,STORE-0271,PROD-02669,52,48
INV-27977,STORE-0269,PROD-04578,119,59
INV-27978,STORE-0037,PROD-01477,70,21
INV-27979,STORE-0109,PROD-00392,41,47
INV-27980,STORE-0387,PROD-04792,99,18
INV-27981,STORE-0417,PROD-04716,103,18
INV-27982,STORE-0368,PROD-02709,174,54
INV-27983,STORE-0244,PROD-01597,102,55
INV-27984,STORE-0315,PROD-00147,189,58
INV-27985,STORE-0376,PROD-02032,63,60
INV-27986,STORE-0440,PROD-03182,175,51
INV-27987,STORE-0437,PROD-02983,195,55
INV-27988,STORE-0149,PROD-04930,150,16
INV-27989,STORE-0226,PROD-02035,9,18
INV-27990,STORE-0494,PROD-02251,93,36
INV-27991,STORE-0100,PROD-00546,131,55
INV-27992,STORE-0045,PROD-00538,63,25
INV-27993,STORE-0494,PROD-02232,74,51
INV-27994,STORE-0335,PROD-01104,28,23
INV-27995,STORE-0340,PROD-02005,8,23
INV-27996,STORE-0098,PROD-04036,167,60
INV-27997,STORE-0462,PROD-02111,105,41
INV-27998,STORE-0282,PROD-02073,192,17
INV-27999,STORE-0485,PROD-03069,52,58
INV-28000,STORE-0153,PROD-00046,25,44
INV-28001,STORE-0493,PROD-00143,101,30
INV-28002,STORE-0103,PROD-00330,165,19
INV-28003,STORE-0179,PROD-04266,180,55
INV-28004,STORE-0163,PROD-03065,11,46
INV-28005,STORE-0384,PROD-00173,16,48
INV-28006,STORE-0334,PROD-03245,90,18
INV-28007,STORE-0491,PROD-04996,175,21
INV-28008,STORE-0212,PROD-03997,19,39
INV-28009,STORE-0082,PROD-03195,155,27
INV-28010,STORE-0324,PROD-03609,3,54
INV-28011,STORE-0131,PROD-02582,147,15
INV-28012,STORE-0168,PROD-04529,190,53
INV-28013,STORE-0087,PROD-03535,19,52
INV-28014,STORE-0097,PROD-03525,43,30
INV-28015,STORE-0275,PROD-02123,106,12
INV-28016,STORE-0246,PROD-03726,73,23
INV-28017,STORE-0292,PROD-04033,150,54
INV-28018,STORE-0140,PROD-02436,158,43
INV-28019,STORE-0393,PROD-04231,79,40
INV-28020,STORE-0178,PROD-03074,83,19
INV-28021,STORE-0315,PROD-04154,200,60
INV-28022,STORE-0119,PROD-02563,196,25
INV-28023,STORE-0326,PROD-01848,179,42
INV-28024,STORE-0149,PROD-02152,162,32
INV-28025,STORE-0430,PROD-02163,53,48
INV-28026,STORE-0168,PROD-04904,39,43
INV-28027,STORE-0440,PROD-04548,2,48
INV-28028,STORE-0151,PROD-04426,26,24
INV-28029,STORE-0422,PROD-03169,12,56
INV-28030,STORE-0040,PROD-02840,90,31
INV-28031,STORE-0393,PROD-00831,48,30
INV-28032,STORE-0081,PROD-02477,85,60
INV-28033,STORE-0316,PROD-00629,175,33
INV-28034,STORE-0125,PROD-03037,191,39
INV-28035,STORE-0119,PROD-03801,116,30
INV-28036,STORE-0374,PROD-03092,168,58
INV-28037,STORE-0166,PROD-04202,38,51
INV-28038,STORE-0256,PROD-02051,108,51
INV-28039,STORE-0093,PROD-02161,130,20
INV-28040,STORE-0195,PROD-04544,187,31
INV-28041,STORE-0427,PROD-03968,49,57
INV-28042,STORE-0091,PROD-00439,86,12
INV-28043,STORE-0250,PROD-03028,122,50
INV-28044,STORE-0323,PROD-03395,58,30
INV-28045,STORE-0002,PROD-00589,114,34
INV-28046,STORE-0142,PROD-04323,38,30
INV-28047,STORE-0207,PROD-01264,76,26
INV-28048,STORE-0187,PROD-04129,131,17
INV-28049,STORE-0320,PROD-03975,191,37
INV-28050,STORE-0419,PROD-02099,130,52
INV-28051,STORE-0137,PROD-03013,173,43
INV-28052,STORE-0348,PROD-01921,74,33
INV-28053,STORE-0355,PROD-00371,159,38
INV-28054,STORE-0146,PROD-02982,41,60
INV-28055,STORE-0068,PROD-01614,148,35
INV-28056,STORE-0254,PROD-01519,198,30
INV-28057,STORE-0348,PROD-02244,65,58
INV-28058,STORE-0210,PROD-02013,23,29
INV-28059,STORE-0067,PROD-01124,62,32
INV-28060,STORE-0398,PROD-03719,14,31
INV-28061,STORE-0377,PROD-04436,49,19
INV-28062,STORE-0189,PROD-01485,113,28
INV-28063,STORE-0149,PROD-01343,153,56
INV-28064,STORE-0104,PROD-04006,7,54
INV-28065,STORE-0252,PROD-02202,43,17
INV-28066,STORE-0388,PROD-00423,105,15
INV-28067,STORE-0460,PROD-01851,135,37
INV-28068,STORE-0414,PROD-00253,179,37
INV-28069,STORE-0474,PROD-03030,85,36
INV-28070,STORE-0065,PROD-03090,139,10
INV-28071,STORE-0286,PROD-00515,60,58
INV-28072,STORE-0288,PROD-04605,140,56
INV-28073,STORE-0075,PROD-01746,77,45
INV-28074,STORE-0273,PROD-04962,80,47
INV-28075,STORE-0452,PROD-01069,200,41
INV-28076,STORE-0399,PROD-00025,136,54
INV-28077,STORE-0227,PROD-00893,136,48
INV-28078,STORE-0012,PROD-02970,53,30
INV-28079,STORE-0133,PROD-01195,83,26
INV-28080,STORE-0478,PROD-01568,116,27
INV-28081,STORE-0420,PROD-03663,25,11
INV-28082,STORE-0152,PROD-00524,8,20
INV-28083,STORE-0290,PROD-02689,26,45
INV-28084,STORE-0290,PROD-04876,26,37
INV-28085,STORE-0350,PROD-03143,168,12
INV-28086,STORE-0394,PROD-01768,98,33
INV-28087,STORE-0209,PROD-02967,151,28
INV-28088,STORE-0306,PROD-00318,66,19
INV-28089,STORE-0126,PROD-03508,172,46
INV-28090,STORE-0405,PROD-04227,65,38
INV-28091,STORE-0367,PROD-02859,118,20
INV-28092,STORE-0324,PROD-02023,196,14
INV-28093,STORE-0249,PROD-04503,70,52
INV-28094,STORE-0108,PROD-02847,44,35
INV-28095,STORE-0170,PROD-01663,67,18
INV-28096,STORE-0123,PROD-03651,22,15
INV-28097,STORE-0306,PROD-02665,107,14
INV-28098,STORE-0404,PROD-01661,4,11
INV-28099,STORE-0388,PROD-04433,159,37
INV-28100,STORE-0129,PROD-01080,48,42
INV-28101,STORE-0184,PROD-04789,161,50
INV-28102,STORE-0323,PROD-03550,167,26
INV-28103,STORE-0227,PROD-00818,161,16
INV-28104,STORE-0126,PROD-02406,157,37
INV-28105,STORE-0110,PROD-01601,63,49
INV-28106,STORE-0453,PROD-03404,69,22
INV-28107,STORE-0307,PROD-00927,75,44
INV-28108,STORE-0053,PROD-01630,161,24
INV-28109,STORE-0453,PROD-04541,136,23
INV-28110,STORE-0339,PROD-00976,140,26
INV-28111,STORE-0006,PROD-02690,170,25
INV-28112,STORE-0452,PROD-01256,34,26
INV-28113,STORE-0189,PROD-01733,44,54
INV-28114,STORE-0272,PROD-01086,151,55
INV-28115,STORE-0334,PROD-01678,167,22
INV-28116,STORE-0114,PROD-00398,199,55
INV-28117,STORE-0302,PROD-01156,87,53
INV-28118,STORE-0497,PROD-02686,60,40
INV-28119,STORE-0114,PROD-03245,25,17
INV-28120,STORE-0388,PROD-01570,145,16
INV-28121,STORE-0357,PROD-02665,142,24
INV-28122,STORE-0108,PROD-04709,46,36
INV-28123,STORE-0437,PROD-01219,6,43
INV-28124,STORE-0284,PROD-00096,29,52
INV-28125,STORE-0285,PROD-04683,151,19
INV-28126,STORE-0253,PROD-02926,61,57
INV-28127,STORE-0302,PROD-00981,90,14
INV-28128,STORE-0386,PROD-03087,56,57
INV-28129,STORE-0427,PROD-03556,155,40
INV-28130,STORE-0090,PROD-03163,169,32
INV-28131,STORE-0304,PROD-03450,14,18
INV-28132,STORE-0449,PROD-04685,82,59
INV-28133,STORE-0302,PROD-04671,182,18
INV-28134,STORE-0474,PROD-04395,29,16
INV-28135,STORE-0486,PROD-01336,163,31
INV-28136,STORE-0334,PROD-01764,69,20
INV-28137,STORE-0262,PROD-00715,96,23
INV-28138,STORE-0212,PROD-03543,37,32
INV-28139,STORE-0334,PROD-03425,22,35
INV-28140,STORE-0360,PROD-03850,81,44
INV-28141,STORE-0241,PROD-01961,56,21
INV-28142,STORE-0412,PROD-02972,85,26
INV-28143,STORE-0059,PROD-02770,14,38
INV-28144,STORE-0416,PROD-00758,56,56
INV-28145,STORE-0048,PROD-02136,58,40
INV-28146,STORE-0282,PROD-00425,114,38
INV-28147,STORE-0478,PROD-03963,43,40
INV-28148,STORE-0147,PROD-01772,121,56
INV-28149,STORE-0283,PROD-00106,186,22
INV-28150,STORE-0424,PROD-01055,197,33
INV-28151,STORE-0483,PROD-04116,152,32
INV-28152,STORE-0175,PROD-03327,87,56
INV-28153,STORE-0123,PROD-02780,130,21
INV-28154,STORE-0007,PROD-02175,127,25
INV-28155,STORE-0432,PROD-02992,111,38
INV-28156,STORE-0215,PROD-01388,22,24
INV-28157,STORE-0050,PROD-02598,14,38
INV-28158,STORE-0468,PROD-00570,90,22
INV-28159,STORE-0408,PROD-02354,26,17
INV-28160,STORE-0498,PROD-03749,121,53
INV-28161,STORE-0294,PROD-02638,166,12
INV-28162,STORE-0365,PROD-00993,166,14
INV-28163,STORE-0495,PROD-04703,43,25
INV-28164,STORE-0156,PROD-04416,4,33
INV-28165,STORE-0253,PROD-00847,67,54
INV-28166,STORE-0311,PROD-04054,118,54
INV-28167,STORE-0334,PROD-03076,97,22
INV-28168,STORE-0007,PROD-01353,57,51
INV-28169,STORE-0366,PROD-03977,172,24
INV-28170,STORE-0389,PROD-00984,38,51
INV-28171,STORE-0397,PROD-03322,32,55
INV-28172,STORE-0166,PROD-03609,39,49
INV-28173,STORE-0153,PROD-03643,46,42
INV-28174,STORE-0035,PROD-02348,180,48
INV-28175,STORE-0475,PROD-04363,25,33
INV-28176,STORE-0205,PROD-02775,153,42
INV-28177,STORE-0305,PROD-03142,86,39
INV-28178,STORE-0037,PROD-01496,103,16
INV-28179,STORE-0451,PROD-04917,192,19
INV-28180,STORE-0299,PROD-01211,102,29
INV-28181,STORE-0151,PROD-01342,121,46
INV-28182,STORE-0444,PROD-00126,123,47
INV-28183,STORE-0342,PROD-00530,49,41
INV-28184,STORE-0125,PROD-03588,145,47
INV-28185,STORE-0478,PROD-02356,46,14
INV-28186,STORE-0014,PROD-03434,133,21
INV-28187,STORE-0166,PROD-01165,68,51
INV-28188,STORE-0454,PROD-04637,140,58
INV-28189,STORE-0349,PROD-04896,101,49
INV-28190,STORE-0220,PROD-01630,184,12
INV-28191,STORE-0317,PROD-03025,129,42
INV-28192,STORE-0354,PROD-03411,137,30
INV-28193,STORE-0391,PROD-04472,186,31
INV-28194,STORE-0164,PROD-00189,69,14
INV-28195,STORE-0395,PROD-01944,54,14
INV-28196,STORE-0499,PROD-04840,112,51
INV-28197,STORE-0046,PROD-03421,41,29
INV-28198,STORE-0087,PROD-02677,52,24
INV-28199,STORE-0055,PROD-02444,65,45
INV-28200,STORE-0188,PROD-03008,24,49
INV-28201,STORE-0184,PROD-04407,117,44
INV-28202,STORE-0240,PROD-00412,119,15
INV-28203,STORE-0190,PROD-00425,174,37
INV-28204,STORE-0481,PROD-04091,76,17
INV-28205,STORE-0288,PROD-01551,19,36
INV-28206,STORE-0233,PROD-03279,17,56
INV-28207,STORE-0286,PROD-04704,7,30
INV-28208,STORE-0377,PROD-03603,196,34
INV-28209,STORE-0468,PROD-03234,141,33
INV-28210,STORE-0371,PROD-03729,173,19
INV-28211,STORE-0046,PROD-01997,164,27
INV-28212,STORE-0137,PROD-01653,109,48
INV-28213,STORE-0152,PROD-00311,40,14
INV-28214,STORE-0450,PROD-02772,3,22
INV-28215,STORE-0220,PROD-02189,1,12
INV-28216,STORE-0286,PROD-02042,129,32
INV-28217,STORE-0403,PROD-02109,190,38
INV-28218,STORE-0173,PROD-04998,43,27
INV-28219,STORE-0382,PROD-00510,85,48
INV-28220,STORE-0131,PROD-00032,94,36
INV-28221,STORE-0080,PROD-02974,108,45
INV-28222,STORE-0076,PROD-01038,117,25
INV-28223,STORE-0333,PROD-03975,130,39
INV-28224,STORE-0416,PROD-01548,9,24
INV-28225,STORE-0428,PROD-00159,80,42
INV-28226,STORE-0252,PROD-04396,36,54
INV-28227,STORE-0497,PROD-03562,34,32
INV-28228,STORE-0168,PROD-00742,182,18
INV-28229,STORE-0424,PROD-03841,118,13
INV-28230,STORE-0417,PROD-00777,195,19
INV-28231,STORE-0025,PROD-04680,68,52
INV-28232,STORE-0041,PROD-04423,114,17
INV-28233,STORE-0484,PROD-00714,78,46
INV-28234,STORE-0445,PROD-00596,191,20
INV-28235,STORE-0199,PROD-00744,194,55
INV-28236,STORE-0173,PROD-00873,17,13
INV-28237,STORE-0153,PROD-04175,114,26
INV-28238,STORE-0302,PROD-04852,72,43
INV-28239,STORE-0134,PROD-00034,141,53
INV-28240,STORE-0274,PROD-00199,95,44
INV-28241,STORE-0203,PROD-00581,187,20
INV-28242,STORE-0468,PROD-02760,198,53
INV-28243,STORE-0273,PROD-03945,83,55
INV-28244,STORE-0268,PROD-04502,128,17
INV-28245,STORE-0471,PROD-04153,73,36
INV-28246,STORE-0430,PROD-04622,147,11
INV-28247,STORE-0323,PROD-03846,174,24
INV-28248,STORE-0082,PROD-01268,69,22
INV-28249,STORE-0398,PROD-04698,200,60
INV-28250,STORE-0249,PROD-04078,99,38
INV-28251,STORE-0467,PROD-03746,55,48
INV-28252,STORE-0374,PROD-03548,131,48
INV-28253,STORE-0219,PROD-02880,27,22
INV-28254,STORE-0360,PROD-00899,39,35
INV-28255,STORE-0230,PROD-03043,80,24
INV-28256,STORE-0434,PROD-04636,59,38
INV-28257,STORE-0192,PROD-03353,16,23
INV-28258,STORE-0171,PROD-03826,199,47
INV-28259,STORE-0422,PROD-04697,129,10
INV-28260,STORE-0341,PROD-00438,2,58
INV-28261,STORE-0128,PROD-04464,101,28
INV-28262,STORE-0283,PROD-01876,79,34
INV-28263,STORE-0260,PROD-00979,36,38
INV-28264,STORE-0159,PROD-00741,9,28
INV-28265,STORE-0292,PROD-04086,25,21
INV-28266,STORE-0330,PROD-04862,8,50
INV-28267,STORE-0267,PROD-03519,15,36
INV-28268,STORE-0477,PROD-04723,194,40
INV-28269,STORE-0489,PROD-01198,79,27
INV-28270,STORE-0373,PROD-03054,169,35
INV-28271,STORE-0100,PROD-01591,25,15
INV-28272,STORE-0119,PROD-03434,127,34
INV-28273,STORE-0399,PROD-01844,168,42
INV-28274,STORE-0207,PROD-00118,162,16
INV-28275,STORE-0262,PROD-04510,185,22
INV-28276,STORE-0065,PROD-03501,144,53
INV-28277,STORE-0199,PROD-03301,193,29
INV-28278,STORE-0224,PROD-03586,43,22
INV-28279,STORE-0139,PROD-02525,24,43
INV-28280,STORE-0245,PROD-03935,158,15
INV-28281,STORE-0162,PROD-02852,103,34
INV-28282,STORE-0059,PROD-02946,189,31
INV-28283,STORE-0005,PROD-03285,143,10
INV-28284,STORE-0365,PROD-01780,15,38
INV-28285,STORE-0105,PROD-04718,144,11
INV-28286,STORE-0488,PROD-02660,23,21
INV-28287,STORE-0394,PROD-00332,118,58
INV-28288,STORE-0470,PROD-02179,60,30
INV-28289,STORE-0204,PROD-01761,165,23
INV-28290,STORE-0049,PROD-01336,70,14
INV-28291,STORE-0302,PROD-00926,80,41
INV-28292,STORE-0001,PROD-02366,101,39
INV-28293,STORE-0366,PROD-01669,133,19
INV-28294,STORE-0097,PROD-01801,192,22
INV-28295,STORE-0444,PROD-00064,177,42
INV-28296,STORE-0468,PROD-02544,119,25
INV-28297,STORE-0078,PROD-02195,82,22
INV-28298,STORE-0271,PROD-00563,167,53
INV-28299,STORE-0119,PROD-03369,107,47
INV-28300,STORE-0005,PROD-02943,135,35
INV-28301,STORE-0063,PROD-03291,195,52
INV-28302,STORE-0329,PROD-04885,74,16
INV-28303,STORE-0494,PROD-04016,181,54
INV-28304,STORE-0237,PROD-00402,191,44
INV-28305,STORE-0479,PROD-04903,143,18
INV-28306,STORE-0140,PROD-04574,149,28
INV-28307,STORE-0090,PROD-00436,162,42
INV-28308,STORE-0218,PROD-01272,109,59
INV-28309,STORE-0434,PROD-01713,139,32
INV-28310,STORE-0472,PROD-02788,187,32
INV-28311,STORE-0426,PROD-03948,104,24
INV-28312,STORE-0178,PROD-03679,4,29
INV-28313,STORE-0190,PROD-01989,9,41
INV-28314,STORE-0469,PROD-01244,44,59
INV-28315,STORE-0131,PROD-04567,176,20
INV-28316,STORE-0479,PROD-04100,124,12
INV-28317,STORE-0150,PROD-03083,124,31
INV-28318,STORE-0033,PROD-01232,173,52
INV-28319,STORE-0373,PROD-04960,41,49
INV-28320,STORE-0352,PROD-03083,153,50
INV-28321,STORE-0383,PROD-03166,78,29
INV-28322,STORE-0227,PROD-04966,0,52
INV-28323,STORE-0457,PROD-00488,53,24
INV-28324,STORE-0410,PROD-03348,98,17
INV-28325,STORE-0300,PROD-02051,103,18
INV-28326,STORE-0491,PROD-03370,108,32
INV-28327,STORE-0489,PROD-00931,59,23
INV-28328,STORE-0342,PROD-01031,19,20
INV-28329,STORE-0129,PROD-03889,14,21
INV-28330,STORE-0176,PROD-00474,36,59
