account_id,customer_id,account_type,opened_at
ACC-03259,CUST-02498,checking,2024-11-02
ACC-03260,CUST-04135,checking,2024-08-01
ACC-03261,CUST-04699,credit_card,2024-06-24
ACC-03262,CUST-00813,credit_card,2024-08-28
ACC-03263,CUST-03169,credit_card,2024-09-16
ACC-03264,CUST-03546,checking,2024-04-15
ACC-03265,CUST-02156,credit_card,2024-05-25
ACC-03266,CUST-00183,checking,2024-04-04
ACC-03267,CUST-02701,credit_card,2024-11-01
ACC-03268,CUST-01275,checking,2024-05-19
ACC-03269,CUST-01772,savings,2024-02-17
ACC-03270,CUST-00062,savings,2024-12-16
ACC-03271,CUST-03224,savings,2024-11-11
ACC-03272,CUST-02505,credit_card,2024-07-24
ACC-03273,CUST-00984,checking,2024-02-25
ACC-03274,CUST-01677,checking,2024-01-02
ACC-03275,CUST-00523,savings,2024-05-13
ACC-03276,CUST-01059,credit_card,2024-08-19
ACC-03277,CUST-03597,checking,2024-10-20
ACC-03278,CUST-02584,savings,2024-03-20
ACC-03279,CUST-03774,savings,2024-11-16
ACC-03280,CUST-02190,checking,2024-06-19
ACC-03281,CUST-00825,savings,2024-11-09
ACC-03282,CUST-00511,savings,2024-05-24
ACC-03283,CUST-02903,credit_card,2024-05-04
ACC-03284,CUST-03013,credit_card,2024-06-06
ACC-03285,CUST-00207,checking,2024-04-08
ACC-03286,CUST-04732,savings,2024-02-11
ACC-03287,CUST-01964,credit_card,2024-11-25
ACC-03288,CUST-04102,checking,2024-07-04
ACC-03289,CUST-00427,credit_card,2024-02-26
ACC-03290,CUST-04711,credit_card,2024-10-28
ACC-03291,CUST-04965,checking,2024-03-02
ACC-03292,CUST-02561,credit_card,2024-12-03
ACC-03293,CUST-03773,credit_card,2024-10-07
ACC-03294,CUST-01114,credit_card,2024-12-09
ACC-03295,CUST-01865,savings,2024-08-07
ACC-03296,CUST-01233,credit_card,2024-03-10
ACC-03297,CUST-04870,checking,2024-12-07
ACC-03298,CUST-03985,credit_card,2024-03-05
ACC-03299,CUST-03211,savings,2024-12-01
ACC-03300,CUST-04971,savings,2024-12-01
ACC-03301,CUST-00923,credit_card,2024-12-04
ACC-03302,CUST-04449,savings,2024-09-17
ACC-03303,CUST-02643,savings,2024-06-22
ACC-03304,CUST-00642,credit_card,2024-02-13
ACC-03305,CUST-00237,savings,2024-08-10
ACC-03306,CUST-00953,savings,2024-07-11
ACC-03307,CUST-03199,checking,2024-12-22
ACC-03308,CUST-02264,savings,2024-10-12
ACC-03309,CUST-03419,credit_card,2024-04-11
ACC-03310,CUST-04916,savings,2024-10-13
ACC-03311,CUST-01468,checking,2024-09-12
ACC-03312,CUST-04351,checking,2024-08-04
ACC-03313,CUST-00372,savings,2024-06-10
ACC-03314,CUST-03660,credit_card,2024-08-11
ACC-03315,CUST-02457,checking,2024-08-27
ACC-03316,CUST-01431,savings,2024-10-20
ACC-03317,CUST-04823,savings,2024-06-07
ACC-03318,CUST-03194,credit_card,2024-06-27
ACC-03319,CUST-03475,savings,2024-09-18
ACC-03320,CUST-01459,checking,2024-07-23
ACC-03321,CUST-00449,savings,2024-01-18
ACC-03322,CUST-01271,savings,2024-12-19
ACC-03323,CUST-03791,credit_card,2024-06-25
ACC-03324,CUST-02592,credit_card,2024-10-22
ACC-03325,CUST-02322,checking,2024-03-14
ACC-03326,CUST-01254,credit_card,2024-05-10
ACC-03327,CUST-03563,savings,2024-05-04
ACC-03328,CUST-02930,checking,2024-04-13
ACC-03329,CUST-04922,savings,2024-06-12
ACC-03330,CUST-04240,credit_card,2024-10-08
ACC-03331,CUST-04384,savings,2024-02-03
ACC-03332,CUST-01695,checking,2024-11-19
ACC-03333,CUST-03873,checking,2024-10-26
ACC-03334,CUST-04145,credit_card,2024-02-13
ACC-03335,CUST-04718,checking,2024-09-22
ACC-03336,CUST-02223,credit_card,2024-10-08
ACC-03337,CUST-03934,checking,2024-12-23
ACC-03338,CUST-01447,savings,2024-01-17
ACC-03339,CUST-01428,checking,2024-02-15
ACC-03340,CUST-04179,savings,2024-03-11
ACC-03341,CUST-04850,savings,2024-02-05
ACC-03342,CUST-01261,checking,2024-02-09
ACC-03343,CUST-04553,savings,2024-11-01
ACC-03344,CUST-04688,savings,2024-05-14
ACC-03345,CUST-01364,credit_card,2024-07-04
ACC-03346,CUST-00148,savings,2024-04-28
ACC-03347,CUST-02163,savings,2024-01-10
ACC-03348,CUST-03439,checking,2024-11-08
ACC-03349,CUST-00117,credit_card,2024-09-16
ACC-03350,CUST-00900,checking,2024-07-13
ACC-03351,CUST-04958,checking,2024-06-17
ACC-03352,CUST-01705,credit_card,2024-10-02
ACC-03353,CUST-00690,credit_card,2024-01-26
ACC-03354,CUST-01394,savings,2024-07-05
ACC-03355,CUST-04907,savings,2024-01-24
ACC-03356,CUST-04152,checking,2024-09-11
ACC-03357,CUST-01580,savings,2024-10-01
ACC-03358,CUST-03155,credit_card,2024-01-26
ACC-03359,CUST-03831,credit_card,2024-06-26
ACC-03360,CUST-02505,credit_card,2024-04-06
ACC-03361,CUST-02878,savings,2024-01-15
ACC-03362,CUST-02018,savings,2024-06-06
ACC-03363,CUST-00017,credit_card,2024-12-23
ACC-03364,CUST-04330,savings,2024-01-24
ACC-03365,CUST-01716,savings,2024-02-14
ACC-03366,CUST-03301,credit_card,2024-04-25
ACC-03367,CUST-04416,credit_card,2024-05-16
ACC-03368,CUST-00454,savings,2024-10-02
ACC-03369,CUST-03115,checking,2024-01-23
ACC-03370,CUST-00006,credit_card,2024-04-11
ACC-03371,CUST-00599,savings,2024-12-08
ACC-03372,CUST-02424,checking,2024-12-20
ACC-03373,CUST-03263,credit_card,2024-09-15
ACC-03374,CUST-00234,savings,2024-05-27
ACC-03375,CUST-04454,checking,2024-06-26
ACC-03376,CUST-02440,credit_card,2024-08-24
ACC-03377,CUST-04810,credit_card,2024-02-11
ACC-03378,CUST-01628,savings,2024-05-25
ACC-03379,CUST-02880,checking,2024-03-05
ACC-03380,CUST-02361,credit_card,2024-07-17
ACC-03381,CUST-03180,credit_card,2024-08-23
ACC-03382,CUST-02931,checking,2024-01-02
ACC-03383,CUST-02773,checking,2024-06-07
ACC-03384,CUST-01535,checking,2024-01-27
ACC-03385,CUST-02458,credit_card,2024-07-27
ACC-03386,CUST-03734,savings,2024-01-17
ACC-03387,CUST-03521,savings,2024-10-17
ACC-03388,CUST-02444,checking,2024-05-12
ACC-03389,CUST-03668,checking,2024-05-02
ACC-03390,CUST-03254,checking,2024-02-04
ACC-03391,CUST-04280,savings,2024-10-18
ACC-03392,CUST-02031,savings,2024-12-03
ACC-03393,CUST-04995,checking,2024-01-06
ACC-03394,CUST-03636,checking,2024-05-21
ACC-03395,CUST-04044,credit_card,2024-02-06
ACC-03396,CUST-02690,savings,2024-09-07
ACC-03397,CUST-03532,checking,2024-09-12
ACC-03398,CUST-04839,savings,2024-09-17
ACC-03399,CUST-03791,credit_card,2024-09-16
ACC-03400,CUST-04880,credit_card,2024-03-20
ACC-03401,CUST-00774,checking,2024-01-15
ACC-03402,CUST-02567,savings,2024-05-25
ACC-03403,CUST-04162,savings,2024-06-02
ACC-03404,CUST-01286,savings,2024-02-01
ACC-03405,CUST-03034,savings,2024-12-12
ACC-03406,CUST-02067,checking,2024-05-09
ACC-03407,CUST-02976,credit_card,2024-06-25
ACC-03408,CUST-00308,credit_card,2024-03-28
ACC-03409,CUST-03079,savings,2024-02-07
ACC-03410,CUST-02202,checking,2024-04-11
ACC-03411,CUST-01270,checking,2024-01-24
ACC-03412,CUST-01486,credit_card,2024-02-23
ACC-03413,CUST-01799,checking,2024-02-17
ACC-03414,CUST-02605,savings,2024-02-17
ACC-03415,CUST-03952,credit_card,2024-10-03
ACC-03416,CUST-04398,checking,2024-06-10
ACC-03417,CUST-00493,credit_card,2024-05-13
ACC-03418,CUST-00880,credit_card,2024-07-21
ACC-03419,CUST-02190,savings,2024-05-15
ACC-03420,CUST-03843,savings,2024-06-07
ACC-03421,CUST-01150,savings,2024-11-20
ACC-03422,CUST-00565,checking,2024-02-15
ACC-03423,CUST-00910,checking,2024-08-21
ACC-03424,CUST-03647,checking,2024-01-19
ACC-03425,CUST-01699,checking,2024-05-24
ACC-03426,CUST-00609,checking,2024-09-10
ACC-03427,CUST-00281,credit_card,2024-03-19
ACC-03428,CUST-01242,credit_card,2024-03-05
ACC-03429,CUST-00186,savings,2024-02-01
ACC-03430,CUST-03622,credit_card,2024-11-18
ACC-03431,CUST-01420,checking,2024-09-06
ACC-03432,CUST-03970,savings,2024-09-20
ACC-03433,CUST-02881,checking,2024-11-03
ACC-03434,CUST-04962,savings,2024-10-22
ACC-03435,CUST-00456,credit_card,2024-09-21
ACC-03436,CUST-03756,credit_card,2024-04-07
ACC-03437,CUST-03084,credit_card,2024-12-03
ACC-03438,CUST-04374,checking,2024-07-01
ACC-03439,CUST-04446,savings,2024-09-15
ACC-03440,CUST-03064,checking,2024-09-09
ACC-03441,CUST-01405,checking,2024-10-16
ACC-03442,CUST-04118,checking,2024-11-15
ACC-03443,CUST-03130,credit_card,2024-05-26
ACC-03444,CUST-04880,savings,2024-05-06
ACC-03445,CUST-03359,checking,2024-08-26
ACC-03446,CUST-04559,savings,2024-08-16
ACC-03447,CUST-04193,checking,2024-08-07
ACC-03448,CUST-01294,savings,2024-07-24
ACC-03449,CUST-01922,credit_card,2024-12-11
ACC-03450,CUST-00429,checking,2024-12-06
ACC-03451,CUST-00120,savings,2024-10-26
ACC-03452,CUST-02640,savings,2024-02-08
ACC-03453,CUST-04124,checking,2024-02-05
ACC-03454,CUST-04644,credit_card,2024-02-15
ACC-03455,CUST-01261,checking,2024-03-17
ACC-03456,CUST-03407,checking,2024-07-02
ACC-03457,CUST-02992,savings,2024-11-04
ACC-03458,CUST-04586,savings,2024-08-15
ACC-03459,CUST-03057,credit_card,2024-02-08
ACC-03460,CUST-03897,savings,2024-04-21
ACC-03461,CUST-02769,credit_card,2024-12-04
ACC-03462,CUST-01667,credit_card,2024-04-23
ACC-03463,CUST-02328,checking,2024-10-26
ACC-03464,CUST-02953,checking,2024-08-14
ACC-03465,CUST-01764,checking,2024-08-13
ACC-03466,CUST-01893,credit_card,2024-02-23
ACC-03467,CUST-00277,checking,2024-09-25
ACC-03468,CUST-00874,checking,2024-12-12
ACC-03469,CUST-00436,savings,2024-07-26
ACC-03470,CUST-00463,savings,2024-10-09
ACC-03471,CUST-00133,checking,2024-08-25
ACC-03472,CUST-03686,checking,2024-02-02
ACC-03473,CUST-02051,checking,2024-07-09
ACC-03474,CUST-03236,credit_card,2024-12-25
ACC-03475,CUST-04034,savings,2024-04-09
ACC-03476,CUST-01880,credit_card,2024-01-25
ACC-03477,CUST-04450,savings,2024-03-19
ACC-03478,CUST-03759,checking,2024-09-11
ACC-03479,CUST-04699,savings,2024-08-26
ACC-03480,CUST-02642,savings,2024-04-21
ACC-03481,CUST-04493,credit_card,2024-05-21
ACC-03482,CUST-02169,checking,2024-03-05
ACC-03483,CUST-03966,checking,2024-08-06
ACC-03484,CUST-01796,savings,2024-08-06
ACC-03485,CUST-00984,credit_card,2024-07-11
ACC-03486,CUST-04346,checking,2024-05-26
ACC-03487,CUST-04586,savings,2024-08-18
ACC-03488,CUST-01189,credit_card,2024-04-02
ACC-03489,CUST-03722,credit_card,2024-11-25
ACC-03490,CUST-03598,savings,2024-08-02
ACC-03491,CUST-02691,checking,2024-03-21
ACC-03492,CUST-02466,credit_card,2024-09-20
ACC-03493,CUST-03986,credit_card,2024-04-06
ACC-03494,CUST-01901,checking,2024-01-24
ACC-03495,CUST-02500,credit_card,2024-11-21
ACC-03496,CUST-01794,savings,2024-01-27
ACC-03497,CUST-04666,checking,2024-01-05
ACC-03498,CUST-00889,savings,2024-05-16
ACC-03499,CUST-01271,credit_card,2024-07-06
ACC-03500,CUST-00458,checking,2024-04-16
ACC-03501,CUST-02958,savings,2024-04-17
ACC-03502,CUST-02391,checking,2024-10-15
ACC-03503,CUST-01987,credit_card,2024-12-06
ACC-03504,CUST-01100,savings,2024-07-07
ACC-03505,CUST-04451,savings,2024-04-27
ACC-03506,CUST-03195,credit_card,2024-11-22
ACC-03507,CUST-01317,credit_card,2024-12-26
ACC-03508,CUST-03573,checking,2024-08-19
ACC-03509,CUST-01157,checking,2024-12-21
ACC-03510,CUST-04086,credit_card,2024-04-25
ACC-03511,CUST-03580,savings,2024-06-07
ACC-03512,CUST-02280,checking,2024-09-07
ACC-03513,CUST-00391,credit_card,2024-07-17
ACC-03514,CUST-00229,credit_card,2024-02-08
ACC-03515,CUST-04446,credit_card,2024-06-14
ACC-03516,CUST-01292,checking,2024-08-03
ACC-03517,CUST-00069,savings,2024-03-08
ACC-03518,CUST-00943,checking,2024-02-12
ACC-03519,CUST-00509,checking,2024-01-03
ACC-03520,CUST-00256,credit_card,2024-08-19
ACC-03521,CUST-01053,checking,2024-04-03
ACC-03522,CUST-03425,credit_card,2024-09-16
ACC-03523,CUST-03741,credit_card,2024-04-27
ACC-03524,CUST-01854,savings,2024-05-17
ACC-03525,CUST-02441,checking,2024-01-08
ACC-03526,CUST-04118,checking,2024-06-27
ACC-03527,CUST-03353,savings,2024-03-07
ACC-03528,CUST-04667,checking,2024-12-20
ACC-03529,CUST-03262,checking,2024-01-10
ACC-03530,CUST-04068,checking,2024-11-05
ACC-03531,CUST-02189,credit_card,2024-12-24
ACC-03532,CUST-04700,checking,2024-11-13
ACC-03533,CUST-01122,checking,2024-10-23
ACC-03534,CUST-03013,savings,2024-02-28
ACC-03535,CUST-03315,savings,2024-02-11
ACC-03536,CUST-01638,checking,2024-03-26
ACC-03537,CUST-03772,credit_card,2024-09-22
ACC-03538,CUST-02363,credit_card,2024-10-11
ACC-03539,CUST-03677,savings,2024-10-21
ACC-03540,CUST-00822,savings,2024-12-22
ACC-03541,CUST-00782,savings,2024-05-13
ACC-03542,CUST-01685,credit_card,2024-11-23
ACC-03543,CUST-00110,checking,2024-10-07
ACC-03544,CUST-01007,savings,2024-10-10
ACC-03545,CUST-03254,checking,2024-09-05
ACC-03546,CUST-03150,checking,2024-04-02
ACC-03547,CUST-02675,checking,2024-04-09
ACC-03548,CUST-03940,checking,2024-08-21
ACC-03549,CUST-00187,savings,2024-03-22
ACC-03550,CUST-00961,checking,2024-12-03
ACC-03551,CUST-03449,savings,2024-12-01
ACC-03552,CUST-03446,credit_card,2024-02-19
ACC-03553,CUST-03820,savings,2024-01-26
ACC-03554,CUST-01037,checking,2024-12-01
ACC-03555,CUST-02173,checking,2024-12-28
ACC-03556,CUST-01895,credit_card,2024-08-06
ACC-03557,CUST-04813,savings,2024-06-12
ACC-03558,CUST-04864,savings,2024-07-23
ACC-03559,CUST-01660,checking,2024-11-15
ACC-03560,CUST-02162,checking,2024-11-14
ACC-03561,CUST-04189,credit_card,2024-03-02
ACC-03562,CUST-04442,savings,2024-05-07
ACC-03563,CUST-03154,checking,2024-07-01
ACC-03564,CUST-00638,checking,2024-01-24
ACC-03565,CUST-04128,checking,2024-10-04
ACC-03566,CUST-03855,credit_card,2024-02-18
ACC-03567,CUST-00589,savings,2024-01-25
ACC-03568,CUST-00498,credit_card,2024-11-22
ACC-03569,CUST-00115,checking,2024-07-26
ACC-03570,CUST-00040,savings,2024-08-05
ACC-03571,CUST-01996,checking,2024-10-10
ACC-03572,CUST-01351,credit_card,2024-12-07
ACC-03573,CUST-02655,savings,2024-07-09
ACC-03574,CUST-00645,credit_card,2024-03-12
ACC-03575,CUST-00461,checking,2024-11-18
ACC-03576,CUST-02234,credit_card,2024-05-17
ACC-03577,CUST-04373,savings,2024-01-26
ACC-03578,CUST-03425,savings,2024-07-13
ACC-03579,CUST-03512,checking,2024-07-22
ACC-03580,CUST-04417,savings,2024-10-10
ACC-03581,CUST-03966,credit_card,2024-06-23
ACC-03582,CUST-00575,savings,2024-03-04
ACC-03583,CUST-01882,credit_card,2024-03-20
ACC-03584,CUST-02014,checking,2024-01-23
ACC-03585,CUST-00838,savings,2024-06-13
ACC-03586,CUST-03001,credit_card,2024-01-08
ACC-03587,CUST-01588,credit_card,2024-01-17
ACC-03588,CUST-02928,credit_card,2024-01-20
ACC-03589,CUST-01674,checking,2024-08-23
ACC-03590,CUST-01481,credit_card,2024-11-19
ACC-03591,CUST-02961,credit_card,2024-08-08
ACC-03592,CUST-02122,checking,2024-10-12
ACC-03593,CUST-04718,credit_card,2024-12-17
ACC-03594,CUST-01260,checking,2024-08-13
ACC-03595,CUST-02319,checking,2024-03-14
ACC-03596,CUST-01033,savings,2024-03-25
ACC-03597,CUST-00488,checking,2024-01-10
ACC-03598,CUST-02446,credit_card,2024-02-02
ACC-03599,CUST-04758,checking,2024-12-09
ACC-03600,CUST-04913,checking,2024-10-19
ACC-03601,CUST-01242,checking,2024-03-03
ACC-03602,CUST-01131,savings,2024-06-05
ACC-03603,CUST-01857,checking,2024-01-20
ACC-03604,CUST-04358,savings,2024-03-26
ACC-03605,CUST-02781,checking,2024-04-06
ACC-03606,CUST-04535,savings,2024-07-10
ACC-03607,CUST-02911,savings,2024-07-19
ACC-03608,CUST-03949,credit_card,2024-08-24
ACC-03609,CUST-01237,credit_card,2024-05-21
ACC-03610,CUST-04598,checking,2024-09-04
ACC-03611,CUST-04351,savings,2024-12-12
ACC-03612,CUST-04806,savings,2024-07-27
ACC-03613,CUST-04617,credit_card,2024-11-22
ACC-03614,CUST-02274,savings,2024-04-04
ACC-03615,CUST-04861,checking,2024-08-26
ACC-03616,CUST-00206,savings,2024-01-04
ACC-03617,CUST-00303,savings,2024-06-02
ACC-03618,CUST-01422,checking,2024-06-20
ACC-03619,CUST-00202,savings,2024-12-05
ACC-03620,CUST-01497,checking,2024-04-03
ACC-03621,CUST-00413,checking,2024-08-06
ACC-03622,CUST-01097,credit_card,2024-08-05
ACC-03623,CUST-03041,checking,2024-08-24
ACC-03624,CUST-01461,checking,2024-10-17
ACC-03625,CUST-00762,credit_card,2024-06-15
ACC-03626,CUST-01141,savings,2024-09-16
ACC-03627,CUST-01409,credit_card,2024-12-12
ACC-03628,CUST-02527,savings,2024-11-01
ACC-03629,CUST-03999,checking,2024-04-16
ACC-03630,CUST-04935,checking,2024-01-02
ACC-03631,CUST-02739,checking,2024-07-25
ACC-03632,CUST-02840,savings,2024-06-26
ACC-03633,CUST-04512,credit_card,2024-03-03
ACC-03634,CUST-00434,credit_card,2024-12-22
ACC-03635,CUST-03661,credit_card,2024-06-01
ACC-03636,CUST-01049,credit_card,2024-04-17
ACC-03637,CUST-00079,credit_card,2024-07-26
ACC-03638,CUST-02366,checking,2024-03-01
ACC-03639,CUST-00259,credit_card,2024-09-25
ACC-03640,CUST-01449,checking,2024-06-05
ACC-03641,CUST-03712,savings,2024-09-21
ACC-03642,CUST-04472,credit_card,2024-01-20
ACC-03643,CUST-04674,savings,2024-01-11
ACC-03644,CUST-02827,credit_card,2024-09-10
ACC-03645,CUST-04271,credit_card,2024-06-23
ACC-03646,CUST-04714,savings,2024-08-03
ACC-03647,CUST-01448,checking,2024-01-23
ACC-03648,CUST-01602,savings,2024-07-09
ACC-03649,CUST-01582,credit_card,2024-04-26
ACC-03650,CUST-03826,credit_card,2024-09-05
ACC-03651,CUST-03624,savings,2024-06-08
ACC-03652,CUST-00390,checking,2024-09-08
ACC-03653,CUST-00776,checking,2024-01-07
ACC-03654,CUST-02703,checking,2024-11-28
ACC-03655,CUST-03483,credit_card,2024-11-19
ACC-03656,CUST-01848,checking,2024-04-19
ACC-03657,CUST-04787,credit_card,2024-06-01
ACC-03658,CUST-00766,savings,2024-09-06
ACC-03659,CUST-02987,credit_card,2024-12-01
ACC-03660,CUST-04302,checking,2024-05-28
ACC-03661,CUST-03761,credit_card,2024-03-18
ACC-03662,CUST-00686,savings,2024-04-20
ACC-03663,CUST-03890,checking,2024-10-10
ACC-03664,CUST-01761,savings,2024-11-07
ACC-03665,CUST-03573,savings,2024-05-23
ACC-03666,CUST-00862,savings,2024-10-17
ACC-03667,CUST-00252,savings,2024-03-05
ACC-03668,CUST-03446,savings,2024-07-07
ACC-03669,CUST-04557,credit_card,2024-09-22
ACC-03670,CUST-04225,credit_card,2024-06-01
ACC-03671,CUST-02135,savings,2024-10-09
ACC-03672,CUST-01587,credit_card,2024-07-17
ACC-03673,CUST-00381,savings,2024-12-06
ACC-03674,CUST-04667,savings,2024-10-17
ACC-03675,CUST-02310,checking,2024-12-11
ACC-03676,CUST-03019,checking,2024-02-11
ACC-03677,CUST-03558,checking,2024-10-25
ACC-03678,CUST-00113,credit_card,2024-03-21
ACC-03679,CUST-03006,savings,2024-05-13
ACC-03680,CUST-00711,credit_card,2024-01-20
ACC-03681,CUST-01370,credit_card,2024-10-20
ACC-03682,CUST-00081,savings,2024-07-24
ACC-03683,CUST-04412,credit_card,2024-04-14
ACC-03684,CUST-02493,checking,2024-01-16
ACC-03685,CUST-04147,savings,2024-10-19
ACC-03686,CUST-01092,checking,2024-12-05
ACC-03687,CUST-01974,credit_card,2024-09-15
ACC-03688,CUST-01283,credit_card,2024-07-03
ACC-03689,CUST-01282,checking,2024-04-26
ACC-03690,CUST-00096,savings,2024-01-05
ACC-03691,CUST-02187,checking,2024-10-04
ACC-03692,CUST-01387,savings,2024-10-16
ACC-03693,CUST-02154,checking,2024-02-24
ACC-03694,CUST-02473,savings,2024-01-18
ACC-03695,CUST-04341,credit_card,2024-09-04
ACC-03696,CUST-04007,savings,2024-04-08
ACC-03697,CUST-00112,checking,2024-10-02
ACC-03698,CUST-01790,savings,2024-06-04
ACC-03699,CUST-01456,savings,2024-06-09
ACC-03700,CUST-03954,credit_card,2024-11-04
ACC-03701,CUST-02985,credit_card,2024-02-16
ACC-03702,CUST-00027,credit_card,2024-05-18
ACC-03703,CUST-01329,checking,2024-04-03
ACC-03704,CUST-01897,credit_card,2024-01-16
ACC-03705,CUST-01563,credit_card,2024-05-26
ACC-03706,CUST-00999,checking,2024-10-21
ACC-03707,CUST-03266,credit_card,2024-12-19
ACC-03708,CUST-04000,checking,2024-06-06
ACC-03709,CUST-00583,checking,2024-04-14
ACC-03710,CUST-02888,savings,2024-09-23
ACC-03711,CUST-02525,credit_card,2024-11-11
ACC-03712,CUST-02217,savings,2024-09-24
ACC-03713,CUST-04527,credit_card,2024-01-07
ACC-03714,CUST-04961,credit_card,2024-06-14
ACC-03715,CUST-02649,savings,2024-01-12
ACC-03716,CUST-00933,savings,2024-09-07
ACC-03717,CUST-01392,credit_card,2024-01-09
ACC-03718,CUST-00828,checking,2024-06-04
ACC-03719,CUST-03115,credit_card,2024-03-05
ACC-03720,CUST-02357,credit_card,2024-07-19
ACC-03721,CUST-02358,checking,2024-11-01
ACC-03722,CUST-03857,checking,2024-05-14
ACC-03723,CUST-01678,checking,2024-07-01
ACC-03724,CUST-03234,checking,2024-06-26
ACC-03725,CUST-02127,credit_card,2024-12-13
ACC-03726,CUST-02105,checking,2024-03-04
ACC-03727,CUST-00424,savings,2024-10-05
ACC-03728,CUST-00235,checking,2024-05-01
ACC-03729,CUST-03403,credit_card,2024-11-01
ACC-03730,CUST-03319,savings,2024-08-02
ACC-03731,CUST-04121,savings,2024-07-28
ACC-03732,CUST-01218,credit_card,2024-04-28
ACC-03733,CUST-04087,checking,2024-12-20
ACC-03734,CUST-03009,credit_card,2024-04-27
ACC-03735,CUST-00969,checking,2024-03-24
ACC-03736,CUST-03096,savings,2024-03-25
ACC-03737,CUST-04836,credit_card,2024-10-06
ACC-03738,CUST-01102,checking,2024-07-09
ACC-03739,CUST-00736,checking,2024-10-12
ACC-03740,CUST-04003,savings,2024-09-03
ACC-03741,CUST-02009,credit_card,2024-01-04
ACC-03742,CUST-02335,checking,2024-09-09
ACC-03743,CUST-04114,savings,2024-02-15
ACC-03744,CUST-03708,savings,2024-10-23
ACC-03745,CUST-02819,checking,2024-05-28
ACC-03746,CUST-02112,checking,2024-08-24
ACC-03747,CUST-01432,checking,2024-05-25
ACC-03748,CUST-00475,credit_card,2024-02-11
ACC-03749,CUST-00706,checking,2024-09-17
ACC-03750,CUST-01329,credit_card,2024-02-03
ACC-03751,CUST-01465,savings,2024-01-25
ACC-03752,CUST-01538,savings,2024-03-16
ACC-03753,CUST-00358,checking,2024-12-17
ACC-03754,CUST-01444,credit_card,2024-01-24
ACC-03755,CUST-04602,checking,2024-03-12
ACC-03756,CUST-02614,savings,2024-10-16
ACC-03757,CUST-03372,credit_card,2024-11-25
ACC-03758,CUST-00355,savings,2024-12-04
ACC-03759,CUST-03274,checking,2024-10-09
ACC-03760,CUST-03221,checking,2024-03-08
ACC-03761,CUST-01702,credit_card,2024-07-03
ACC-03762,CUST-04742,credit_card,2024-06-25
ACC-03763,CUST-04933,checking,2024-07-07
ACC-03764,CUST-03598,checking,2024-06-25
ACC-03765,CUST-00447,savings,2024-03-19
ACC-03766,CUST-00190,checking,2024-06-12
ACC-03767,CUST-04488,checking,2024-06-17
ACC-03768,CUST-02954,checking,2024-07-18
ACC-03769,CUST-01921,credit_card,2024-01-27
ACC-03770,CUST-02923,credit_card,2024-06-08
ACC-03771,CUST-03132,checking,2024-03-25
ACC-03772,CUST-00317,checking,2024-06-27
ACC-03773,CUST-03587,credit_card,2024-02-01
ACC-03774,CUST-04349,credit_card,2024-05-28
ACC-03775,CUST-02050,savings,2024-07-25
ACC-03776,CUST-04685,checking,2024-12-03
ACC-03777,CUST-03722,checking,2024-01-03
ACC-03778,CUST-04898,credit_card,2024-08-16
ACC-03779,CUST-04538,credit_card,2024-07-21
ACC-03780,CUST-02474,credit_card,2024-03-10
ACC-03781,CUST-00720,credit_card,2024-04-10
ACC-03782,CUST-02160,savings,2024-11-07
ACC-03783,CUST-01523,checking,2024-02-10
ACC-03784,CUST-01595,checking,2024-01-23
ACC-03785,CUST-04291,credit_card,2024-06-20
ACC-03786,CUST-03801,savings,2024-09-07
ACC-03787,CUST-03613,savings,2024-04-19
ACC-03788,CUST-01952,savings,2024-05-03
ACC-03789,CUST-01405,savings,2024-08-28
ACC-03790,CUST-04061,credit_card,2024-04-27
ACC-03791,CUST-02657,checking,2024-06-15
ACC-03792,CUST-04053,credit_card,2024-07-10
ACC-03793,CUST-03875,checking,2024-01-01
ACC-03794,CUST-01426,checking,2024-02-19
ACC-03795,CUST-03714,credit_card,2024-03-24
ACC-03796,CUST-02734,credit_card,2024-05-27
ACC-03797,CUST-04146,savings,2024-07-25
ACC-03798,CUST-02868,credit_card,2024-05-19
ACC-03799,CUST-01671,checking,2024-05-17
ACC-03800,CUST-00875,savings,2024-03-23
ACC-03801,CUST-01371,checking,2024-10-09
ACC-03802,CUST-02509,credit_card,2024-11-10
ACC-03803,CUST-00294,checking,2024-04-20
ACC-03804,CUST-02235,credit_card,2024-10-10
ACC-03805,CUST-04327,credit_card,2024-03-03
ACC-03806,CUST-01323,savings,2024-10-18
ACC-03807,CUST-01501,savings,2024-05-12
ACC-03808,CUST-01085,checking,2024-01-05
ACC-03809,CUST-03814,checking,2024-03-24
ACC-03810,CUST-00536,checking,2024-01-26
ACC-03811,CUST-03893,savings,2024-11-04
ACC-03812,CUST-04003,credit_card,2024-04-25
ACC-03813,CUST-04943,credit_card,2024-01-05
ACC-03814,CUST-03635,savings,2024-02-01
ACC-03815,CUST-04601,credit_card,2024-12-24
ACC-03816,CUST-00936,checking,2024-04-08
ACC-03817,CUST-01598,savings,2024-06-17
ACC-03818,CUST-02120,checking,2024-05-10
ACC-03819,CUST-02758,checking,2024-03-13
ACC-03820,CUST-01940,savings,2024-04-21
ACC-03821,CUST-03738,checking,2024-09-09
ACC-03822,CUST-00312,credit_card,2024-02-04
ACC-03823,CUST-04892,checking,2024-12-22
ACC-03824,CUST-04530,savings,2024-05-17
ACC-03825,CUST-01502,savings,2024-08-16
