case_id,transaction_id,account_id,status,risk_score,opened_at
FC-00750,TXN-041299,ACC-06246,investigating,0.63,2026-03-05
FC-00751,TXN-026283,ACC-00289,closed_no_fraud,0.54,2026-07-08
FC-00752,TXN-028340,ACC-06849,closed_no_fraud,0.9,2026-01-26
FC-00753,TXN-026210,ACC-04116,closed_no_fraud,0.73,2026-03-23
FC-00754,TXN-025553,ACC-04225,confirmed_fraud,0.66,2026-02-07
FC-00755,TXN-029667,ACC-06865,investigating,0.86,2026-05-04
FC-00756,TXN-014918,ACC-03678,open,0.77,2026-01-04
FC-00757,TXN-041784,ACC-04987,confirmed_fraud,0.64,2026-08-10
FC-00758,TXN-008115,ACC-01835,closed_no_fraud,0.75,2026-08-07
FC-00759,TXN-031184,ACC-06116,open,0.93,2026-07-22
FC-00760,TXN-013498,ACC-01431,closed_no_fraud,0.62,2026-05-28
FC-00761,TXN-015263,ACC-06967,investigating,0.68,2026-08-12
FC-00762,TXN-049454,ACC-02870,investigating,0.49,2026-07-28
FC-00763,TXN-010138,ACC-04829,open,0.67,2026-06-03
FC-00764,TXN-022039,ACC-01402,closed_no_fraud,0.53,2026-04-02
FC-00765,TXN-007374,ACC-01778,confirmed_fraud,0.6,2026-07-23
FC-00766,TXN-041753,ACC-04138,open,0.61,2026-04-17
FC-00767,TXN-049783,ACC-03289,closed_no_fraud,0.74,2026-01-01
FC-00768,TXN-038171,ACC-03146,open,0.52,2026-02-12
FC-00769,TXN-020974,ACC-06650,investigating,0.8,2026-01-15
FC-00770,TXN-012178,ACC-00301,investigating,0.44,2026-01-04
FC-00771,TXN-004108,ACC-04719,open,0.55,2026-02-23
FC-00772,TXN-036926,ACC-03217,closed_no_fraud,0.95,2026-06-15
FC-00773,TXN-032910,ACC-00013,confirmed_fraud,0.43,2026-03-22
FC-00774,TXN-011454,ACC-00099,open,0.85,2026-04-04
FC-00775,TXN-011272,ACC-06775,closed_no_fraud,0.88,2026-07-23
FC-00776,TXN-039120,ACC-03264,closed_no_fraud,0.63,2026-08-11
FC-00777,TXN-033341,ACC-00355,closed_no_fraud,0.65,2026-05-19
FC-00778,TXN-042917,ACC-00022,closed_no_fraud,0.42,2026-02-26
FC-00779,TXN-018659,ACC-01618,investigating,0.89,2026-06-15
FC-00780,TXN-026151,ACC-04459,open,0.61,2026-06-26
FC-00781,TXN-044164,ACC-01942,confirmed_fraud,0.6,2026-06-02
FC-00782,TXN-034253,ACC-05550,closed_no_fraud,0.46,2026-05-04
FC-00783,TXN-037251,ACC-03997,closed_no_fraud,0.45,2026-08-23
FC-00784,TXN-019112,ACC-03654,investigating,0.97,2026-05-16
FC-00785,TXN-017181,ACC-05723,open,0.8,2026-05-24
FC-00786,TXN-049920,ACC-01638,open,0.41,2026-03-20
FC-00787,TXN-037328,ACC-00704,investigating,0.4,2026-06-27
FC-00788,TXN-034038,ACC-03613,closed_no_fraud,0.64,2026-02-10
FC-00789,TXN-043082,ACC-06677,investigating,0.53,2026-08-26
FC-00790,TXN-042834,ACC-05021,confirmed_fraud,0.82,2026-08-20
FC-00791,TXN-020526,ACC-00842,open,0.42,2026-03-11
FC-00792,TXN-047916,ACC-07467,open,0.68,2026-02-23
FC-00793,TXN-036919,ACC-04894,investigating,0.45,2026-02-09
FC-00794,TXN-028717,ACC-06891,open,0.9,2026-05-08
FC-00795,TXN-034224,ACC-03689,open,0.85,2026-07-02
FC-00796,TXN-036041,ACC-00411,investigating,0.67,2026-06-27
FC-00797,TXN-004491,ACC-05708,closed_no_fraud,0.68,2026-01-02
FC-00798,TXN-044304,ACC-03102,investigating,0.75,2026-01-02
FC-00799,TXN-004118,ACC-06418,confirmed_fraud,0.44,2026-06-04
FC-00800,TXN-035783,ACC-06212,open,0.87,2026-02-21
FC-00801,TXN-025560,ACC-07069,open,0.66,2026-05-11
FC-00802,TXN-030475,ACC-00923,closed_no_fraud,0.88,2026-07-15
FC-00803,TXN-006478,ACC-02889,open,0.95,2026-01-14
FC-00804,TXN-049717,ACC-03456,investigating,0.44,2026-08-27
FC-00805,TXN-003479,ACC-06935,investigating,0.9,2026-06-08
FC-00806,TXN-044806,ACC-06267,investigating,0.94,2026-04-25
FC-00807,TXN-028187,ACC-01086,confirmed_fraud,0.85,2026-04-19
FC-00808,TXN-029881,ACC-05267,open,0.87,2026-04-15
FC-00809,TXN-010427,ACC-01053,investigating,0.6,2026-05-15
FC-00810,TXN-040763,ACC-01455,open,0.87,2026-07-22
FC-00811,TXN-013210,ACC-04802,open,0.54,2026-01-19
FC-00812,TXN-016738,ACC-05083,closed_no_fraud,0.74,2026-01-26
FC-00813,TXN-013383,ACC-03503,open,0.5,2026-02-01
FC-00814,TXN-012784,ACC-00565,confirmed_fraud,0.69,2026-07-12
FC-00815,TXN-044573,ACC-04434,closed_no_fraud,0.57,2026-07-22
FC-00816,TXN-033189,ACC-03669,closed_no_fraud,0.71,2026-08-20
FC-00817,TXN-000153,ACC-06862,investigating,0.59,2026-02-25
FC-00818,TXN-040425,ACC-02340,open,0.5,2026-07-24
FC-00819,TXN-001561,ACC-04282,confirmed_fraud,0.4,2026-07-25
FC-00820,TXN-018172,ACC-03671,investigating,0.59,2026-07-23
FC-00821,TXN-024807,ACC-07110,investigating,0.67,2026-05-22
FC-00822,TXN-001417,ACC-03582,open,0.48,2026-03-01
FC-00823,TXN-007872,ACC-02680,investigating,0.55,2026-03-05
FC-00824,TXN-017210,ACC-06261,closed_no_fraud,0.54,2026-01-04
FC-00825,TXN-017839,ACC-03342,confirmed_fraud,0.89,2026-01-06
FC-00826,TXN-003222,ACC-07288,confirmed_fraud,0.6,2026-04-24
FC-00827,TXN-012816,ACC-07371,closed_no_fraud,0.77,2026-08-17
FC-00828,TXN-010117,ACC-04175,closed_no_fraud,0.91,2026-06-06
FC-00829,TXN-023925,ACC-03837,investigating,0.65,2026-04-17
FC-00830,TXN-038724,ACC-03893,confirmed_fraud,0.92,2026-01-17
FC-00831,TXN-007248,ACC-07434,closed_no_fraud,0.8,2026-04-19
FC-00832,TXN-030919,ACC-07198,investigating,0.69,2026-02-23
FC-00833,TXN-026068,ACC-01209,closed_no_fraud,0.72,2026-08-28
FC-00834,TXN-020048,ACC-07284,open,0.46,2026-07-27
FC-00835,TXN-048258,ACC-05281,open,0.44,2026-03-01
FC-00836,TXN-020891,ACC-06316,confirmed_fraud,0.49,2026-05-13
FC-00837,TXN-049059,ACC-00883,open,0.42,2026-07-19
FC-00838,TXN-008048,ACC-03093,investigating,0.58,2026-06-04
FC-00839,TXN-000931,ACC-04089,closed_no_fraud,0.85,2026-08-07
FC-00840,TXN-040058,ACC-00632,closed_no_fraud,0.77,2026-07-01
FC-00841,TXN-006828,ACC-02176,confirmed_fraud,0.63,2026-08-28
FC-00842,TXN-046517,ACC-05167,investigating,0.69,2026-02-05
FC-00843,TXN-027871,ACC-06925,confirmed_fraud,0.87,2026-04-24
FC-00844,TXN-012059,ACC-02076,confirmed_fraud,0.83,2026-06-13
FC-00845,TXN-011811,ACC-00032,open,0.9,2026-04-05
FC-00846,TXN-029664,ACC-03491,closed_no_fraud,0.74,2026-02-12
FC-00847,TXN-021766,ACC-04149,closed_no_fraud,0.67,2026-05-11
FC-00848,TXN-029148,ACC-00759,open,0.9,2026-05-28
FC-00849,TXN-002973,ACC-05346,open,0.48,2026-07-07
FC-00850,TXN-044452,ACC-03679,open,0.53,2026-04-21
FC-00851,TXN-018257,ACC-02470,confirmed_fraud,0.79,2026-06-08
FC-00852,TXN-040325,ACC-03182,confirmed_fraud,0.77,2026-07-04
FC-00853,TXN-003810,ACC-02150,investigating,0.55,2026-08-08
FC-00854,TXN-033871,ACC-00814,open,0.52,2026-07-08
FC-00855,TXN-014929,ACC-00350,open,0.69,2026-01-28
FC-00856,TXN-016704,ACC-00496,confirmed_fraud,0.69,2026-06-12
FC-00857,TXN-006232,ACC-04172,closed_no_fraud,0.7,2026-06-22
FC-00858,TXN-027115,ACC-05692,investigating,0.4,2026-04-04
FC-00859,TXN-018243,ACC-04070,open,0.82,2026-03-08
FC-00860,TXN-039179,ACC-05641,confirmed_fraud,0.48,2026-07-09
FC-00861,TXN-013798,ACC-04647,investigating,0.86,2026-04-07
FC-00862,TXN-001414,ACC-05036,open,0.91,2026-07-27
FC-00863,TXN-028197,ACC-00254,open,0.68,2026-01-07
FC-00864,TXN-034135,ACC-03987,investigating,0.83,2026-05-03
FC-00865,TXN-024878,ACC-06355,closed_no_fraud,0.87,2026-06-26
FC-00866,TXN-007864,ACC-01120,open,0.42,2026-08-19
FC-00867,TXN-040801,ACC-00917,closed_no_fraud,0.44,2026-01-05
FC-00868,TXN-031327,ACC-03395,investigating,0.92,2026-07-02
FC-00869,TXN-002834,ACC-01063,open,0.71,2026-01-09
FC-00870,TXN-018246,ACC-05239,confirmed_fraud,0.61,2026-04-25
FC-00871,TXN-012773,ACC-05684,open,0.86,2026-07-27
FC-00872,TXN-000980,ACC-01549,open,0.91,2026-04-03
FC-00873,TXN-028870,ACC-03299,open,0.96,2026-08-07
FC-00874,TXN-006781,ACC-05428,closed_no_fraud,0.5,2026-08-01
FC-00875,TXN-027377,ACC-01640,confirmed_fraud,0.78,2026-05-01
FC-00876,TXN-027250,ACC-03604,investigating,0.96,2026-03-24
FC-00877,TXN-031534,ACC-06750,confirmed_fraud,0.45,2026-01-09
FC-00878,TXN-022518,ACC-05230,investigating,0.86,2026-05-26
FC-00879,TXN-000661,ACC-03893,closed_no_fraud,0.63,2026-02-05
FC-00880,TXN-039578,ACC-01675,closed_no_fraud,0.86,2026-04-06
FC-00881,TXN-036207,ACC-02683,closed_no_fraud,0.78,2026-06-12
FC-00882,TXN-008617,ACC-01287,confirmed_fraud,0.88,2026-06-14
FC-00883,TXN-046867,ACC-02047,open,0.87,2026-03-27
FC-00884,TXN-018700,ACC-05118,investigating,0.8,2026-01-12
FC-00885,TXN-042566,ACC-01235,closed_no_fraud,0.47,2026-05-25
FC-00886,TXN-011158,ACC-06569,investigating,0.93,2026-08-16
FC-00887,TXN-002234,ACC-05200,open,0.46,2026-07-16
FC-00888,TXN-021875,ACC-00796,confirmed_fraud,0.97,2026-02-13
FC-00889,TXN-019535,ACC-04980,confirmed_fraud,0.71,2026-05-26
FC-00890,TXN-005251,ACC-04942,investigating,0.64,2026-04-19
FC-00891,TXN-048770,ACC-02010,closed_no_fraud,0.44,2026-08-12
FC-00892,TXN-044185,ACC-05552,open,0.52,2026-01-02
FC-00893,TXN-016919,ACC-05837,confirmed_fraud,0.75,2026-07-21
FC-00894,TXN-020296,ACC-00316,investigating,0.88,2026-05-10
FC-00895,TXN-029769,ACC-05230,open,0.56,2026-08-17
FC-00896,TXN-034981,ACC-01763,confirmed_fraud,0.96,2026-05-16
FC-00897,TXN-018673,ACC-03998,investigating,0.51,2026-02-18
FC-00898,TXN-037140,ACC-07115,confirmed_fraud,0.66,2026-01-26
FC-00899,TXN-036191,ACC-02668,investigating,0.7,2026-05-15
FC-00900,TXN-034611,ACC-04763,closed_no_fraud,0.94,2026-05-26
FC-00901,TXN-047784,ACC-01454,open,0.76,2026-04-18
FC-00902,TXN-004127,ACC-06588,confirmed_fraud,0.92,2026-08-18
FC-00903,TXN-026760,ACC-02510,investigating,0.71,2026-06-27
FC-00904,TXN-011060,ACC-02404,closed_no_fraud,0.87,2026-02-12
FC-00905,TXN-047019,ACC-02871,open,0.88,2026-03-14
FC-00906,TXN-008804,ACC-01580,open,0.9,2026-05-10
FC-00907,TXN-023154,ACC-05236,investigating,0.85,2026-06-28
FC-00908,TXN-005768,ACC-01536,investigating,0.8,2026-04-20
FC-00909,TXN-029511,ACC-05530,confirmed_fraud,0.89,2026-07-24
FC-00910,TXN-013844,ACC-02758,closed_no_fraud,0.7,2026-06-22
FC-00911,TXN-038968,ACC-02867,open,0.77,2026-02-23
FC-00912,TXN-019399,ACC-07478,investigating,0.46,2026-08-18
FC-00913,TXN-012338,ACC-01521,open,0.63,2026-08-27
FC-00914,TXN-044502,ACC-05591,open,0.49,2026-06-12
FC-00915,TXN-003164,ACC-03721,open,0.46,2026-03-18
FC-00916,TXN-032960,ACC-06690,investigating,0.87,2026-08-20
FC-00917,TXN-021574,ACC-00126,investigating,0.42,2026-03-22
FC-00918,TXN-040724,ACC-06603,confirmed_fraud,0.46,2026-07-28
FC-00919,TXN-001603,ACC-02835,closed_no_fraud,0.43,2026-01-02
FC-00920,TXN-039459,ACC-00337,open,0.59,2026-05-27
FC-00921,TXN-048903,ACC-02462,open,0.74,2026-01-27
FC-00922,TXN-042639,ACC-02373,closed_no_fraud,0.46,2026-02-21
FC-00923,TXN-046170,ACC-03471,closed_no_fraud,0.46,2026-07-01
FC-00924,TXN-017736,ACC-03629,open,0.62,2026-02-11
FC-00925,TXN-018906,ACC-04734,closed_no_fraud,0.92,2026-02-24
FC-00926,TXN-035173,ACC-01897,open,0.6,2026-04-04
FC-00927,TXN-020070,ACC-00712,confirmed_fraud,0.95,2026-01-08
FC-00928,TXN-000378,ACC-00434,open,0.54,2026-04-05
FC-00929,TXN-026579,ACC-07275,investigating,0.67,2026-01-22
FC-00930,TXN-045262,ACC-02516,closed_no_fraud,0.61,2026-07-07
FC-00931,TXN-003832,ACC-02191,confirmed_fraud,0.64,2026-08-14
FC-00932,TXN-002765,ACC-00961,open,0.95,2026-05-05
FC-00933,TXN-007960,ACC-01803,confirmed_fraud,0.69,2026-06-13
FC-00934,TXN-004800,ACC-02803,investigating,0.67,2026-08-28
FC-00935,TXN-024120,ACC-02846,investigating,0.81,2026-02-23
FC-00936,TXN-046041,ACC-01496,investigating,0.42,2026-08-09
FC-00937,TXN-037842,ACC-07255,closed_no_fraud,0.79,2026-08-05
FC-00938,TXN-027163,ACC-01729,open,0.46,2026-04-06
FC-00939,TXN-037871,ACC-03050,investigating,0.82,2026-05-21
FC-00940,TXN-003980,ACC-00995,open,0.69,2026-08-05
FC-00941,TXN-040954,ACC-03836,closed_no_fraud,0.73,2026-07-20
FC-00942,TXN-031961,ACC-05133,confirmed_fraud,0.85,2026-02-28
FC-00943,TXN-014671,ACC-03952,closed_no_fraud,0.73,2026-03-03
FC-00944,TXN-007119,ACC-05253,confirmed_fraud,0.78,2026-01-15
FC-00945,TXN-005422,ACC-04961,investigating,0.94,2026-02-06
FC-00946,TXN-016569,ACC-04726,open,0.57,2026-08-07
FC-00947,TXN-030808,ACC-04995,investigating,0.61,2026-05-09
FC-00948,TXN-032009,ACC-07188,investigating,0.49,2026-03-25
FC-00949,TXN-008142,ACC-05755,open,0.91,2026-07-23
FC-00950,TXN-038261,ACC-02092,open,0.74,2026-08-22
FC-00951,TXN-034540,ACC-04780,closed_no_fraud,0.88,2026-07-15
FC-00952,TXN-003418,ACC-05237,open,0.64,2026-06-05
FC-00953,TXN-015670,ACC-03731,closed_no_fraud,0.77,2026-02-21
FC-00954,TXN-045198,ACC-05850,open,0.41,2026-03-25
FC-00955,TXN-024147,ACC-04754,open,0.52,2026-02-22
FC-00956,TXN-018244,ACC-04132,closed_no_fraud,0.91,2026-05-08
FC-00957,TXN-005984,ACC-05901,investigating,0.65,2026-07-12
FC-00958,TXN-019123,ACC-04096,open,0.67,2026-04-12
FC-00959,TXN-018914,ACC-05524,open,0.58,2026-01-22
FC-00960,TXN-048576,ACC-05702,closed_no_fraud,0.91,2026-05-16
FC-00961,TXN-005344,ACC-06473,confirmed_fraud,0.9,2026-01-19
FC-00962,TXN-029597,ACC-03143,confirmed_fraud,0.72,2026-02-27
FC-00963,TXN-024926,ACC-05915,investigating,0.82,2026-01-26
FC-00964,TXN-030945,ACC-05143,closed_no_fraud,0.8,2026-05-11
FC-00965,TXN-044963,ACC-03187,closed_no_fraud,0.79,2026-08-18
FC-00966,TXN-021685,ACC-04646,closed_no_fraud,0.57,2026-05-04
FC-00967,TXN-007786,ACC-01348,confirmed_fraud,0.85,2026-05-10
FC-00968,TXN-028027,ACC-01341,open,0.75,2026-06-10
FC-00969,TXN-002048,ACC-06947,investigating,0.68,2026-03-09
FC-00970,TXN-009502,ACC-01164,open,0.46,2026-08-16
FC-00971,TXN-024739,ACC-03043,open,0.67,2026-02-19
FC-00972,TXN-007519,ACC-05359,confirmed_fraud,0.51,2026-04-23
FC-00973,TXN-017050,ACC-00447,closed_no_fraud,0.88,2026-05-24
FC-00974,TXN-028793,ACC-00503,confirmed_fraud,0.9,2026-02-08
FC-00975,TXN-031723,ACC-00958,confirmed_fraud,0.93,2026-05-04
FC-00976,TXN-017143,ACC-01287,confirmed_fraud,0.78,2026-02-04
FC-00977,TXN-025579,ACC-05803,open,0.82,2026-02-08
FC-00978,TXN-031824,ACC-00741,confirmed_fraud,0.64,2026-08-06
FC-00979,TXN-017926,ACC-01189,confirmed_fraud,0.41,2026-08-23
FC-00980,TXN-016917,ACC-05176,confirmed_fraud,0.56,2026-05-21
FC-00981,TXN-035352,ACC-04893,open,0.86,2026-05-08
FC-00982,TXN-035496,ACC-04806,open,0.46,2026-03-18
FC-00983,TXN-022137,ACC-02388,confirmed_fraud,0.52,2026-06-08
FC-00984,TXN-019906,ACC-00641,closed_no_fraud,0.53,2026-04-26
FC-00985,TXN-020402,ACC-04146,confirmed_fraud,0.81,2026-02-23
FC-00986,TXN-037989,ACC-02207,closed_no_fraud,0.63,2026-01-06
FC-00987,TXN-006808,ACC-03528,open,0.81,2026-06-24
FC-00988,TXN-001040,ACC-05417,investigating,0.51,2026-07-09
FC-00989,TXN-013269,ACC-00546,closed_no_fraud,0.79,2026-03-02
FC-00990,TXN-039123,ACC-05448,open,0.47,2026-05-04
FC-00991,TXN-020394,ACC-02419,closed_no_fraud,0.74,2026-02-08
FC-00992,TXN-020065,ACC-01080,confirmed_fraud,0.55,2026-04-10
FC-00993,TXN-014510,ACC-03079,closed_no_fraud,0.47,2026-05-11
FC-00994,TXN-013434,ACC-05216,open,0.86,2026-02-22
FC-00995,TXN-025675,ACC-02756,confirmed_fraud,0.86,2026-04-06
FC-00996,TXN-044589,ACC-03881,investigating,0.87,2026-04-06
FC-00997,TXN-016951,ACC-05643,investigating,0.55,2026-08-15
FC-00998,TXN-043390,ACC-06307,confirmed_fraud,0.51,2026-06-27
FC-00999,TXN-040252,ACC-02974,investigating,0.97,2026-08-28
FC-01000,TXN-022548,ACC-05395,confirmed_fraud,0.94,2026-05-06
FC-01001,TXN-042535,ACC-05835,confirmed_fraud,0.48,2026-02-25
FC-01002,TXN-045336,ACC-06858,investigating,0.56,2026-02-07
FC-01003,TXN-029093,ACC-06929,open,0.61,2026-06-19
FC-01004,TXN-010501,ACC-00196,open,0.83,2026-01-18
FC-01005,TXN-035110,ACC-07294,investigating,0.79,2026-08-17
FC-01006,TXN-007746,ACC-03439,investigating,0.74,2026-05-18
FC-01007,TXN-007703,ACC-00640,confirmed_fraud,0.78,2026-05-26
FC-01008,TXN-031025,ACC-02532,confirmed_fraud,0.65,2026-02-19
FC-01009,TXN-049507,ACC-05998,open,0.85,2026-02-12
FC-01010,TXN-016312,ACC-06192,closed_no_fraud,0.67,2026-03-28
FC-01011,TXN-009099,ACC-07079,confirmed_fraud,0.81,2026-06-17
FC-01012,TXN-000742,ACC-01156,open,0.7,2026-08-03
FC-01013,TXN-000643,ACC-00769,investigating,0.44,2026-05-11
FC-01014,TXN-038486,ACC-06712,confirmed_fraud,0.66,2026-05-24
FC-01015,TXN-003964,ACC-02187,investigating,0.98,2026-08-02
FC-01016,TXN-036897,ACC-01689,open,0.91,2026-01-26
FC-01017,TXN-003788,ACC-07004,closed_no_fraud,0.57,2026-06-03
FC-01018,TXN-000906,ACC-02136,closed_no_fraud,0.61,2026-06-10
FC-01019,TXN-010266,ACC-06577,closed_no_fraud,0.81,2026-06-27
FC-01020,TXN-033862,ACC-06344,investigating,0.52,2026-08-06
FC-01021,TXN-021999,ACC-06838,confirmed_fraud,0.72,2026-03-22
FC-01022,TXN-027437,ACC-01085,closed_no_fraud,0.82,2026-05-14
FC-01023,TXN-002436,ACC-04628,open,0.5,2026-03-16
FC-01024,TXN-049196,ACC-07040,investigating,0.77,2026-02-05
FC-01025,TXN-049621,ACC-07371,open,0.91,2026-02-16
FC-01026,TXN-006998,ACC-03614,confirmed_fraud,0.75,2026-02-13
FC-01027,TXN-030779,ACC-01510,closed_no_fraud,0.67,2026-01-09
FC-01028,TXN-005471,ACC-01851,open,0.5,2026-03-24
FC-01029,TXN-011317,ACC-04964,open,0.83,2026-07-04
FC-01030,TXN-027636,ACC-05679,investigating,0.84,2026-05-16
FC-01031,TXN-035288,ACC-04371,investigating,0.68,2026-07-04
FC-01032,TXN-044570,ACC-05573,closed_no_fraud,0.93,2026-02-11
FC-01033,TXN-020427,ACC-00731,investigating,0.8,2026-07-16
FC-01034,TXN-010932,ACC-06416,open,0.68,2026-03-16
FC-01035,TXN-006034,ACC-03331,investigating,0.84,2026-07-10
FC-01036,TXN-008634,ACC-00040,open,0.49,2026-07-02
FC-01037,TXN-047474,ACC-02681,confirmed_fraud,0.56,2026-01-05
FC-01038,TXN-034628,ACC-05799,closed_no_fraud,0.69,2026-01-06
FC-01039,TXN-013829,ACC-05705,open,0.8,2026-01-02
FC-01040,TXN-001549,ACC-02334,closed_no_fraud,0.85,2026-03-27
FC-01041,TXN-043126,ACC-02013,investigating,0.91,2026-04-06
FC-01042,TXN-042688,ACC-03762,closed_no_fraud,0.58,2026-02-12
FC-01043,TXN-005686,ACC-01075,closed_no_fraud,0.76,2026-05-26
FC-01044,TXN-020213,ACC-03168,open,0.71,2026-01-22
FC-01045,TXN-046333,ACC-04925,investigating,0.89,2026-07-24
FC-01046,TXN-014007,ACC-06543,investigating,0.57,2026-05-08
FC-01047,TXN-042533,ACC-03641,confirmed_fraud,0.73,2026-06-03
FC-01048,TXN-003690,ACC-01686,investigating,0.65,2026-05-18
FC-01049,TXN-004285,ACC-07371,open,0.53,2026-07-12
FC-01050,TXN-004120,ACC-05595,investigating,0.4,2026-04-10
FC-01051,TXN-034892,ACC-04436,closed_no_fraud,0.43,2026-01-27
FC-01052,TXN-003496,ACC-05656,closed_no_fraud,0.63,2026-03-24
FC-01053,TXN-014712,ACC-00112,open,0.98,2026-01-02
FC-01054,TXN-017268,ACC-01504,investigating,0.54,2026-08-28
FC-01055,TXN-045522,ACC-00229,investigating,0.97,2026-07-21
FC-01056,TXN-003882,ACC-01992,investigating,0.59,2026-01-08
FC-01057,TXN-043648,ACC-06472,open,0.81,2026-07-20
FC-01058,TXN-047891,ACC-03085,investigating,0.57,2026-03-18
FC-01059,TXN-023717,ACC-03300,investigating,0.84,2026-06-16
FC-01060,TXN-008260,ACC-05361,investigating,0.85,2026-05-12
FC-01061,TXN-042037,ACC-02394,open,0.93,2026-01-11
FC-01062,TXN-013924,ACC-04326,closed_no_fraud,0.64,2026-05-18
FC-01063,TXN-034202,ACC-05939,closed_no_fraud,0.52,2026-03-28
FC-01064,TXN-003296,ACC-03952,investigating,0.82,2026-01-08
FC-01065,TXN-002619,ACC-01321,investigating,0.82,2026-05-03
FC-01066,TXN-021881,ACC-06805,open,0.42,2026-03-12
FC-01067,TXN-017257,ACC-04779,open,0.53,2026-08-24
FC-01068,TXN-025793,ACC-04970,closed_no_fraud,0.57,2026-05-21
FC-01069,TXN-022347,ACC-04256,closed_no_fraud,0.41,2026-05-14
FC-01070,TXN-013834,ACC-03024,confirmed_fraud,0.64,2026-05-28
FC-01071,TXN-029532,ACC-00970,open,0.81,2026-03-20
FC-01072,TXN-008470,ACC-06226,confirmed_fraud,0.96,2026-07-02
FC-01073,TXN-014858,ACC-07427,open,0.92,2026-01-21
FC-01074,TXN-017876,ACC-00524,investigating,0.61,2026-01-18
FC-01075,TXN-003560,ACC-06677,closed_no_fraud,0.98,2026-05-16
FC-01076,TXN-013947,ACC-05995,closed_no_fraud,0.51,2026-01-16
FC-01077,TXN-004578,ACC-03212,investigating,0.92,2026-06-25
FC-01078,TXN-024999,ACC-02629,investigating,0.86,2026-01-13
FC-01079,TXN-007147,ACC-05754,confirmed_fraud,0.69,2026-02-14
FC-01080,TXN-006599,ACC-00189,investigating,0.98,2026-08-26
FC-01081,TXN-037085,ACC-05162,confirmed_fraud,0.86,2026-05-03
FC-01082,TXN-028387,ACC-03143,open,0.77,2026-02-06
FC-01083,TXN-030434,ACC-04148,confirmed_fraud,0.42,2026-03-09
FC-01084,TXN-022944,ACC-07157,closed_no_fraud,0.87,2026-05-05
FC-01085,TXN-040950,ACC-00663,confirmed_fraud,0.9,2026-06-10
FC-01086,TXN-020218,ACC-07278,confirmed_fraud,0.47,2026-02-02
FC-01087,TXN-018345,ACC-06610,closed_no_fraud,0.48,2026-06-08
FC-01088,TXN-034872,ACC-06100,investigating,0.65,2026-08-25
FC-01089,TXN-035046,ACC-04939,investigating,0.44,2026-02-12
FC-01090,TXN-006754,ACC-05614,confirmed_fraud,0.9,2026-06-11
FC-01091,TXN-049780,ACC-04966,confirmed_fraud,0.62,2026-03-16
FC-01092,TXN-046638,ACC-04095,investigating,0.8,2026-05-11
FC-01093,TXN-032102,ACC-01297,investigating,0.67,2026-04-04
FC-01094,TXN-025728,ACC-03001,confirmed_fraud,0.73,2026-01-12
FC-01095,TXN-012324,ACC-06727,investigating,0.95,2026-01-08
FC-01096,TXN-034496,ACC-03292,closed_no_fraud,0.45,2026-07-14
FC-01097,TXN-004550,ACC-06212,investigating,0.76,2026-07-08
FC-01098,TXN-023533,ACC-06714,open,0.9,2026-01-20
FC-01099,TXN-043498,ACC-04943,investigating,0.83,2026-07-13
FC-01100,TXN-043058,ACC-05130,closed_no_fraud,0.81,2026-07-14
FC-01101,TXN-041826,ACC-02789,investigating,0.73,2026-04-01
FC-01102,TXN-044161,ACC-06385,confirmed_fraud,0.82,2026-06-21
FC-01103,TXN-033417,ACC-06263,investigating,0.72,2026-04-17
FC-01104,TXN-048180,ACC-06625,confirmed_fraud,0.63,2026-08-16
FC-01105,TXN-027585,ACC-02956,open,0.47,2026-06-10
FC-01106,TXN-026082,ACC-04149,open,0.83,2026-01-18
FC-01107,TXN-030455,ACC-01007,investigating,0.71,2026-01-09
FC-01108,TXN-040566,ACC-03801,closed_no_fraud,0.44,2026-01-01
FC-01109,TXN-042314,ACC-00386,open,0.74,2026-02-22
FC-01110,TXN-010124,ACC-06993,closed_no_fraud,0.69,2026-01-04
FC-01111,TXN-019332,ACC-04829,open,0.6,2026-03-22
FC-01112,TXN-000432,ACC-02498,closed_no_fraud,0.69,2026-08-08
FC-01113,TXN-047625,ACC-04436,open,0.68,2026-07-20
FC-01114,TXN-049715,ACC-00282,closed_no_fraud,0.58,2026-04-09
FC-01115,TXN-027641,ACC-02525,closed_no_fraud,0.5,2026-02-08
FC-01116,TXN-009996,ACC-07243,closed_no_fraud,0.48,2026-02-03
FC-01117,TXN-006360,ACC-00974,closed_no_fraud,0.47,2026-01-16
FC-01118,TXN-038445,ACC-01219,investigating,0.54,2026-07-03
FC-01119,TXN-039465,ACC-01455,investigating,0.58,2026-04-26
FC-01120,TXN-021757,ACC-07134,closed_no_fraud,0.5,2026-01-01
FC-01121,TXN-032729,ACC-01265,investigating,0.83,2026-04-11
FC-01122,TXN-008296,ACC-02484,closed_no_fraud,0.7,2026-07-08
FC-01123,TXN-037357,ACC-04761,closed_no_fraud,0.42,2026-02-19
FC-01124,TXN-048946,ACC-00539,investigating,0.91,2026-02-27
FC-01125,TXN-016627,ACC-05294,closed_no_fraud,0.57,2026-05-23
FC-01126,TXN-026569,ACC-00517,open,0.62,2026-07-17
FC-01127,TXN-020739,ACC-00353,investigating,0.7,2026-02-10
FC-01128,TXN-015940,ACC-07303,confirmed_fraud,0.94,2026-08-03
FC-01129,TXN-029676,ACC-05073,investigating,0.6,2026-03-25
